,pros,negs,profession,day,month,year
184,"*Good pay, benefits and hours for gov. consulting
*Most respected, large gov. consulting practice
*Lower level coworkers are often cool
*Incredible breadth of offerings","*Consultants are expected to have 'extra-curricular' work beyond client work, where no one is focused or responsive because it's not their main job. Often feels like your client work isn't as important as winning the favor of various company managers who know nothing of your main job (the client work)
*Terrible onboarding experience if you're not staffed to a project - you have to cold email/call en masse instead of talent reps helping you
*Senior management pretends to be engaged and in control on client accounts but isn't, leaving a vacuum of decisive action
*Internal company documentation and communication of policies and resources is awful, causes lots of confusion and frustration; you're expected to network your way past the company's dysfunctional processes
*Too many company resources spent on borderline pointless lectures and meetings instead of decisive action and quality tools/documentation",Senior Consultant,1,Apr,2022
185,Flexible environment and own your own career,Not a strong support system. High stress high hours. Overloaded with admin time.,Tax Senior Manager,10,Apr,2022
186,"Lots of support and mentorship
Great benefits
Employee focused","Large organization, can be overwhelming to navigate and find the right career path",Manager,11,Apr,2022
187,"Nice people, good benefits, solid pay.",Long hours during busy season,Analyst,12,Apr,2022
188,"Great benefits, ok pay, work is not super hard.",No balance between work life and personal life.,Project Manager,26,Apr,2022
189,"Nice benefits, well-being subsidy, PTOs and many holidays, opportunity for certifications and personal growth.",Get's pretty busy. Work-life balance is not very good but it always depend on the project you're working on.,Solution Analyst,11,Apr,2022
190,Great opportunities to learn and develop early career.,A lot of work and pay sometimes below market.,Tax Senior,12,Apr,2022
191,"Well being subsidy, Remote work, Traveling","Some projects can be toxic
Can be very stressful to meet deadlines",Advisory Analyst,10,Apr,2022
192,"Many resources at your disposal
Top-tier benefits and well-being prioritization","Get lost in the vastness of the company
May get pidgeon-holed if you don't own your career",Applications and Program Analyst,11,Apr,2022
193,Great place to begin your career and gain valuable skills and knowledge.,Salary is below market value. Analyst experience is not the same as described.,Business Analyst,11,Apr,2022
194,corp takes care of you,general cons of working in consulting,Data Engineer,11,Apr,2022
195,"So many pros of working here. Salary is one of them, it increases exponentially.","It’s a ton of work. Not only do you need to work long hours, you need to be smart and be expected to know what to do and how to react at all times",Manager,8,Apr,2022
196,"Solid pay, great culture, boundless career paths",Limited pay increases vs. jumping around to other firms,Manager,6,Apr,2022
197,"Friendly environment, lots of flexibility",“Own your career” model highly reliant on apprenticeship learning and can lead to up-or-out mindset,Senior Consiltant,7,Apr,2022
198,The environment is good for working,Not found yet from now,Audit Analyst,7,Apr,2022
199,"Interesting work, great supervisors, lots of internal resources to improve","None I've encountered so far. I'm new, though.",Analyst,8,Apr,2022
200,"calls don't come in often, it's rather slow everyday all day","Caucasian & Spanish people make racist comments toward black people. No raises, no sick time, no vacation time",Customer Relations Specialist,12,May,2022
201,"Work life balance 
Mental health 
People",Hybrid work / remote work,Advisory Analyst,8,Apr,2022
202,Competitive Salaries and Great / Improving Culture,"Huge Company, Easy to get lost in the Crowd",Consultant,8,Apr,2022
203,Good benefits package and time off during year end,Need to work long hours during busy season. Low pay,Tax Senior,8,Apr,2022
204,Good place to learn new skillss,Company is slow in executing,Solutions Specialist,20,Apr,2022
205,Hands on experience on a lot of tools,No Work life balance and end up working more than 60 hours,Consultant,22,Apr,2022
206,"Good training
Good Experience
Good Busy season perks","Busy time
Too many work responsibilities",Tax Consultant,7,Apr,2022
207,"Good people, atmosphere, environment and benefits",Work a lot of hours,Accountant,7,Apr,2022
208,"Salary is great, traveling is great.",Work-life balance is tough and it can be hard to take time for yourself.,SAP Analyst,7,Apr,2022
209,"- Travel
- Community 
- Breadth of experience","- Hours
- Performance rating system",Consultant,7,Apr,2022
210,"Well being subsidies and other employee benefits.
Most staffs behave very professionally.","- Horrible self-centered culture, no real sense of community, no mentorship.
- Coach system is very flawed (luck of the draw).
- You will be heavily undervalued at USDC even if you are overqualified.
- USDC is an exploitation -- they don't tell you this when you first join, but apparently, it's a low cost model and operation is significantly different, pay is significantly lower with less benefits, no bonuses for USDC analysts.",Solution Analyst,19,Apr,2022
211,A lot of opportunities and resources internally,"The pay is not competitive, especially with the number of hours worked",Tax Senior Consultant,20,Apr,2022
212,I really love working here,Hours can get a bit long,Senior Consultant,5,Apr,2022
213,"Its all about the people,culture, work environment and the opportunity to widen your horizons","Some projects can be so hectic, but stay away from those if thats not your jam",Senior Consultant,6,Apr,2022
214,"- Great initial salary
- Great weight in the working community
- Nice place to build a network
- Allows you to gain core consulting skills which translate anywhere",- Work/life balance can be a little tricky,Business Strategy Analyst,20,Apr,2022
215,Good good good decent workplace,Salary not upto the market rates,Tax Consultant I,20,Apr,2022
216,"Great benefits, good pay. Remote work.",No work life balance and will work you out.,Tax Senior Associate I,20,Apr,2022
217,"fun, young people
remote work 
variety of opportunities","analysts get stuck with the boring, unchallenging work after coming out of top tier universities. hard to develop skills in that sort of environment. big corporate company, hard to differentiate yourself outside of your team. also tell you you can ""do anything!"" but it's VERY difficult to do.",Analyst,3,Apr,2022
218,"Good company to work
lot of internal opportunities 
Scale
diversity","disconnected teams 
Internal bureaucracy, hard to make any thing new",Senior Manager IT,5,Apr,2022
219,career development; great mentors; positive culture,The job might require traveling and focus on chargeability,Managing Director,5,Apr,2022
220,career development; great mentors; positive culture,The job might require traveling and focus on chargeability,Managing Director,5,Apr,2022
221,"- Good base for a career 
- Networking","- Bad work life balance
- Managers do not care for overall growth 
- Comp is a joke compared to competitors",Advisory Senior Consultant,20,Apr,2022
222,Learn anything you want to learn. Access to a ton of resources and talented people. Experience from Deloitte means more to alot of companies.,"If you don't have a network and are not very experienced, it's a very difficult to be successful.",Solutions Architect,4,Apr,2022
223,"Base and Bonus
good benefits
great opportunities",Different Talent models are challenging and causes division,Managing Consultant,5,Apr,2022
224,Learn a lot and being able to work with different people,Long work hours. it was tough for me especially when the COVID hit.,Senior Tax Consultant,5,Apr,2022
225,Have the resources at my disposal to learn in a growing industry (sustainability). Have been given opportunities to lead and guide others early in my career.,Corporate bureaucracy impedes growth and red tape due to client type minimizes what services we can provide. Paid significantly less than market value and other boutique sustainability firms. .,Sustainability Senior Consultant,5,Apr,2022
226,Salary and PTO a plus,"Work life balance, leadership structure",Consultant,5,Apr,2022
227,"Cross industry experience, super talented people. Awesome benefits.",Hours are extremely long. Project opportunity might not be based on what one likes but based on company demand.,Consultant,5,Apr,2022
228,good place to work in career trajectory,"unorganized and messy, networking heavy",Consultant,5,Apr,2022
229,"Team, Work ethic, Salary, Office, People, Management","Long hours, work-life balance hard to get",Consultant,19,Apr,2022
230,Deloitte is great place to work,Too much of travel time,Analyst,3,Apr,2022
231,The pay is good and the benefits are nice.,Work can get difficult sometimes but it's manageable.,Project Manager,3,Apr,2022
232,"Remote, Diversity, Flexible, CoWorkers, CPA preparation help",No cons at the moment.,Audit,4,Apr,2022
233,$1k subsidy for well-being expenses,"I hope you love to work, they can't keep employees long term. People have either been there 25+ years or 1 there is no in between. Minimum 45 hr work week but if you work less than 50 they think you're a slacker. Overworked and underpaid.",Analyst,18,Apr,2022
234,"Smart colleagues, challenging work, training opportunities, networking, growing organization","WLB, culture is very hit or miss, compensation low compared to others in technology industry, confusing onboarding for new hires needs to be improved",Manager,18,Apr,2022
235,Benefits are great. Work from home flexibility is great,Can be placed be placed on a bad team,Tax Consultant,2,Apr,2022
236,Good work life balance sometimes,pay could be higher i think,Analyst,3,Apr,2022
237,Was able to network with clients.,"Aggressive seniors, sexist comments constantly made, had my promotion hindered because I was told I was “probably the most emotional one on the team” (on a team of all guys). Someone on the team got me sick (they didn’t stay home and we were all shut in a small utility closet for the client), almost threw up at work after telling them I needed to go home and rest (it was 5PM) and they told me they don’t care how it gets done but they job needs to get done by that evening. Never mind they are the one that got me sick and I physically couldn’t move or think… toxic environment.",Audit Associate,2,May,2022
238,"Made a number of good relationships, friends, colleagues. Still keep in touch with them, after we all left Deloitte","Grueling travel, suicidal projects, highly political promotion/performance/feedback process",Manager,14,Apr,2022
239,Great team with national firm,corporate admin items take to much time,Tax Senior,1,Apr,2022
240,Great Brand Name on Resume,Work Life balance is not great,Audit Senior,31,Mar,2022
241,Challenging Projects and great work atomphere,Spend lots of time at work and late nights.,Consultant,1,Apr,2022
242,"Big company, Training, Support, Brand","Bureaucracy, Politics, Poor Leadership, Power struggle",Consulting,15,Apr,2022
243,Benefits are great and always improving,Hours are long and work is hard,Manager,31,Mar,2022
244,"Great pay, employee health and well-being is a priority overall",Not the most cutting-edge tech for many client projects,Solution Specialist,1,Apr,2022
245,"good people and culture, good benefits","low pay, too much volume",Senior Consultant,1,Apr,2022
246,Benefits and perks if you are not on the Project Delivery side.,"They cater to and develop the young, white male employees. I am an experienced middle age African American woman. I was intentionally underutilized and racially discriminated against. A white male counterpart filed a claim against our manager because he saw the blatant discrimination. Following the investigation, which found the claims to be true, the company allowed the racist manager to resign in lieu of termination. Any company that would allow a racist to save face is showing me exactly where they stand. In my 30 years of working, I have NEVER played the race card or blamed poor treatment on racism, but it was subtle yet blatant at Deloitte.",Project Delivery Specialist II,1,May,2022
247,Great company overall. Lots of room for professional development,N/A - no cons to say about Deloitte. You get out what you put in,Risk and Financial Advisory Analyst,30,Mar,2022
248,"people are nice, flexible work environment","not very attractive pay, work life balance is not good",Auditor,30,Mar,2022
249,"Work life balance
Good culture
WFH 3 days a week
Not crazy stressful",Not fully remote when it could be.,Executive Coordinator,30,Mar,2022
250,"Work life balance
Good culture
WFH 3 days a week
Not crazy stressful",Not fully remote when it could be.,Executive Coordinator,30,Mar,2022
251,Good training. Super smart people.,Long hours. Micro managed to the max.,Consultant,31,Mar,2022
252,"Great culture, coaching centric, growth potential and competitive comp","Demanding projects, expect surges in hours at times",Manager,31,Mar,2022
253,"Able to work remotely is plus, flexibility","long hours, irregular time frame",Tax Manager,31,Mar,2022
254,Salary & Benefits are great company culture is good too,Landing the right project can be a challenge,Consultant,31,Mar,2022
255,"There are a tremendous amount of opportunities if you want to take advantage of them. You learn a lot, are challenged, and meet a ton of great people.",Work life balance is hard to come by. ARA should not have required busy season hours considering the entire year averages way more hours than the audit and tax practice.,ARA Senior Consultant,31,Mar,2022
256,Work/life balance is great as you can be on some slower projects.,"Unless you are on a long project, it is hard to make commitments months out as you may be on a busy project then.",Business Technology Analyst,31,Mar,2022
257,very good company culture and people,Pay can be less compensating at times,Digital Project Manager,31,Mar,2022
258,Deloitte has good amount of clients,The management is really bad. Your career totally depends on your manager.,Project Delivery Manager,11,Apr,2022
259,"Travel, airline points, young people, learning oppertunities","working long hours, hit or miss projects",Consulting Analyst,14,Apr,2022
260,"Useful experience
Great training opportunities and mentorship",Long hours if stuck on wrong clients,Audit Staff,29,Mar,2022
261,This is a great company to work for especially if you are just getting your career started.,You will have to work hard.,Scrum Master,29,Mar,2022
262,GPS sector is great worklife balance,GPS sector makes less than commercial,Analyst,30,Mar,2022
263,"Great benefits, great people. Work life balance is phenomenal","Onboarding experience can be a bit confusing, even in spite of all resources provided.",Senior Consultant,30,Mar,2022
264,"Good learning experience, Fast track career growth","Work life balance, Average compensation",Senior Consultant,30,Mar,2022
265,Great place to start a career,"salary could be higher 
work life blance in busy season",Audit,30,Mar,2022
266,There aren't many good things to say about Deloitte. I guess there was a lot of PTO and the company holiday in December was nice,"Your teams will be run by consultants who do not understand tech and don't listen to technical expertise, setting up unrealistic expectations for clients and then blaming you when the timelines you never set you could meet do not get met. They also do not give you any resources in an attempt to save money, which makes a lot of the work they want done fairly intractable",Mid Data Scientist,28,Apr,2022
267,"1. Stable growth
2. Tons of learning opportunities
3. Tons of networking opportunities","1. Pay is way behind MBB
2. Internal mobility is practically none",Strategy Consultant,29,Mar,2022
268,"Great projects and people. Staffs are working from home, managers are considerate of your commitments outside of work.",Hard to make connections and build relationships due to working from home.,Consultant,30,Mar,2022
269,Mostly interesting work in healthcare,Not a great culture for most,Manager,13,Apr,2022
270,Great training and lots of experience,Low comp and long hours needed,Consultant,13,Apr,2022
271,"Great base salary, looks amazing on a resume, well-being focused, overall love the company so far.",Get thrown into projects without much training/mentorship. Can have long hours. Have to do firm initiate work outside of full time project work.,Human Capital Consultant,26,Mar,2022
272,They invest in their people,A difficult work life balance,,28,Mar,2022
273,"Network
Opportunity 
Great clients 
Career growth",Long hours part of the year,Senior Consultant,28,Mar,2022
274,Great Company and good work ethics,Internal company politics and hours worked,Project Delivery Lead (Business Transformation Execution),29,Mar,2022
275,Good first job out of college with a good company,"Bad pay
Not much ability to move within the company (i.e., to consulting)",Engagement Financial Advisor (EFA) Analyst,28,Mar,2022
276,"People, learning, clients, education and training","workload, management, vision, and silos",Senior Consultant,28,Mar,2022
277,firm culture is great depending on the projects that you are on,"you need to fight really hard to find the good projects (not the copy and paste ones)

pay is not that great compared with the jobs that require the same skillset",Advisory Analyst,28,Mar,2022
278,"Some good benefits, flexibility to move around to different projects","Lack of clients/projects in the life sciences space
Poor 401k match
Poor work/life balance",Consultant,12,Apr,2022
279,"Remote, Team Effort, Learning opportunities, Networking, Insurance","No complains, pretty good job",Tech Analyst,12,Apr,2022
280,a lot of training opportunities and different projects to get on.,difficult finding a project unless well connected at the firm. hard for introverts to succeed here in consulting.,Risk and Financial Advisory Analyst,28,Mar,2022
281,"- interesting project work
- lots of learning and development opportunities
- leadership is well respected
- structured individual growth trajectory","- long hours
- staffing process can be complicated",Consultant,28,Mar,2022
282,"Compensation and resources, connections and networking opportunities","No work life balance, hours were unreasonable",Audit Senior,11,Apr,2022
283,"People and young culture, very intelligent environment","Works you all the time, poor balance",Tax Consultant I,12,Apr,2022
284,Pay and opportunity are great,Hours can be difficult and networkings a must,Analyst,28,Mar,2022
285,Good variety of work but with a lot of people leaving there is a bigger demand,Long hours are not uncommon,Senior Consultant,28,Mar,2022
286,"Good long term home - remote work options, solid benefits, plenty of smart people","Inefficient at times, projects tend to vary wildly from running really well to poor depending on who at the company you work with",Analyst,28,Mar,2022
287,"Learning resources, decent pay, good coworkers, 5 weeks PTO (excluding federal holidays and extended holidays for collective disconnect periods), annual well-being subsidy $1K.","Busy season is rough and depending on the staffing needs, you seem to be busy all year around. The firm is trying to promote work-life balance, but it's not an easy industry to have that in. Not a very family friendly industry.",Audit Senior Assistant,28,Mar,2022
288,great opportunity to learn for career,lower salary raise than expectation,Audit Senior Assistant,28,Mar,2022
289,"Lots of resources, everyone is approachable and friendly",Higher levels seem to have horrible work life balance,Analyst,28,Mar,2022
290,"1. Good Benefits (PTO , Well Being Subsidy etc)
2. No weekly travel (depends on project to project)
3. Good focus on DEI","1. Immigration is super slow and delayed. Leadership has no controll for expediting the process.
2. No ability to work from other country incase of emergencies
3. Lower overall compensation adjustment as compared to new experienced hires for organic staff growing in the firm (LEADERSHIP NEEDS TO AWARD LOYALTY!)",Supply Chain Consultant,11,Apr,2022
291,"great pto
challenging roles if in strategy","growth trajectory could be faster
too much focus on details for young people instead of leadership potential",Business Analyst,27,Mar,2022
292,"Opportunity to grow fast, take initiatives",Juggling between Client and Firm contribution activities,Consultant,27,Mar,2022
293,Firm truly does care about their people,Work/Life balance truly is determined by what team you are on,Senior Consultant,27,Mar,2022
294,Explore different sectors and skills,Lack of engaged leadership from SMs and Partners,Senior Consultant,11,Apr,2022
295,Lots of opportunity to take ownership of work and learn.,"Unpredictable hours, your pay per hour looks awful after the required overtime",Tax Consultant II,26,Mar,2022
296,"work from home flexibility, location to location transfer if needed","long hours, high expectation minimum 55hours a week during busy season (70-80hrs on average)",Tax Senior,25,Mar,2022
297,"Interesting projects, fairly laid back if you're on GPS",Very very large organization. Easy to get lost,Cyber Risk Analyst,25,Mar,2022
298,"Awesome company to work for, pay and benefits are great. I learn a lot of everyday.",You work A LOT. But it is worth it to me.,Business Analyst,25,Mar,2022
299,"This rant applies only to Deloitte US and not USI (India).

-Good (not fantastic, don't let them convince you otherwise) benefits
-Incredible exposure to talent across many industries and work fields
-Very flexible and 'woke' company

If you know what specifically you want to learn about, you likely have all the tools at your fingertips here.

As long as you get your work done, you have a lot of freedom.","The above statement is unfortunately the big problem here. Because there is a LOT of work. Especially post-Covid19 where everybody is working from home and has a ton of free time. During this period a lot has been exposed about Consulting as a business and how bullsh!t it mostly is. Fortune 500 firms are struggling amidst the largest credit crisis we have ever had, and there is an incredible amount of demand for expensive consultants who are paid to sound like they know what they are talking about and make PowerPoints (or spreadsheets if you're one of the luckier ones on a more 'involved' client project). All of this amidst the lowest employment rate we are seeing across the western economies; Deloitte will hire anyone and their refrigerator with this current job climate. They had to give a 'market adjustment' to salaries across the board just to try and keep people. This was unfortunately no more than a 10%-15% bump, which sounds great. But after inflation and taxes, I have basically taken a pay CUT.
 
I am giving this company a 4 star review because I believe it deserves it for the most part. It is filled with great people, and I met some fantastic partners who were genuinely concerned with figuring out how they can be better in these unprecedented times. But, unless you are ready to commit your LIFE to this company in a time when you can be paid more money by your second cousin's work-from-home small insurance company, or perhaps ideally, whatever it is you REALLY want to spend your life doing, I can not recommend working here as a first big boy/big girl job. Unless you are only planning on specifically spending a short amount of time here or are coming to Deloitte with outside professional experience, don't do it to yourself. You deserve a better existence than this one.",Advisory Analyst,9,Mar,2022
300,"This rant applies only to Deloitte US and not USI (India).

-Good (not fantastic, don't let them convince you otherwise) benefits
-Incredible exposure to talent across many industries and work fields
-Very flexible and 'woke' company

If you know what specifically you want to learn about, you likely have all the tools at your fingertips here.

As long as you get your work done, you have a lot of freedom.","The above statement is unfortunately the big problem here. Because there is a LOT of work. Especially post-Covid19 where everybody is working from home and has a ton of free time. During this period a lot has been exposed about Consulting as a business and how bullsh!t it mostly is. Fortune 500 firms are struggling amidst the largest credit crisis we have ever had, and there is an incredible amount of demand for expensive consultants who are paid to sound like they know what they are talking about and make PowerPoints (or spreadsheets if you're one of the luckier ones on a more 'involved' client project). All of this amidst the lowest employment rate we are seeing across the western economies; Deloitte will hire anyone and their refrigerator with this current job climate. They had to give a 'market adjustment' to salaries across the board just to try and keep people. This was unfortunately no more than a 10%-15% bump, which sounds great. But after inflation and taxes, I have basically taken a pay CUT.
 
I am giving this company a 4 star review because I believe it deserves it for the most part. It is filled with great people, and I met some fantastic partners who were genuinely concerned with figuring out how they can be better in these unprecedented times. But, unless you are ready to commit your LIFE to this company in a time when you can be paid more money by your second cousin's work-from-home small insurance company, or perhaps ideally, whatever it is you REALLY want to spend your life doing, I can not recommend working here as a first big boy/big girl job. Unless you are only planning on specifically spending a short amount of time here or are coming to Deloitte with outside professional experience, don't do it to yourself. You deserve a better existence than this one.",Advisory Analyst,9,Mar,2022
301,I work with really smart and interesting people who are on the cutting edge,Working lots of hours all year long,Senior Manager Risk Analyst,25,Mar,2022
302,"1. Tons of opportunities to develop as a consultant 
2. Interesting work at times","1. Compensation is on the lower end
2. DEI seems more lip service than action",Consultant,6,Apr,2022
303,"Work life balance
Not stressful
Structured growth","Low pay
Old software
Won't learn transferrable skills",Engagement Financial Analyst,8,Apr,2022
304,Really nice people and great training,Not many cons to be honest,Sales Associate,23,Mar,2022
305,"Great people, good pay, nice office",Travel can get a little tiring,Analyst,24,Mar,2022
306,"Great track to gain a leadership role, great benefits including wellness subsidy",Slow ramp up to start doing meaningful work,Consultant,24,Mar,2022
307,"Great training, great resources, lots of groups to help you get started.","On the federal side, it can be difficult to find a way to contribute to firm activities. Proposals are king, and if you don't understand proposals, it can be difficult. Read as many RFIs and RFPs as possible to get ahead.",Senior Consultant,24,Mar,2022
308,"Great benefits, talented colleagues, large knowledge pool to pull from.","Long hours, lack of visibility into performance rating determination.",Manager,24,Mar,2022
309,"-Benefits 
-Allow you to be fully remote","-Extremely long hours
-Depending on your manager they expect you to basically be on call even at 2am
-During busy season you’re basically getting paid minimum wage
-You can work seven days a week multiple weeks in a row and people don’t bat an eye
-You get all these vacation days but basically can’t take them for half the year
-If you are good you get worked to the ground, but still get same bump as the people not doing as well",Tax Consultant I,7,Apr,2022
310,"Cutting edge technology to work 
diverse culture","long hours 
licking client feet",Senior Consultant,20,Mar,2022
311,"Salary, Career advancement training, Work-Life Balance, Work from Home / Hybrid or back in the office is YOUR choice, Plenty of Benefits.","Working from project to project comes with a lot of time coordination with other team members in different time zones, projects can sometimes be out of scope, and working with clients can be stressful. If you want predictable daily tasks, this is not a place for you.",Advisory Consultant,22,Mar,2022
312,"Benefits, health allowance, time off","Nor much spare time, training that doesn't pertain to certain sectors",Project Delivery Specialist,22,Mar,2022
313,Great company to work for,Work life balance could be better,Senior Consultant,23,Mar,2022
314,Benefits and salary is good,Vacation time is not unlimited like most consulting organizations,Senior Consultant,23,Mar,2022
315,interesting work and great pay,"workload and long, long hours",Manager,23,Mar,2022
316,You may telework and there are flexible hours.,Management is not great. They're not open to new ideas and if youre not entitled with there position your ideas don not weigh heavily.,Project Delivery Coordinator,6,Apr,2022
317,"1. Diversity both in people you work with and the engagements you work
2. Leading tech and management system in auditing and financial services industry",1. Feedback and communication are not very apparent or clear during WFH situations,Audit Assistant,19,Mar,2022
318,"Benefits are unparalleled
Lots of cutting edge research / tools available to you
Diverse career opportunities
Really smart coworkers","General professional services environment 
Politics",Diversity and Inclusion,22,Mar,2022
319,"Career development opportunities, mentorship, office spaces","Difficult to get on projects in desirable industries/areas, lots of proposal work",Manager,23,Mar,2022
320,It is really really good,i don’t know what else to say,Senior Consultant,23,Mar,2022
321,Good learning opportunities to grow,Working long time and basically no life,Tax Consultant I,20,Mar,2022
322,"Great benefits, though often people do not have the time or resources to research and leverage them
Caring and talented people from diverse backgrounds on the lower levels in the company
Challenging projects that offer rapid growth opportunities","Political culture that does not judge talents by their merits
Conforming leadership style that puts an unhealthy focus on overwork and competition
Implicit racial bias",Senior Consultant,5,Apr,2022
323,"Started here as a fresh college graduate and have met a great number of people in the last year. Great, challenging projects keeps you busy and learning.",Long hours (depending on team and project),Solution Analyst,22,Mar,2022
324,Amazing people and cool project opportunities if you network,Pay is really low compared to markwt,Senior Consultant,22,Mar,2022
325,Huge for your resume if you don’t have any previous experience.,Pay is a bit low.,Solutions Analyst,22,Mar,2022
326,"good culture with the group i worked in, big company with lots of perks and benefits","long working hours, fast-paced environment, hard to transfer between departments",Tax Consultant II,4,Apr,2022
327,Allows for future opportunities after you leave,Terrible work life balance with weeks that go up to 80 hours during busy season,Internal Audit Associate,5,Apr,2022
328,Organized Opportunities Innovation Diversity People,Pay Growth appreciation mobility support,Senior Manager,20,Mar,2022
329,"Amazing people, great opportunities, and fantastic preparation.","A lot of hours, pay is below industry, and can get stuck if you don't speak up.",Audit Manager,21,Mar,2022
330,"Great Benefits
Inclusive
Well being subsidy
work from home subsidy","Understaffed
antiquated systems and processes in some departments",Senior Tax Accountant,21,Mar,2022
331,"Great people, forward thinking, network, culture",Not many I can think of,SAP Manager,21,Mar,2022
332,"Reward incentives offered subsidies, values physical and mental health of their employees",Some days will require additional long hours and the to have the ability to self-manage,UX-UI Designer,21,Mar,2022
333,"Benefits, experience, people, leadership, career development",May work long hours during busy season,Risk and Financial Advisory Analyst,21,Mar,2022
334,"The company culture surrounds excellence, integrity, and care for each other.","Long work hours especially during busy season. However, this is also a great learning opportunity.",Consultant,21,Mar,2022
335,Long term potential if you want to stay for years,Success is based on how many hours you work,Tax Consultant,4,Apr,2022
336,"This company invests in YOU. they have tons of resources to help you up skill in the area you choose. They have a great project system that lets you determine how you want to hear your career. Their benefits are great. They have plenty of events to keep you informed, up to date on industry trends, and to celebrate equality and events.","This company is HUGE. You will be kept track of as a number unless you get to know directors, managers and partners. They help scaffold that post of it to make sure your questions are answered and your needs are meet though. Their promotions are time based, not skills based. So you could have just been hired, but aren't given as many opportunities as someone that's been there longer. If this is your first job needing a security clearance, that part if onboarding, along with preparing all your financial information, is a huge hassle and extends your onboarding. Honestly a great company but a lot of politics that are made a part of the actual business culture. Lastly, and probably most importantly, this is a company that expects your best. This is the type of company that you will be up at 2am writing proposals and getting PowerPoints prepared. The work life balance is non existent if you don't put hard lines in the sand. Even then, you will work overtime.",Cloud Engineer,12,Mar,2022
337,Easy interview and it’s big 4,The pay isn’t good as I thought,Audit Associate,20,Mar,2022
338,Great opportunity and benefits are offered,Work life balance is not guaranteed,Senior Consultant,20,Mar,2022
339,"Wealth of experience gained, brand name clients, opportunities to work on significant transactions, best technology resources available",Lots of hours and lack of accountability for low performers,Audit Manager,20,Mar,2022
340,"Intelligent colleagues, flexible working options, strong brand",Can be easy to get swept aside if you don’t advocate for yourself and build relationships,Consultant,21,Mar,2022
341,"The company invests in your education and professional progress through great on the job training, but also through formal continuing education courses",Very high expectations for hours especially during busy season. It is a grind.,Audit Associate,21,Mar,2022
342,"Good pay and benefits, bonus, sharp co-workers",A little competitive so can having you constantly wanting that next promotion,Studio Lead,21,Mar,2022
343,"competitive salary
growth
good benefits
industry leading clients","Less work life balance
long hours",Tax Senior,21,Mar,2022
344,"They care about their employee's well-being and celebrate people for their individuality. Deloitte recognizes individual contributions, no matter how small and my fellow colleagues are kind, driven and talented people.","The only cons would be the procurement processes, which extensive in comparison to traditional FAR environment type Contract shops. Due to the nature of services Deloitte provides, they have to go beyond the industry standard with risk assessments and overall process due diligence. It is very challenging, yet luckily I came out the outside a better Subcontract professional. It took me 5 times longer than previous employers to acclimate but it was worth it. I thought I wasn't going to make it to be honest with you, but my internal customers giving me kudos kept me committed.",Subcontract Manager,16,Mar,2022
345,Ample PTO and good WLB,"Pay should be higher, management is often disconnected",Analyst,20,Mar,2022
346,Flexibility with scheduling and ability to take time off as needed.,Compensation is incredibly low in comparison to the industry and the company.,Manager,3,Apr,2022
347,The best company to work for,Not available they’re the best,Consultant,18,Mar,2022
348,Less politics compared to PWC and great work life balance,Bottle neck when it gets to promotion to partner,Senior Manager,19,Mar,2022
349,"Good health insurance, paternity leave, we’ll being sun, dental, eye. Plus great internal resources and group discounts",Not many as it relates to benefits,Manager,19,Mar,2022
350,"Good health insurance, paternity leave, we’ll being sun, dental, eye. Plus great internal resources and group discounts",Not many as it relates to benefits,Manager,19,Mar,2022
351,"- Good brand name
- Lots of different kinds of work
- Relatively good compensation
- Fun, cool people
- Can be easy to coast if you find the right projects","- Staffing model is terribly broken, extremely hard to get on desired projects
- Outside of client work is required for promotion
- Grad school sponsorship is limited
- Limited interesting work, mostly technical/operational/functional/implementation nowadays
- Compensation compared to other top consulting firms is not as good
- Very high turnover, therefore projects are understaffed and there is little time for mentorship/patience and you can be dropped without notice
- Some pockets of terrible WLB",Analyst,30,Mar,2022
352,"Great benefits, flexible work arrangements, great training, great people",The US team is scattered around the US so a lot of virtual work which has its pros and cons,Project Lead I,18,Mar,2022
353,"If you are really into accounting, you will see a lot of different areas","Under paid / overworked, Toxic work environment, most people burn out in 2 years so not even worth your time working there",Audit Assistant,20,Apr,2022
354,A great place to start career from a professional development standpoint,Worklife balance declines as your progress.,Audit/Assurance Manager,17,Mar,2022
355,"bonuses, yearly pay increase, the people","hours can be long, not quite making market pay",Advisory Manager,18,Mar,2022
356,Good benefits and decent pay,You will work for your money,Experienced Audit Associate,18,Mar,2022
357,"Large firm, good benefits, on demand learning, a week long disconnect holiday","silo culture, poor base salary, short staff, long hours,",Tax Manager,1,Apr,2022
358,Very cool to work with such a huge diversity of projects and clients.,Lots of consultant jargon and meetings.,Studio Staff,16,Mar,2022
359,"Good place to start the career, once will
Get to Learn a lot",Too much of work to do,Senior Consultant,17,Mar,2022
360,Great teams and great benefits,Long hours and sometimes negative team dynamics.,Consultant,17,Mar,2022
361,Deloitte is such a great company. It is full of professionals,The balance work life is complicated sometimes,Analyst,17,Mar,2022
362,"Okay, you could grow and have network of contacts",You are not paid enough for your work,Solution Specialist,28,Mar,2022
363,Nice supervisors and nice working atmosphere.,Working hours are too long,Anonymous Employee,15,Mar,2022
364,"Good benefits
Good salary
Great work life balance
Opportunities to grow
Continuing education",Not complete transparent with decisions being made at a leadership level.,Senior Technical Program Manager,16,Mar,2022
365,"Not very long hours, no travel,","Low pay, not really consulting work",Consultant,16,Mar,2022
