,pros,negs,profession,day,month,year
206,I enjoy the fact that Training is encouraged and always available. I am able to hop on a variety of projects and encouraged to learn and hone my skills.,I have no complaints at all.,ServiceNow Developer,29,Apr,2021
207,Many opportunities to work on different types of work,GPS can be very limited due to contracting,Senior Consultant,29,Apr,2021
208,"- Good Exposure to different clients 
- Best company to work for folks who are right out of school
- Great opportunity to interface senior leadership from different indiustries","- work Life balance not great 
- Have to really need someone who can help you to get promoted
-",Manager,29,Apr,2021
209,"Tons of ways to grow either wide or deep, lots of smart folks working with you at all times",Long hours and lower pay compared to other firms,Consultant,14,May,2021
210,"Lots of great benefits and perks, usually a positive work culture",Job progression is difficult since there has to be an open slot for you to get promoted.,Lead Marketing Specialist,29,Apr,2021
211,"Maneuverability across different projects, access to leadership.",Up or out culture is strong.,Consultant,29,Apr,2021
212,Travel benefits. Experience. Work perks. Competitions with money,Hours. People. Pay is not as much as other companies. Initiatives are dumb,Consultant,29,Apr,2021
213,"Good learning opportunities, nice co-workers",Hours are horrible. No work-life balance.,Audit Associate,13,May,2021
214,Good size clients. Great potential for jumping to private.,Toxic work environment. Lack of care from partners to improve work environment.,Tax Consultant,2,Jun,2021
215,The experience and people are good,Long hours and the reward for good work is more work,Tax Consultant I,28,Apr,2021
216,You're working with the best in the industry.,They're big and can get in their own way.,Manager,28,Apr,2021
217,Good company to work for,Can get hectic during busy times,Advisory Manager,28,Apr,2021
218,Amazing Investment in employees and has an excellent culture.,None that I have experienced.,Specialty Executive,28,Apr,2021
219,"Employee friendly company, great clients","Long hours, favoritism, not a great pay master.",Project Manager,28,Apr,2021
220,There are no pros its just bonded labour,Worst People work in deloitte,Senior Consultant,1,Jun,2021
221,Communication w ppl n friends,Wearing a hat 5 words,Audit Associate,12,May,2021
222,Paltry salary but benefits are great,"Salary
People
Resource Management
Learning and Development stinks since DU closed. No events no food while competitive firms offer that
Work",Tax Consultant,13,May,2021
223,Good pay. Great benefits. Work with industry leaders.,No work life balance. Cannot sustain in the long run.,Manager SAP,13,May,2021
224,"Competitive culture, performance-based bonuses; fun coworkers",Mixture of bad and good management; some toxic aspects of the culture,Federal Consultant,27,Apr,2021
225,Good culture and interesting work,Bonuses were held back on the year I was promoted,Innovation Manager,28,Apr,2021
226,"flexible work life balance
good benefits",depending on your team - well being,International Tax Manager,28,Apr,2021
227,"Culture, benefits, work experience, brand, all that jazz.",It can be hard to have a good schedule; either you have a ton of work or very little work for any given week.,Advisory Analyst,28,Apr,2021
228,"Great company culture, great people to work with",Seems to be falling behind competitors in base salary,Senior Consultant,28,Apr,2021
229,"Industry exposure, Defined career path, Quality work experience as projects are often challenging","Below avg 401k match, Bad work-life balance because of project deadlines",Manager,28,Apr,2021
230,"Good pay, respectful of work/life balance","As specialist, the only skills you will acquire are soft skills",Project Delivery Specialist,25,Apr,2021
231,"Awesome culture, people, and learning opportunities","Experience depends on team, easy to get lost in a big firm, some poor managers",Business Analyst,26,Apr,2021
232,"Incredible experience, Dynamic environment, smart people, mature internal processes","Load management is lacking at times, the company has begun to spread itself thin in some areas and it puts way more stress on smaller groups of individuals",Manager,27,Apr,2021
233,"Salary, travel, remote work, people",Long hours and promotion pushed,Senior Consultant,27,Apr,2021
234,Overall I love it here!,Sometimes get complacent but not bad overall,Cyber Security Analyst,27,Apr,2021
235,Great training and career resources,More competitive than some may enjoy,Advisory Analyst,27,Apr,2021
236,"* Significant opportunity to make an impact
* For consulting you can live wherever and work so they don't make you move for a promotion 
* Strong talent pool, managing interesting and motivated staff, supported by leadership","* They will take as much as you give. Long hours and high expectations
* Finding the right fit for a project can be a challenge",Manager,27,Apr,2021
237,Exposure skill top one firm,Salary work life balance travel,Senior Manager IT,27,Apr,2021
238,Deloitte has been very fair thus far,I have not been able to find any,Senior Consultant,27,Apr,2021
239,Deloitte has great benefits and the people mostly really seem to care about eachother,The hours can be killer and the pay does not stack up,Manager,27,Apr,2021
240,Opportunity for Growth within teams,Understaffing causes pressure on staff,Senior Audit Assistant,27,Apr,2021
241,Nice work environment. Nice colleagues.,Things could get hectic sometimes but otherwise it's relatively chill work atmosphere.,Full Stack Developer,27,Apr,2021
242,Good opportunity with all skills at all levels,"No work life balance, too many expectation",Senior Solution Specialist,27,Apr,2021
243,good work-life balance for the most part. You get to take your vacation,salary and extra firm BS,Cyber Consultant,11,May,2021
244,"Great culture, all about networking",underpaid employees and high working hours,Manager,11,May,2021
245,"I like working for Deloitte because I feel that they care about me. While the work and clients can be challenging, I feel empowered to support my wellbeing through taking PTO.","Firm initiatives. Outside of client work, Deloitte often requires that you participate in firm initiative work to grow the firm. It feels like extra curricular activities in college!",Consulting Business Analyst,26,Apr,2021
246,Lots of opportunities and great coworkers,A lot of initiatives and outside project work ends up leading to long work hours,Consultant,26,Apr,2021
247,They try to give us a good benefit,Long work hours during the busy season,Audit Assistant,26,Apr,2021
248,"Smart colleagues, endorses work/life balance","Benefits are OK, client work is not fun but a lot of cool firm initiatives",Senior Consultant,25,Apr,2021
249,we have to work very hard in busy times,very good company with good salaries,Accountant,25,Apr,2021
250,"Nice people, great culture, benefits",Work life balance not so good sometime,Anonymous Employee,26,Apr,2021
251,Nice smart and interesting people,long hours and exhausting at times,Consultant,26,Apr,2021
252,"Good benefits, good coworkers, and a fair amount of flexibility","Long hours, questionable work-life balance, and flawed rating systems.",Consultant,26,Apr,2021
253,"Problem solver, develop business acumen",Long and demanding work hours,Senior Manager,26,Apr,2021
254,"Lots of training
Smart people
Flexibility within projects",Work-life balance is not great,Business Technology Analyst,26,Apr,2021
255,A lot of things to learn and grow. People are great to work with.,There is terrible work life balance.,Audit Manager,10,May,2021
256,"- You'll always be learning; rarely are you the smartest person at the lunch table
- Lots of opportunities to work on
- Good talent development model
- Solid benefits; generous PTO
- If you work in DD, the managers are all technical/creative practitioners who know how to lead and mentor","- If you're in DD, working on Big D projects will feel ""different""
- Talent development and performance review models between DD and Big D seem to different greatly, which seems problematic if you're in DD but staffed on on something in Big D
- Lots of burnout. Long, sometimes very long, hours on some projects
- Tough to stand out in a very social environment, especially as an introvert
- Attracting, retaining, and promoting diversity is not a particular strength in many parts of the firm",Studio Associate,23,Apr,2021
257,Work culture is really great,Work load is heavy sometimes,Business Technology Analyst,25,Apr,2021
258,"Loved working for Deloitte, it has helped me improve personally and professionally","Sometimes have to work on weekends, but that would be the case with all consulting firms",Senior Consultant,25,Apr,2021
259,Good experience and access to clients,"little pay, no bonus for first few years",Tax Consultant,10,May,2021
260,Good benefits and working environment among co-workers,Long hours and minimal pay increases/bonus. Hours worked is not worth it for the salary,Tax Consultant,24,Apr,2021
261,"work life balance, catering culture",limited career paths / industries to work for,Advisory Consultant,25,Apr,2021
262,"Pros: 

-Gives lots of opportunities for you to look for other contracts/opportunities to grow
-Lots of networking events for you to participate/free food
-Bonus spread out accordingly
-Well being subsidy","-Depending on what engagement you are on, the team can be clinquish (the project I was on was literally so cliquish that they know if you want to be promoted, but they don't provide any guidance whatsoover) 
-A lot of process to go through to transition into another engagement (whatever you do, have a CLEAR and DOCUMENTED conversation regarding your transition date or they will drag it out) 
-Wish some information are laid out and full disclosure
-Wish travel/mileage and parking is reimbursable",PROJECT DELIVERY SENIOR ANALYST,7,May,2021
263,Great Leader Training and communication development,"Ambiguous, toxic , highly competitive work environment fostered by leaders.",Manager,9,May,2021
264,Good environment to work in this place with supporting staff,Team management is not proper ofcourse it depends on project to project,Software Engineer,22,Apr,2021
265,Flexible Project Work opportunities and clients,Travel can be overwhelming and typical M-TH,Consultant,24,Apr,2021
266,Strong on community service and working together,There can be lots of politics and drama - sometimes the wrong people keep getting promoted in leadership and the circle of life continues.,ServiceNow Architect | ITSM Consultant,23,Apr,2021
267,You will learn hands on the audit and tax processes.,"Long hours when it comes to filing deadlines, expect to work 60+ hours on weeks before deadlines",Tax Consultant I,24,Apr,2021
268,"Benefits, work environment, culture, people","Work hours, busy season, drive to work",Tax Senior Associate,8,May,2021
269,"-Great work culture
-Supports employees
-Great incentives",-Busy season hours can be crazy,Audit Assistant,22,Apr,2021
270,"Great first job, plenty of opportunities to find interesting work",Difficult to switch between accounts,Cyber Risk Consultant,23,Apr,2021
271,Nice place to work with lots of chance to grow,Nothing really about the firm. Just lots of work.,Audit Manager,23,Apr,2021
272,"Good benefits, good pay, lots of training, good people","Over worked, repetitive, pay isn't extremely competitive",Cyber Risk Analyst,23,Apr,2021
273,"Benefits, good forward momentum in culture",Grinds you down to dust.,Technology Consultant,8,May,2021
274,The people! Exciting and dynamic work environment,"Work/life balance, compensation, opportunities for growth and development",Manager,27,May,2021
275,"Good work environment, lots of development",Long hours can be taxing,Tax Consultant I,22,Apr,2021
276,They provide some nice perks,They don't listen to your career wants,Senior Audit Assistant,23,Apr,2021
277,"- People - I like working with my teams at Deloitte. People are really nice and not pushy even though the hours are as bad as other big 4s.
- Flexibility (No one cares what time you started your work as long as you get your sh*t done, communicate and meet the expectation)","- Long hours, Long hours and Long hours",Tax Manager,23,Apr,2021
278,Great team to work with. Always willing to help,"long hours, lower pay than industry",Audit Associate,23,Apr,2021
279,"Salaries are good, and you won't have to be bothered by things like human relationships, romance, or family, because you will have no opportunity whatever to pursue any of those old-fashioned things. You may as well tell your family right now that you won't be home for the holidays. Or weekends. Or very likely retirement, because you're not going to live that long.","As a transfer pricing senior manager in the Tysons, VA offices of Deloitte, I found myself immersed in a toxic culture of aloofness, narcissism, paranoia, and despair. The partners generally appear to hate one another, and treat each other as rivals. One in particular suffers obvious symptoms of mental disturbance, most likely narcissistic personality disorder. (Example: Her standard engagement letter actually includes braggadocio about her years as a Ph.D. student and her professional awards. What striking insecurity!) More generally, there is an endless rhetorical barrage about the importance of expressing honest disagreement and respect for diversity of opinion. That is nothing but institutional gaslighting. They are trying to get you to deny the reality that the only way to succeed is to agree with management, no matter how unethical, disrespectful, or ignorant their decisions might be.",Transfer Pricing Senior Manager,21,May,2021
280,Learning opportunities that offered by the firm,"Long hours, bad work life balance",Tax Manager,22,Apr,2021
281,"Project opportunities, people, and trainings",Networking and business development requirements,Senior Consultant,22,Apr,2021
282,"Great culture, good (but not great) pay, interesting work",Hours can be brutal if client is demanding,Consultant,22,Apr,2021
283,Plenty of available resources for training and gaining a variety of experience.,Fear based culture that seeks to be punitive at year end.,Senior Consultant,6,May,2021
284,Great company. I get to work with super smart people on challenging problems. Great company culture.,"As with any larger organization, there’s a good amount of rules and bureaucracy to deal with.",Technical Solution Analyst,7,May,2021
285,"- Potential for work flexibility 
- Can develop large network
- Internal resources / learning opportunities","- People are often overworked / work-life balance is disregarded
- Can be hard to get on projects you enjoy and have autonomy over your career path
- Can experience whiplash with the types of projects you’re put on, never really getting good at one thing",Consultant,7,May,2021
286,"Well being subsidy
Timely pay
You have to work from Deloitte office only","Below average salary

Government projects uses very old technology stack,

Commercial projects has good tech stack but are very short term (3-4 months). You may not know when you will be released from the project. You'll get call from senior manger that you'll be released from project tomorrow

If you ask for release from the project then manager will give bad ratings and spoil you career

Managers uses their power and give incorrect ratings to your coach

Poor work life balance. Have to work on weekends

Very less development work in all state projects. Have to do documentation work more

Not skilled developers",Solution Specialist,23,May,2021
287,"- Deloitte invests a lot of money into professional development & training
- You have access to a broad range of opportunities
- [Pre-covid] Tons of travel perks
- Compensation was reasonable","- If you don't know how to set boundaries, you can burn out easily
- The performance evaluation process was more heavily based on the power of your network than work ethic
- There was a lot of performative diversity & inclusion work being done but deep down I don't think they were moving the needle much on making progress

*All cons were cons that you would experience at any company so I still would recommend the company to others",Technology Manager,18,Apr,2021
288,Good for the experience and team is nice.,Politics and promotion are based on favoritism.,Tax Manager,22,Apr,2021
289,"There were Flexible, culture, team, clients",There were no cons here,Consultant,22,Apr,2021
290,"if you get lucky, you have a lot of mobility to learn a lot of new things
travel perks","late hours
can get stressful
expectation to do beyond your job (firm contributions)",Analyst,22,Apr,2021
291,"Great benefits, flexible projects if you're able to navigate the right ones for you",Yearly salary increases are not much,Consultant,22,Apr,2021
292,The people are what makes the company,"Long hours, and not fairly compensated",Engagement Financial Advisor (EFA) Analyst,6,May,2021
293,Good raises and good benefits,Terrible work life balance and freedom,Accountant,6,May,2021
294,Good company and flexibility to work from anywhere,Long hours and multiple projects can drain you out,Senior Manager,6,May,2021
295,Always working in the latest technology,Too much of work load,Manager,20,Apr,2021
296,Good company to work for,Demanding hours and schedule can be challenging,Senior Consultant,21,Apr,2021
297,"Good payer, quality of life",Super competitive work culture etc,Solutions Architect,21,Apr,2021
298,"great benefits
work life balance is better than most consulting firms","mentorship is hit or miss
My coach was AMAZING, but I had peers who did not feel the same way",Technology Consultant,21,Apr,2021
299,"Pension, significant perks, 6 weeks annual PTO, 6 month parental leave policy (men and women)","Terrible culture, aggressive leadership primarily focus on their path to partner, worst work life balance I've ever experienced",Manager,22,May,2021
300,"- opportunities for broad experiences
- great resume booster and lots of external opportunities
- incredibly smart, hardworking people
- commitment to people and corporate values (Diversity, Well-Being, etc.)","- highly matrixed with lots of silos
- compensation does not reflect long hours and high stress job - especially compared to competitors
- limited and informal advancement opportunities for non-traditional client service employees",Senior Management Consultant,15,Apr,2021
301,fast growth if you know how to flatter,no value of knowledge. you have to learn 'networking' if you want to survive!!,Solution Manager,22,May,2021
302,"- Experience w/good managers
-Interesting projects
- Good pay","- Politics to get noticed for promos
- Work/life balance tricky",Design Consultant,21,Apr,2021
303,"salary, experience, exposure, clients, opportunities","work life balance, pressure, lack of guidance",Accounting Associate,21,Apr,2021
304,"Work benefits
Opportunity for growth
Company culture
Values
Training","Not enough Flexibility
Long hours
Not enough coaching
Wellness
Travel",Technology Consultant,21,Apr,2021
305,People are smart and dedicated; COVID response has been excellent; Company shows that it cares about its employees through its actions,"Work life balance can be challenging, work is very cyclical, currently understaffed",Anonymous Employee,21,Apr,2021
306,"Career Progression, flexibility of working","Working Hours, lower pay than industry",Audit Manager,21,Apr,2021
307,"Benefits, people, putting people first",Uses a consulting model for their software platforms,Software Engineer,21,Apr,2021
308,"Great recognition, freedom to express yourself, own ones career","less work-life balance, stressful in the long run",Resource Manager,21,Apr,2021
309,Working from home a few days a week,"You really can't grow in this role. It's very administrative and secreterial. The work you do is that of an analyst, but the pay is so low. Management has favorites and will work with them, otherwise they'll micromanage you.",Executive Coordinator,27,Apr,2021
310,Working from home a few days a week,"You really can't grow in this role. It's very administrative and secreterial. The work you do is that of an analyst, but the pay is so low. Management has favorites and will work with them, otherwise they'll micromanage you.",Executive Coordinator,27,Apr,2021
311,"benefits, diverse colleagues, company treats employees well","lack of autonomy, slow growth trajectory, client services suck",International Tax Consultant,4,May,2021
312,There is a lot of flexibility in being able to work from home and there are mentors that you can find here that will help guide you through your career,There is a lot of turnover which adds to everyone's workload. Upper management only cares about revenue so they don't care how many hours you work - as long as the money is going in their pocket at the end of the day.,Tax Senior,5,May,2021
313,You'll learn a lot from day 1 and the BA/S/SC/M level people are great.,"-Hours (if you're going into consulting expecting a 35-40 hour work week type of job, you need to really reassess.... Expect at least a 60-70 hour work week)
-Senior Managers/Directors are sometimes SO out of touch with reality. There is NO upward/360 feedback culture so there are lot of SM/PMDD get away with egregious behavior",Senior Consultant,5,May,2021
314,Nice variety of work at the company,People unwilling to share when in the same role,Senior Manager,5,May,2021
315,Compensation benefits and insurance packages,"Non cooperative Leadership, less motivated staff and mediocre building facilities",Senior Consultant,23,May,2021
316,People and benefits are what makes the job and Deloitte who they are,Hours and pay can be straneous,Auditor,20,Apr,2021
317,"Leadership that cares about my growth
Great well being benefits",Sometimes feel like a cog in the machine. Typically seen with companies of this size,Project Delivery Manager II,20,Apr,2021
318,"brand name
recognizable
top client accounts
structured
people can be helpful and cool","hours
high expectations
cutthroat
pay is not that great",Senior Consultant,19,Apr,2021
319,Lot to do in Cyber. Good learning experience.,High Pressure. Work pressure is not great,Senior Manager,19,Apr,2021
320,"Supportive Seniors
Flexible working hours
Good learning opportunity",Nothing according to what I have noticed about the work and the company,Analyst,20,Apr,2021
321,"Lots of responsibility, deep modeling and excel skills","Not a lot of strategy work, more compliance valuation",Business Valuation Consultant,20,Apr,2021
322,"Learn a ton, great colleagues, excellent benefits, good pay","Long hours, but that’s just public",Tax Consultant II,20,Apr,2021
323,Work is relatively interesting and sometimes fun,Terrible WLB and bad managers,Analyst,1,May,2021
324,Good Place to work in deloiite,nothing to is bad to work in Deloitte,Software Engineer,4,May,2021
325,"Get to work as a team. 

If you get on a client you like, you have the ability to learn about that industry.","Long days during busy season

Pay",Audit and Assurance Senior Assistant,4,May,2021
326,Nice people and nice office,just care about work getting done,Tax Consultant,4,May,2021
327,mentorship and on site training,"hours, potential to get on a bad client - in the suburbs of a big city, off calendar year end, underpaid",Auditor,4,May,2021
328,Great resources and opportunities for work and clients,"Tough culture, bad pay, benefits are a bit subpar",Analytics Senior Consultant,19,Apr,2021
329,Excellent place to start a career,not somewhere I wanted to stay long term,Audit Senior,19,Apr,2021
330,"Fair recruitment process, helpful and great people",I have heard the hours are long (as are all management consulting jobs),Senior Consultant,19,Apr,2021
331,Great growth opportunities if you work hard,Extremely busy all year round.,International Tax Senior,3,May,2021
332,Nice incentives and free food,Constant derailed career plans due to supply and demand of Audit work,Cyber Consultant,3,May,2021
333,Work life balance is great,Pay is low compared to competitors,Account Manager,15,Apr,2021
334,"Great exit opportunities, good benefits (except 401k matching, which is substandard), in most cases you get opportunities to work on what you want and build the experience that you want to build.","The whole business model is based on burning everyone out, so plan to be ready to leave after about 3 years. If you're on Partner track, check the math before committing - it's only financially viable to make partner if you do it by age 40, compared with just continuing to move up the management chain in industry.",Consultant,19,Apr,2021
335,Flexible depending on the team; Clear objectives & expectations; Good people; Clear Vision,Can get lost in the mix; Leadership changes a lot within some teams.,Lead,19,Apr,2021
336,i decided to part off for other reasons at hand!,i like. to be my own boss,Consultant,19,Apr,2021
337,Work-life balance is great. Good people.,The pay is too low,Tax Manager,19,Apr,2021
338,You'll be prepared for any job after the training and experience you get here,Salary raises aren't aligned to market,Technology Consultant,19,Apr,2021
339,Pays well. You learn a lot. Good perks on paper if you like them,"Extreme work hours, very bad company culture, politics that very unfairly rates and rewards employees, and work that feels like it's important but very devoid of meaning and a sense of purpose.",Management Consulting Consultant,1,May,2021
340,Great place to start a career,There’s a lot of emphasis on networking,Consultant,3,May,2021
341,Flexible work hours and good perks,"flexible to choose which 14+ hours you want to choose in busy season.
there is not much choice in getting the engagement. you're thrown into it.",Tax Consultant I,16,Apr,2021
342,great culture and learning experiences,hard to manage work life balance,Risk and Financial Advisory Consultant,16,Apr,2021
343,"work life balance, training resources, ability to move around",billable hour goals make it hard to use all of your pto unless you make up for it at another time,Consultant,17,Apr,2021
344,"Deloitte’s culture is great- highly team oriented, many opportunities for verbal and monetary recognition, great training, flexibility in work hours and location, and the focus on quality and improvement are unmatched",Long hours expected so it doesn’t stand out if you are staying late,Audit Manager,18,Apr,2021
345,Very good and fun to work,Not in office as much,Recruiter,18,Apr,2021
346,"Insurance benefits, well being subsidy","Horrible hours, low pay, not being appreciated for hard work",Audit Associate,2,May,2021
347,"no pros , it is full of politics","all cons, they dont respect your time and want us to work like 15+hrs for less pay",Java Dev,21,May,2021
348,Good starting career for accounting major. Learn a lot,"Depends on your team, some seniors are very hard to work with. Asked to finish work in very unrealistic timeline.",Audit Assistant,2,May,2021
349,no advantage - should not consider if you want to grow without politics,everything bad management and no work life balance,Applications Developer,21,May,2021
350,"Prestige, food perks, extra goodies",Long hours (you should know by now),Multistate Tax Consultant,17,Apr,2021
351,Great company to work for.,There are no cons to working for Deloitte.,Account Manager,18,Apr,2021
352,"Good perks, they really take care of you","Work life balance is on papers and emails, not in actual",Specialist Leader,18,Apr,2021
353,"Big firm 
Fast growing 
Good learning experience","Not very caring about each person’s growth 
Not 100% supportive",Senior Consultant,16,Apr,2021
354,"There is definitely a wealth of client, a lot to learn if you are curious, Good on your resume","around 70-80hours during busy season, and busy season can last from 3 months to half year. Is seeing the trend that hours getting longer and longer.
Don't really have a competitive compensation compared to national firms",Audit Senior Associate,16,Apr,2021
355,"Culture, WLB, benefits, impact, reputation","Compensation, raises, bonuses, promotions, external hiring",Business Architect,16,Apr,2021
356,Great environment! People are very helpful,Need to improve their training for minorities and second year staff,Audit Senior Assistant,16,Apr,2021
357,Great place to start you career and learn alongside the best mind in your industry/domain,There’s no thing like work life balance. You are always slogging,Consultant,16,Apr,2021
358,"Learn a lot, steep learning curve","Cutthroat culture, leaders don’t care",Senior Consultant,28,Apr,2021
359,Good place to start a career,Long hours with very little pay,Senior Tax Consultant,28,Apr,2021
360,Helpful resources for early career analysts,"Diversity, equity and inclusion challenges, low pay for consulting",Analyst,30,Apr,2021
361,"good money, cool benefits, travel a lot, great experience","you have no life, always traveling, working long hours",HRIS Consultant,30,Apr,2021
362,"Benefits: family leave, PTO, team",Long hours and not much job growth,Resource Management Specialist,15,Apr,2021
363,"Flexible work, mentorship, time off, and opportunities.","Flexible work is dependent on the business, should be socialized more across the firm, and there needs to be transparency in pay to avoid a pay gap.",Senior Specialist,15,Apr,2021
364,Networking and ongoing education is decent.,Dinosaur of a company. Lot's of clicks and fear driven behaviors.,Supervisor,29,Apr,2021
365,"Flexibility, resources, exposure, na, na","Growth, salary, politics, na, na",Tax Manager,15,Apr,2021
366,Work with some of the most intelligent people I know and the work is constantly changing / engaging,"Navigating consulting staffing to shape your career is very difficult and at the analyst level, sort of out of your hands",Consultant,15,Apr,2021
367,Hours of work when working on client sites,Brand in industry malinger peers and there competitors,Senior Consultant,15,Apr,2021
368,"Great People to work with
Tons of opportunities","Long hours, and pay is not competitive with other companies",Advisory Senior Consultant,15,Apr,2021
369,"Work flexibility, People, Project learning capabilities","Hours expectations, Global clients require odd hour calls",Tax Manager,15,Apr,2021
370,"Work flexibility, People, Project learning capabilities","Hours expectations, Global clients require odd hour calls",Tax Manager,15,Apr,2021
371,"smart people around you, nice training stuff",no work-life balance. 80 hours/week is normal in busy season,Tax Consultant I,15,Apr,2021
372,Great company to work for,Work-life balance can be a problem,Senior Consultant,15,Apr,2021
373,"Good culture, smart people, decent salary.",Work-life balance is what caused me to leave.,Senior Consultant,15,Apr,2021
374,"Diversity, Equity and Inclusion: promotes and enacts an inclusive work environment. Regardless of your background, history, gender, cultural values, beliefs, etc., Deloitte prides itself on welcoming practitioners from all walks of life in the firms best effort to create a positive work environment for their employees.","Though Deloitte has made a better effort to enhance their practitioners work-life balance, work expectations are challenging and oftentimes require individuals to be responsible for many facets of the job. While this is a great way to instill positive leadership qualities, it can often lead to high stress and periods of burn out. Additionally, mid-level management/managers, at least the ones I've worked for, don't always take it upon themselves to establish a ""sub-culture"" within their teams, appearing 'cold' and don't promote comradery to the best of their ability.",Solution Specialist,27,Apr,2021
375,Great people. Diversity of projects.,"Within a big firm, individuality is diluted.",Management Consultant,29,Apr,2021
376,"Lots of opportunities, 
Good projects, 
US Consulting CEO is doing great things
Good support for any industry/technology learning
16 weeks of parental leave","Work life balance can sometimes be challenging especially if you have family,
Salary and bonus is highly dependent upon how you negotiated at the time of joining,
Some projects are very hierarchical",Senior Consultant,12,Apr,2021
377,Its a good place to work in.,Have to put in very long working hours.,Senior Consultant,14,Apr,2021
378,Love the people. Challenging but rewarding work.,"Busy hours, but you should know that",International Tax Consultant,14,Apr,2021
379,"Fun and exciting everyday, not monotonous work.","None, enjoyed working here alot",Financial Analyst,14,Apr,2021
380,good place to work for a career,work life balance challenging for career,Manager,14,Apr,2021
381,"- Broad Experience (project types, industries, etc.)
- Inviting team culture","- Salary is said to be ""competitive with the market"", but seems to lag",Advisory Consultant,14,Apr,2021
382,"Deloitte offers a wide variety of opportunities, so it is a good place for a young professional to learn what they are interested in while also having the potential to grow.",They lack transparency around peer compensation,Consultant,14,Apr,2021
383,"Good pay and benefits, travel perks (in pre covid times), ability to try out a breadth of roles","Experience varies significantly from project to project, at times can be thrown into technical roles as someone with a CS background that are entirely different from what have done previously",Business Technology Analyst,27,Apr,2021
384,Lots of opportunity and resources,Long hours most of the year,Tax Accountant,28,Apr,2021
385,big name company that is well known,"not inclusive, they dont care about you unless you're a suckup",Audit Assistant,28,Apr,2021
386,Tries to be fun culture,Over worked with lot of tasks client wants that re uninteresting,Business Analyst,28,Apr,2021
387,"Easy upwards mobility
Free lunch twice a week","Poor compensation and benefits
Demanding workload
Toxic culture
Non-challenging work",Valuation Associate,16,May,2021
388,Amazing coworkers and management that really help you out,Difficult to switch services internally,Tax Management Consultant,13,Apr,2021
389,Don't really have many. I suppose there is interesting project work. I am not on one though.,"- bad management with overly convoluted promotion process, lots of additional firm requirements, boring project, poor communication, never ending firm boxes to check, government pay is actually better and way better 401k matching",Consultant,27,Apr,2021
390,Great professional experience and looks good on your resume,Long work hours for 6-7months of the year,Tax Manager,13,Apr,2021
391,Good people. Great trainings. Deloitte university,Review process. Promotion process. Poor work visibility to upper management,Consultant,13,Apr,2021
392,Travel Benefits accumulated are great for personal use,Travel is tough 4 days a week. Always chasing the next contract,Specialist Master,27,Apr,2021
393,I've met fantastic people at Deloitte. There is cool work if you look for it.,The compensation is awful. I should have left sooner.,Consultant,27,Apr,2021
394,"Good PTO, benefits and learning opps",Payscale for internal services is lacking,Senior Specialist,27,Apr,2021
395,"Great pay, room to grow, flexibility, and connections","Busy season, long hours, communication channel",External Auditor,12,Apr,2021
396,"Good company to work for
Good PTO
Clear promotion path",Long hours but does not last,Audit Manager,12,Apr,2021
397,Great place to work. Great flexibility. Great benefits.,Great benefits but pay is lacking (not any less than any other accounting firm).,Audit Senior,12,Apr,2021
398,Amazing leadership. Very supportive and focus on your learning and development.,Nothing that I can think of at this moment,Senior Consultant,12,Apr,2021
399,"Fast-paced, dynamic. Very wellness-focused and entrepreneurial",Lack of ownership over products,Senior Consultant,12,Apr,2021
400,"Fast-paced, dynamic. Very wellness-focused and entrepreneurial",Lack of ownership over products,Senior Consultant,12,Apr,2021
401,"Work life balance, training and benefits","If you are over 40, the younger, more senior people that grew up in Deloitte after college committ ageist acts without remorse. I witnessed people in their 40s and 50s deliver incredible solutions, on time and on budget to then receive moderate ratings in their reviews. For some of these people, their contributions saved young project managers from disaster to then have the same PM give high ratings to defect riddled, slow practitioners that were in their 20s and early 30s. It is ridiculous and disgusting. Deloitte's to 100 employer status is an illusion and not deserved. Spent 4 years there and left for a better job, salary and title, never looking back.",Anonymous Employee,8,May,2021
402,Great name that can open doors,Need to be in the clique to succeed.,Principal,27,Apr,2021
403,Excellent place to work. Respect for Diversity. Intellectually challenging. Good pay.,Hours can be long and burn out is real.,Senior Manager Consulting,8,Apr,2021
404,Have control over your time. Also a great environment to grow.,Work is demanding. You literally have deadlines throughout the year.,Assistant Manager,11,Apr,2021
405,Opportunity to do impactful technical work,May get stuck on a project where you don’t enjoy the work,Analyst,12,Apr,2021
406,"Lots of support across all areas of employment, good work-life balance, excellent morale, and very pleasant office environments.","Depending on your function, you may become a ""road warrior"" which can be difficult on the family and loved ones.",Technology,12,Apr,2021
407,"Extremely smart colleagues, driven culture, countless opportunities to learn and grow, endless certificates and ways to continue to learn and professionally develop","Lots of after-hours work, sometimes lots of ambiguity around expectations",Consultant,12,Apr,2021
408,Flexibility and clout from Big 4 title,"Top management I enjoyed, but direct management left a lot to be desired",Executive Coordinator,12,Apr,2021
409,"competitive, growth, fast paced, educational",have to self drive career,Consultant,11,Apr,2021
410,Great People but is project dependent.,Can have more hours worked than expected.,Business Analyst,11,Apr,2021
411,"Learned a lot, smart people, great on resume","No work life balance, office politics",Business Consultant,25,Apr,2021
412,salary is good but not great,finding projects can be a tedious process,Senior Consultant,25,Apr,2021
