,pros,negs,profession,day,month,year
120,Gives you the freedom to take your career where you want it to go.,If you aren't proactive you will get placed on projects you might not want to be on.,Senior Consultant Risk Advisory,2,Nov,2022
121,you will learn a lot from smart people.,you are under paid in comparison to major consulting firms and long hours.,Prefer Not To Say,22,Nov,2022
122,This is a good company with opportunities to learn,"If you can BS confidently, growth is guaranteed",Senior Manager,3,Nov,2022
123,"Excellent pay and benefits, this is about the only thing going for Deloitte Consulting",No rest for the weary. They take full advantage of you and expect more than a standard work week. They expect full 45+ hrs per week on client projects and you must also put in additional hours for company growth. With a minimum of 90% performance is expected.,Senior Consultant,30,Oct,2022
124,Great group of people to work with,Corporate politics and hierarchical structure,Audit Senior,9,Nov,2022
125,Lots of training and development opportunities and good work-life balance (depending on the team/client of course). Lots of smart people to work with and a great place to learn new things. A diverse workplace. Lots of networking opportuniteis.,The company is so big that it is hard to feel connected or find relevant people/teams. It seems there's a culture that people don't turn on cameras during meetings most of the time. Very poor support for immigration and restrictive immigration policies.,Senior Research Analyst I,28,Sep,2022
126,"Great brand in consulting, pays well, heavy focus on apprenticeship based model.","Long working hours, travel, and demanding projects",Senior Manager,7,Nov,2022
127,I started my career at Deloitte and I strongly believe it was the best place to do that. It gave me the opportunity to explore different industries while continuing to learn at a fast pace,It is a lot of hours during the week but manageable,Consulting Senior Consultant,21,Oct,2022
128,"Good PTO and decent benefits, smart people, understanding teams","big firm, a bit underpaid,",Consultant,8,Nov,2022
129,Great benefits Good pay Flexible,Experience highly dependent on team,Analyst,9,Nov,2022
130,Great benefits Good pay Flexible,Experience highly dependent on team,Analyst,9,Nov,2022
131,Great Work Culture and People Culture,Salaries could be increased to suit market needs,Manager,8,Nov,2022
132,"Good benefits, okay pay, give you a laptop and a phone if you're into that I guess","High demands, extremely long commute, work culture, demanding supervisors within the company",Web Developer,22,Nov,2022
133,"Very project dependent, but for the most part you are trusted with work and owning your own career.",Hard to see impact go work often due to abstraction from client.,Advisory Consultant,31,Oct,2022
134,Deloitte definitely helped me get into doors to further my career.,They ride you into the ground.,I.T. Support,21,Nov,2022
135,Great benefits and good salary,Large corporation and mandatory trainings,Senior Consultant,8,Nov,2022
136,"- Smart, driven colleagues - Opportunities to progress in career - Relatively high pay and good benefits","- Long hours - Male-dominated culture (especially in M&A side of the house) — as a woman, I sometimes feel tokenized",Strategy Consultant,24,Oct,2022
137,Straightforward onboarding process and easy to seek help.,Corporate atmosphere with little exceptions.,Audit and Assurance,25,Nov,2022
138,"work life balance, work from home","Low pay, hard to find projects",Consultant,26,Nov,2022
139,"I genuinely believe I gained 10 years of experience in the 4 years I have been with the firm. The fast paced work environment will push you to be your very best day in day out. I have been a business analyst, software engineer, cloud architect, and team lead all at once. you'll have the opportunity to be involved in every single aspect of the project here.",long work hours. My friends & family stopped inviting me to events lol,Senior Consultant,27,Sep,2022
140,Take care of their people with tons of benefits,can be stressful and alot of hours during busy season,Senior Tax Consultant,2,Nov,2022
141,Good vacation time in the summer,Bad life during busy season,Audit Manager,6,Nov,2022
142,"Compensation was nothing to fuss about. Most of the time, managers were kind. Always had an opportunity to learn various technologies for free.",The workload is always heavy regardless of the week or time of year. Staffing is always a burden as HR takes super long to allocate. Always working AT LEAST 50 hours. Energy drainage and stress highs become flexed to an all-time level if you cannot manage the abundant workload. The amount of work for one person may not reflect the same amount that another person can do but they do not care about that as they just want you do it without logging over the hours allocated.,RFA Analyst,21,Sep,2022
143,Great company with a lot of opportunities to grow and learn.,Its a huge company and can be difficult to manage.,Consultant,1,Nov,2022
144,"Culture, career advancement, learning and development. People come first.","Complex and matrixed organization - takes time to acclimate to the ecosystem. However, nothing to complain about, it’s an amazing place to work.","Sr. Sales Manager, Consulting ",26,Oct,2022
145,"Lots of different Project Opportunities, Streamlined Campus Recruiting Process, Great company to transition from a STEM education to more a consulting focused career, pays well compared to many other entry-level roles (aside from Tech)","Lots of Red Tape and Processes, Utilization and performance review expectations can be confusing and frustrating to initially understand",Business Technology Analyst,11,Oct,2022
146,People are great and work is very flexible. Can work from home or in the office and work can be around personal schedule,Lots of hours especially around d the tax deadlines,Tax Manager,26,Oct,2022
147,Good benefits for consulting company,The people and culture is very stuffy.,Consultant,3,Nov,2022
148,"Decent salary, great benefits, ability to travel and build travel points, impressive professional versatility.","Unpredictable work projects - e.g. some engagements last weeks, or months; each employee is their own company (with their own brand etc) and greater emphasis is therefore placed on networking. If you're not good at networking, become an expert in a particular field or map out a systematic plan to network.",ERS Consultant,28,May,2015
149,Good learning experience. The benefits are decent.,Long hours of work. No work/life balance.,Tax Consultant II,25,Oct,2022
150,Good learning experience. The benefits are decent.,Long hours of work. No work/life balance.,Tax Consultant II,25,Oct,2022
151,Work with smart committed colleagues,High work hours and culture of overwork,Manager,3,Nov,2022
152,"Deloitte is one of the big-4. Good salay, benefits and competition package","Employees are treated as slaves here. No matter how expert and knowledgeable employees are, they are supposed to learn to say “yes sir” and are expected to work at least 12 hours on average. As soon as you try to suggest something right but that is in conflict, your manager will label you as poor performer. And there is no real HR system in Deloitte.",Manager,5,Nov,2022
153,"1. Tons of opportunities for learning as a professional as there are appropriate resources and help available
2. Strictly process oriented, which in a way helps as you won't miss-out on any mandatory steps in-terms of project delivery
3. Careers coach's available at every level
4. Plenty of PTO days","1. Work-life balance is a big challenge
2. Some of the professionals are from different streams (entirely different profession and not software) so it becomes difficult at times to convince and get the message through",Senior Solution Engineer,23,Aug,2022
154,good experience for jump ship,high stress but high reward,Audit Assistant,4,Nov,2022
155,Great company culture. Really care about the people. Great benefits. Good comp.,No cons and lots of opportunities for learning and development and moving around,Manager,27,Oct,2022
156,Great Training Program Great Benefit + Bonus Good People,Shortage of Human Resources = Busy!! High turnover,Audit Senior Assistant (Second Year),23,Nov,2022
157,"Big clients, good experience, and highly talented people you will work with",Long hours that can affect your sleep schedule - be disciplined with yourself,Senior Associate,28,Oct,2022
158,Great benefits nice managers friendly staff,Poor management heavy hours low 401k,Risk and Financial Advisory,2,Nov,2022
159,Good company culture Great benefits,"Lower pay Red tape, can be very hierarchical",Campus Recruiter,31,Oct,2022
160,Breadth of services Generally well accepted brand Constant efforts to expand capabilities,Very established networks - could be hard to crack the code to get in Hard to serve global accounts Hard to serve diversified accounts with businesses across multiple industries,Principal,14,Oct,2022
161,Good benefits if you have time to take it. Good health benefits,"*Work Life balance is very poor. *Financial intrusion and restriction in personal and family stock investments, and home mortgages since Deloitte is an Audit company but you might not be in the audit line of their business! *Low pay considering all the extra unpaid overtime you have to do. *Deloitte is a consulting company where they pay you a fixed salary but bill the client all the unpaid overtime hours you work. *Extreme micromanagement and useless meetings. *Too political and toxic environment.",Senior Consultant,31,Oct,2022
162,Deloitte is Good to work place,Nothing as such to improve,Consultant,2,Nov,2022
163,"This company invests in YOU. they have tons of resources to help you up skill in the area you choose. They have a great project system that lets you determine how you want to hear your career. Their benefits are great. They have plenty of events to keep you informed, up to date on industry trends, and to celebrate equality and events.","This company is HUGE. You will be kept track of as a number unless you get to know directors, managers and partners. They help scaffold that post of it to make sure your questions are answered and your needs are meet though. Their promotions are time based, not skills based. So you could have just been hired, but aren't given as many opportunities as someone that's been there longer. If this is your first job needing a security clearance, that part if onboarding, along with preparing all your financial information, is a huge hassle and extends your onboarding. Honestly a great company but a lot of politics that are made a part of the actual business culture. Lastly, and probably most importantly, this is a company that expects your best. This is the type of company that you will be up at 2am writing proposals and getting PowerPoints prepared. The work life balance is non existent if you don't put hard lines in the sand. Even then, you will work overtime.",Cloud Engineer,12,Mar,2022
164,Really care about the people and the benefits are great!,Work life balance can take a hit if you don't mark your boundaries,Manager,26,Oct,2022
165,Salary and benefits are good,Low bench period and worst work life balance,Project Manager,1,Nov,2022
166,"Great benefits, culture and people",No real problematic issues at Deloitte,Specialist Leader,1,Nov,2022
167,"Benefits, people, clients, office, education",Hours worked vs compensation and bonus received,Audit Associate,2,Nov,2022
168,Work on a lot of interesting projects.,"Nothing is given, from onboarding to promotion paths everything seems owned by the individual which can lead to a lot of confusion.",Solutions Specialists,19,Oct,2022
169,Great learning experience for core consulting skills Exposure to many problems and clients Network growth,Very slow career growth process Work life balance Limited growth innovation or emerging technology lower pay compared to what you can get in industry for mid /senior career levels,Manager,10,Oct,2022
170,Great learning experience for core consulting skills Exposure to many problems and clients Network growth,Very slow career growth process Work life balance Limited growth innovation or emerging technology lower pay compared to what you can get in industry for mid /senior career levels,Manager,10,Oct,2022
171,"Flat organization, with amazing culture",Can’t think of any !,Specialist Master,30,Oct,2022
172,able to work with a lot of smart people and it's easy to make friends there,super long hours during busy season,Auditor,26,Oct,2022
173,Good work life balance Compensation Opportunities,Complex internal structure leading to confusion,Manager,31,Oct,2022
174,Good work life balance and learning work,Low salaries is one of the reasons most leave,Senior Consultant,30,Oct,2022
175,Career growth Remote working depending on project Can always redefine your career,Compensation is below average 401k matching could be better,Senior Consultant,27,Oct,2022
176,"Good benefits, lots of room to grow, opportunities for involvement, great company culture","Be prepare to work a lot of hours. Encouraged to not record overtime. For hours worked, should be compensated more.",Audit Associate,13,Oct,2022
177,- Great people - tons of resources - tons of exposure at a high pace,"- hours are very long some weeks - deadlines don't care about your health and well being, even if management does",Audit Associate,19,Oct,2022
178,Great pay good people to work with,"Sometimes, just too much work",CyberSecurity Engineer,28,Oct,2022
179,"Development, focus on growth, variety of opportunities","Navigating large, political organization that’s personality-driven at every level.",Managing Director,27,Oct,2022
180,"Remote working arrangements, flexibility in work hours","high expectation of deliverables, individualistic",Account Manager,31,Oct,2022
181,Great pay and great job with benefits,Didn’t love some of the people,Consultant,31,Oct,2022
182,"Opportunities for growth, coaching, variety of clients","Lots of long hours, tedious",Audit Associate,31,Oct,2022
183,The Benefits and the flexibility,Work load is very boring.,Executive Coordinator,30,Oct,2022
184,"Great place to launch a career, meet people and gain exposure to many different industries",Finding work internally can be challenging,Consultant,26,Oct,2022
185,Take care of employees; willing to transition you if necessary,Travel can get hectic; low pay compared to competitors,Manager,25,Oct,2022
186,"Experience can vary from project to project. Some projects are absolutely toxic, others are an absolute pleasure","Some projects have awful leadership, searching for projects can also be toigh",Management Consulting,21,Oct,2022
187,Flexibility with PTO and location,Working around the clock depending on project status (to be expected with any contracted work),Analyst,24,Oct,2022
188,Exposure to client engagement is common for interns and you will be working with upper management at Deloitte daily.,"Work is pretty light for audits in the summer (this is a nationwide trend, not just at Deloitte).",Audit Intern,26,Sep,2022
189,Had very good learning opportunities,Could had long working hours in some situations,Senior Analyst,20,Nov,2022
190,"Decent pay , Benefits and vacation",Work-life balance is really nil,Software Developer,17,Nov,2022
191,"Incredible talent pool consisting of gifted, ambitious and hardworking consultants. Most are young and bring lots of energy to projects. Company has a strong presence in almost all industries and fields so theres almost nothing Deloitte can’t do for clients ranging from traditional strategy consulting to project implementation to operational support. Deloitte University is a big investment in practitioners and everyone gets to work on some rewarding and challenging work.","Most projects move fast and we have to stay ahead of clients needs. The company expects you to hit home runs on client projects BUT also contribute to internal initiatives, conduct BD. When I look around I notice those that do well prioritize work and their career at Deloitte above family and personal goals. Hard to balance life at Deloitte.",Senior Consultant,5,Aug,2022
192,"There are great teams at Deloitte, people who make the long days feel like you are developing and learning a lot. You will see more in 6 months than most industry jobs, really growing your skillset.","It's public accounting, come clients will treat you like garbage, some partners will do the same. Work long hours, the ultimate goal of ""PPMD"" the carrot at the end of the stick.",Senior Manager,28,Oct,2022
193,"opportunity for advancement, great benefits.",Long work hours with minimal work life balance.,Manager,27,Oct,2022
194,Care about employee's well being.,Need to work overtime in the busy season.,Audit and Assurance Senior,26,Oct,2022
195,Lot of scope for learning in implementing SAP/ERP projects.,Tight timelines and project deliveries,Manager,25,Oct,2022
196,"*Good pay, benefits and hours for gov. consulting
*Most respected, large gov. consulting practice
*Lower level coworkers are often cool
*Incredible breadth of offerings","*Consultants are expected to have 'extra-curricular' work beyond client work, where no one is focused or responsive because it's not their main job. Often feels like your client work isn't as important as winning the favor of various company managers who know nothing of your main job (the client work)
*Terrible onboarding experience if you're not staffed to a project - you have to cold email/call en masse instead of talent reps helping you
*Senior management pretends to be engaged and in control on client accounts but isn't, leaving a vacuum of decisive action
*Internal company documentation and communication of policies and resources is awful, causes lots of confusion and frustration; you're expected to network your way past the company's dysfunctional processes
*Too many company resources spent on borderline pointless lectures and meetings instead of decisive action and quality tools/documentation",Senior Consultant,1,Apr,2022
197,"Amazing benefits, high starting salary, amazing people. Work can be remote, hybrid, or in person. Great culture! A lot of growth in the company.",Job titles are confusing and slightly deceitful. Not always 40 hour weeks.,Risk and Financial Advisory Analyst,13,Oct,2022
198,"Environment, policy, benefits, learning and opportunity.",I don’t find any Cons.,Audit Senior,27,Oct,2022
199,There are many wellness perks,Not easy to maneuver in a remote setting,Senior Solutions Consultant,26,Oct,2022
200,"The people are great, there are good perks, and senior managers/partners on my teams are pretty transparent and overall seem to appreciate the work we do.","Long hours, not enough staffing, and think pay could be a little better",Audit Senior,14,Oct,2022
201,Deloitte really does care about its people with its policies.,Can feel disconnected from the work. Teams often feel hierarchical and bureaucratic.,Consultant,19,Oct,2022
202,1) Deloitte offers great opportunity- Be very proactive 2) Deloitte has a systematic flow of work,1) Talent recognition takes time 2) You get lost in the crowd if you don't ask,Business Technology Analyst,14,Oct,2022
203,It can be a positive place. Good opportunities and friendships to make,Overworked. People leave very quickly. Not paid enough.,International Tax Consultant,17,Nov,2022
204,Had very good learning opportunities,Could had long working hours in some situations,Senior Analyst,20,Nov,2022
205,"It is a good starting point, lots to learn.",Work is fast paced and not always interesting.,SAP SOLUTION SPECIALIST,23,Oct,2022
206,"Great pay, good benefits, structured path with clear opportunity for career progression","As to be expected of Big 4, hours are pretty long in the busy season, worsened by the fact that turnover has been exceptionally bad in recent years",Tax Senior,9,Oct,2022
207,I enjoy the working environment and the center around employee wellness.,"There is a grind culture, and certainly luck of the draw with the projects one gets.",Analyst,10,Oct,2022
208,Large company and lots of resources,Often times too large to not feel like a number,Senior Consultant,21,Oct,2022
209,Perks are good and company is rich,Job is boring and braindead,Audit Associate,26,Oct,2022
210,Good Pay Friendly co-workers Plenty of PTO,long working hours hard working environment,Consultant,26,Oct,2022
211,Entrepreneurial Flexible arrangements Motivated work force,Can have long hours Pay scale lower,Product Manager,24,Oct,2022
212,"learning, Scope, Size, International, Transparent","Aggressive Targets, Travel, Bureaucracy, Work Life Balance.",Sr Consultant,25,Oct,2022
213,Great people Good training Treated with respect Great training program Great place to start career,Long work hours during busy season with no overtime pay, Senior Tax Consultant,17,Oct,2022
214,Great way to learn especially if you’re starting out because there is so much work to do always,Coworkers are too competitive within their teams,Analyst,14,Nov,2022
215,Perks are decent People can be nice,Long hours Bad coaching Little mobility in CMG,Pursuit Manager,25,Oct,2022
216,"Great benefits, fast learning curve, great people",Long hours and too many snacks.,Staff Audit,24,Oct,2022
217,Easy job. Relaxed wfh positions,Poor management. Petty co workers.,Executive Assistant,20,Nov,2022
218,"Large salary jumps each year, great people to work with, great starting job for your career to network and learn a lot",Long hours for a portion of the year but it tends to go quickly,Audit Senior,12,Oct,2022
219,Amazing benefits Great work community (depending on your team) Great Hybrid working conditions Limited travel,Corporate climb competition Overworked Many leaders throw you under the bus,DC Associate,18,Oct,2022
220,Amazing benefits Great work community (depending on your team) Great Hybrid working conditions Limited travel,Corporate climb competition Overworked Many leaders throw you under the bus,DC Associate,18,Oct,2022
221,Good work culture Work with top 100 companies,Review process is not fair and transparent,Managet,21,Oct,2022
222,w/l balance nice people pay,project based project project project,Senior Consultant,26,Oct,2022
223,Ability to jump between projects,Flat salary -- not location adjusted,Technology Analyst,25,Oct,2022
224,Salary little better None None None None,Too much work Need to work Multiple projects No job safety No proper team to find a new assignments Management Assigning to wrong projects Escalations,SAP Consultant,18,Nov,2022
225,They give a lot of PTO and people are always open to help!,The workload really varies across teams.,Product Support Engineer,18,Oct,2022
226,"Free food sometimes, name recognition for resume","Terrible managers that are only managers bc. they stayed with the firm. There's no such thing as a 40 hour workweek. More like 60-80 if you're lucky,",Staff Auditor,10,Nov,2022
227,help to hone your skills on every area,no option for work life balance,Solution Manager,23,Oct,2022
228,flexible schedule work from home,work-life balance in busy season,Senior Tax Associate,25,Oct,2022
229,Great Houston Office Staff / Office is very Modern,Facing a lot of staffing issues currently q4 2022,Sr. IT Business Analyst,17,Oct,2022
230,Great benefits and great company to work for,Tracking and trading reporting and having to do firm initiative,Consultant,21,Oct,2022
231,Work/Life Balance is not too bad,It depends on the office,Senior Manager,23,Oct,2022
232,"Deloitte has many good benefits for its employees such as disconnect week in December, wellbeing subsidiaries, hybrid commuting reimbursements.. I think it is also very flexible because you have a period of time that's busy but you also have a work life balance (when it is not busy season). It really depends on your client and your team dynamic.",Long hours of work. Not the best work-life balance,Senior Auditor,24,Aug,2022
233,"Pay is great, benefits (maternity leave, wellness money) are good.","It's a competitive, hierarchical company.",Product Manager,17,Oct,2022
234,"I’ve been at Deloitte for 3 years. While Covid caused some serious disruption, we’ve started coming back into the office. I’m lucky to work with lots of great people doing fun and meaningful work.","Depending on the role and the project, the hours can be long.",Consultant,27,Sep,2022
235,"You learn a lot, there are great benefits and you meet a lot of intelligent and personable people. The name alone does wonders on a resume.",Long working hours and lack of work-life balance,Audit Senior,4,Oct,2022
236,"Lots of perks of working at a big company - lots of projects going on, opportunities to try different industries, wellbeing/WFH subsidies","Can be difficult to steer your own career - challenging to move on and off projects that may not be good fits, not great work/life balance, push to take on ""firm initiative"" work in addition to project work, difficult to push for career advancement beyond the pre-set ""tradition"" promotion timelines",Technology Consulting Analyst,22,Oct,2022
237,Great place to work. Management and work culture,None that I can think of at this time,HR Manager,19,Oct,2022
238,"work life balance, good compensation",people and lot of meetings,Software Development Engineer In Test (SDET),17,Nov,2022
239,"- A lot of resources to learn 
- Project based work so you can try to get experience in different areas that interest you","- Project based work can means you gotta look for other work when you finish your project 
- Pay could be better as a first year analyst",Solution Analyst,22,Sep,2022
240,It’s a great company. Definitely need to network.,Sometimes it’s hard for managers to give work to analyst. No bonus for analyst,Analyst,17,Oct,2022
241,Lot of different work and new opportunities,"Everything depends on projects work life balance, team etc.",Analyst,20,Oct,2022
242,Everyone is nice and friendly,Need to have a network,Tax Consultant II,23,Oct,2022
243,"Good pay, lots of opportunity, flexibility, benefits","Kinda chaotic, hard to switch projects, lots of internal asks (firm initiatives, extra hours)",Consultant,18,Oct,2022
244,Learning opportunities and resources. Great and supportive teamwork,Long hours - experience varies with different teams,Senior Associate,12,Nov,2022
245,"Decent pay, good work life balance if you're an efficient worker. Work with many fortune 500 companies.",Annual bonuses which are small at lower levels.,IT Auditor,10,Oct,2022
246,Great company place to work in,Can be though to work in this company,Consultant,21,Oct,2022
247,"Smart and engaging coworkers, good benefits, interesting work, becoming more progressive on social and environmental issues, stable company with a lot of long-term career options, ability to hybrid work from home/office","Struggled with work-life balance, performance expectations sometimes clashed with the ability to take benefits like PTO, often worked long hours, experience highly dependent on manager/leadership/client interactions and can vary",Manager,12,Sep,2022
248,I had an awesome team and Deloitte is a great company.,the hours and the work itself. burnout,Tax Consultant,18,Oct,2022
249,Teamwork Leadership Great benefits Resources Work-Life,There are peak times which can be high,Senior Manager,19,Oct,2022
250,"Have lots of opportunities, fast pace learning, networking","Over worked, stressful, less work life balance",Senior Consultant,19,Oct,2022
251,really competitive pay good work,long hours sometimes a bit unplanned,Senior Consultant,20,Oct,2022
252,Interesting work if you can find it,"Large company, lots of corporate systems to navigate",Consultant,20,Oct,2022
253,Prestigious company and fun events,Long hours and will always be like that given the industry,Staff Tax Accountant,19,Oct,2022
254,Great working environment and enjoyable colleagues,Demanding clients and long hours,Senior Consultant,20,Oct,2022
255,Good work life balance and pay,Staffing is a bit more difficult,Analyst,21,Oct,2022
256,"Very flexible, and adaptive work style. very good PTO and work/life balance.","Currently in the Government and Public services side. Projects here feel very dull and slow to me as compared to commercial, which also is paid significantly more.
Navigating the firm is also a complicated process that no one explains to you and you have to figure it out.",Business Analyst,18,Sep,2022
257,Can get opportunities to work on latest technologies. Company helps for certification exams.,Weak management. Immigration team is not good.,Solutions Engineer,11,Nov,2022
258,They try to do right by their employees,Long hours and sometimes hypocritical policies,Project Manager,18,Oct,2022
259,Great team of people to work with,Work life is not always great,Senior Tax Consultant,20,Oct,2022
260,Clear promotion structure Leadership opportunities Growth opportunities,"High pressure, many hours, work is not always meaningful or impactful",Consultant,14,Nov,2022
261,good resources and people. nice activities,corporate life makes you feel like you dont matter,GPS Risk and Financial Advisory (Cyber Risk),15,Oct,2022
262,"-Work Life Balance - PTO, Wellness Benefits - Opportunity to move into different roles across the firm or different departments",-Lack of opportunity for mobility upward,Senior Recruiter,11,Oct,2022
263,Great for networking with like minded people,Hard time getting an increment,Specialist Senior,15,Nov,2022
264,Good experience and learn a lot,Work life balance is not good and pay is not satisfied.,Associate,16,Oct,2022
265,flexible work schedule during off time,work environment depends on team culture,Senior Audit Assistant,19,Oct,2022
266,Happy hours Networking Flexibility Flexibility,Long hours Hard work Too big,Senior Assosociate,19,Oct,2022
267,"Compensation, Benefits, Bonus, and Remote opportunities",The 401k match is not great,Consultant,20,Oct,2022
268,"Pays well, good exit oops",Work life balance could be better,Consultant,18,Oct,2022
269,Love being in a company that I have time to excel in my career and also take care of my family and travel.,Lots of completion for projects,QA Engineer,7,Oct,2022
270,Good salary hike and great company culture,I really don’t see any company con. All grievances would be person/position specific,Manager,12,Oct,2022
271,"Competitive pay, great benefits and work culture",This role as Executive Coordinator doesn't have a ton of room for immediate growth,Executive Coordinator,13,Oct,2022
272,A company where you work with smart motivated people who want to make an impact. Good benefits and perks,"Long hours and depending on the project, can be very stressful",Senior Consultant,7,Oct,2022
273,Lots of smart people work there,Long hours and poor life balance,Project Manager,16,Oct,2022
274,"High, very competitive pay and professional development.",Very tough to get an interview.,Consulting Analyst,17,Oct,2022
275,Many opportunities and training to develop,Comes out of your personal training,Sr. Manager IT,17,Oct,2022
276,good start for someone out of college,pay starts very low in software development,Solution Analyst,6,Oct,2022
277,You get to say you work at Deloitte .,While this position is good for recent college grads … it’s not good for Anyone else. Managers seem to hire fresh meat so they can toy them around like their minions . You are required to come in twice a week on specific days but if your manager changes or quits you have to switch your days to when they come in . I couldn’t keep changing my childcare days and when I told my manager my concerns she said “ try to make it work “ … okay . It feels like one big sorority and if you aren’t 21 you might as well find a different position . They make it seem like it’s so great but in reality it’s just an admin job ! They pay you way less than an actual admin assistant but you have double the work of one . I’m not sure how People aren’t opening their eyes to this . STAY AWAY .,Executive Coordinator,16,Jul,2022
278,Fantastic onboarding experience for new hires.,There’s a lot of information to retain when first joining the firm.,SAP SuccessFactors Consultant,12,Oct,2022
279,"Pay, benefits, people, perks, bonus",I think there could be better placement,Solutions senior consultant ,17,Oct,2022
280,"Reputation, brand
Exit opportunities
Learning opportunities
In-person trainings across the country multiple times per year (equivalent to free travel)","Pay is low. 
Hired too many unqualified people lately, the quality of work is thus damaged a little bit, so is the overall reputation",Advisory Senior Consultant,26,Sep,2022
281,- RFA Cyber is growing rapidly - Culture is very collaborative; networking is highly encouraged - Deloitte University,- Some competitors potentially pay more intially,Cyber Risk Analyst,9,Oct,2022
282,"Great benefits including PTO, holiday time off, well-being subsidy.",Corporate world is hit or miss for people. You either like it or hate it.,Executive Coordinator,21,Sep,2022
283,"Great people, great benefits, lots of holiday days and PTO, variety of experiences, ability to learn transferrable skills, lots of growth opportunities","Some difficulty navigating projects even as a high performer, expectations of additional work on top of client work, sometimes unclear performance expectations",Strategy Consultant,23,Sep,2022
284,A lot of opportunities to learn about different industries,Easy to get complacent within the large organziaiton,Consultant,10,Nov,2022
285,Perks Looks good on your resume,Networking is part of the company culture. You won't be successful and exposed to opportunities if you don't network. The pay also is not that competitive based on the market .,Sr Consultant DevOps,2,Nov,2022
286,"Helpful people, there is always someone to help",be sure to have a good network to grow in the firm,Manager,12,Oct,2022
287,"Pay is good, work life balance is strong, and since going virtual, less travel","Little to no community, can be isolating, boring work, little choice over cases",Intern,6,Oct,2022
288,"base salary good, people nice","not cons, everything good, pros goods",Analyst,16,Oct,2022
289,Great company Interesting projects Flexible,Long hours and may work weekends,Manager,15,Oct,2022
290,"Cool benefits, sign on bonus and access","Slow projects, a ton of red tape and utilization",Consultant,3,Nov,2022
291,"wellness stipends, hydrid work schedules",bench can be a long wait for projects which effects util.,Consultant,11,Oct,2022
292,Deloitte is very flexible with working environment and the well-bring benefits are spectacular. My team was great to work with and I learned so much about my field.,It can be difficult to figure out how to get promotions in my specific field.,Senior Administrative Assistant,20,Sep,2022
293,"Deloitte pays for certifications in cloud providers and even provides bonuses to people who get them. 
A wide variety of project opportunities. 
Remote work
Lots of networking opportunities","Project lengths can be unpredictable
Lots of politics with upper management, especially among PPMDs",GCP Consultant,25,Sep,2022
294,-Pay is good -Work with some very smart and hard working people -Prestigious,-Oftentimes hectic and stressful -Office politics rear their ugly head often,"Manager, Information/Data Architect",3,Oct,2022
295,"Innovative, collegial, well-respected, high-paced, adaptive",No negative comments to share,Managing Director,10,Oct,2022
296,"Working Benefits, People, Brand, Retirement Benefits","Talent Leaders, lack of Training,",Finance Manager,5,Oct,2022
297,"Great resources available to professionals, excellent client base and brand recognition. DU training facility is amazing! Experiences throughout my career were incredibly valuable.","Pay scale always seems behind industry trends. Culture is tending more and more to pure consulting, with less latitude for local Partners & MDs.",Managing Director,15,Sep,2022
298,"Flexibility to pursue interests, ability to network throughout company",Need to be driven to network and get work,Risk and Financial Advisory Analyst,6,Oct,2022
299,Consultants/Senior Consultants will get great exposure to accounts/companies that would be very difficult to be apart of. Compensation is decent relative to all non-tech industries and many great benefits associated to Deloitte.,"Minimal growth opportunities, you are very much on a track with rigid promotions, comp, and leadership growth opportunities. You are a very small fish in a very large ocean and often it feels that way. Mentorship and good leadership is often hard to come by.",Product Manager,4,Oct,2022
300,"-training/CoP support
-travel
-WFH option
-experience with global team in fast paced environment (project after project)","-promotion cycle forgets parts of the company - some people get stuck for long periods and others promote unusually quickly
-weekly timecards and administrative overhead, overly cumbersome procedures",Business Analyst,10,Oct,2022
301,solid company to work for,not too many cons to note,Senior Consultant,14,Oct,2022
302,Benefits are great Culture is great,Salary could be better PTO could be better,Solution Analyst,11,Oct,2022
303,- Friendly People - Good Pay - Growth and learning Opportunities,"Too much freedom may make you lazy, depends on the person",Advisory Analyst,5,Oct,2022
304,Good benefits and good networking,Poor work life balance and high stress,Senior Consultant,12,Oct,2022
305,"Great benefits.
3 weeks vacation on top of a week off for Christmas break
A lot of projects going on.","Client work can be stressful
Pay is pretty low for the amount of hours you put in
Firm initiatives on top of your actual work is excessive.",Solution Analyst,31,Aug,2022
306,Good place to learn about stuff,Busy season is not fun,Audit Senior Assistant (Second Year),13,Oct,2022
307,"People, perks, benefits, pay, experience","Hours, deadlines, work life balance",Senior Manager,13,Oct,2022
308,Deloitte Brand Associated with your profile Good Events You might not get the work that you are hired,Deloitte USDC pays less than the Core (Talent models) USDC has Less PTO than Core Work is equivalent to core but not the benefits,Solutions Analyst,21,Oct,2022
309,"-broad range of clients -encourages employee development -excellent benefits -great work life balance, in my experience at least","-promotion process is highly political, but that's most jobs. it really just depends on whether a couple people like you -highly variable team/manager quality -highly likely to get stuck on a months/years long project where it feels like you're working more for a staffing agency than a consulting company",Consultant,10,Oct,2022
310,Opportunity to work on various types of engagements; benefits,"Just about everything else regarding culture, promotion routes, performance assessment structure",Consultant,3,Nov,2022
311,Great benefits and flexible work schedule,None that I can think of,Anonymous Employee,10,Oct,2022
312,"Improved salary/raises over the last 2 years
Challenging work environment
Good exposure to multiple clients and varying accounting issues","Staffing constraints, high turnover, long hours
Few options for upward mobility",Audit Senior,15,Aug,2022
313,they care for their people's well being and the inclusive culture,slow career growth. lot of politics,Sr Cloud Engineering Manager,6,Oct,2022
