,pros,negs,profession,day,month,year
198,You get what you put into it. All the training in the world. It’s a big4 experience typical to the others. Experience is based on your group and leadership.,Drink the koolaid and desire for partner track or get your experience.,Senior Consultant,2,Nov,2021
199,Flexibility in navigating your career. Helpful/supportive culture. Friendly people,Large company can be challenging to navigate in a primarily virtual setting.,Analyst,3,Nov,2021
200,"CEO's vision is good.
Leaves
Collective disconnect","CEO's vision is good. When it comes to Senior managers and Managers its a different all together . Worst work life balance. 
Old Techstack and mind sets of middle management.
Micromanagement .",Senior Solution Specialist,18,Nov,2021
201,Can enter without any experience,Very Low salary and Hard work,Software Developer,6,Dec,2021
202,"Strong vision, take care of employees",Sometimes forget how challenging consulting life can be.,Senior Manager,30,Oct,2021
203,"Lots of leadership exposure, client exposure, and growth opportunities",Long hours and low emphasis on work life balance. Lower salaries in the government practice compared to commercial.,Senior Consultant,3,Nov,2021
204,"Visibility, team, leaders, some flexibility","Hours, pay, always a fire drill",Program Manager,16,Nov,2021
205,"Great people, Good audit tools","Increasing workload, need to be proactive if you want to achieve balance between work and life",Audit Manager,1,Nov,2021
206,Resources are plentiful along with upward mobility being available. Company focuses on offering a solid work-life balance.,Pay still seems too low for what we do and the hours.,Tax Consultant I,2,Nov,2021
207,Flexibility and great work environment,High chargeability . . .,Tax Manager,2,Nov,2021
208,"Good Compensation
lots of young people
good experience",projects can be hit or miss,Analyst,1,Nov,2021
209,"great training, varied assignments, strong benefits","long hours, work-life balance, expectations to join firm intiatives and DEI. DEI is stressed as a priority but I still don't see enough people at the SM and PPMD level that show a wide demographic of diversity.",Manager,1,Nov,2021
210,Great work environment and concern for employees.,Very competitive work environment -- too much so.,Marketing Analyst,2,Nov,2021
211,"Phenomenal people, great culture
Pretty good work life balance for a big consulting firm 
Lots of opportunity to guide your own career",Salary is not as competitive as other firms,Human Capital Consultant,2,Nov,2021
212,A lot of opportunity for growth,Hours are really bad. Some managers unreasonable,Strategy Analyst,16,Nov,2021
213,I enjoy working here alot,Nothing is too bad some tasks are boring,Consultant,1,Nov,2021
214,Interesting work to do daily,Lack of vision at the senior levels within practice leadership,Senior Manager,1,Nov,2021
215,a lot of training opportunities,long hours during busy seasons,Tax Senior,15,Nov,2021
216,"- Good Work Experience.
- Like Minded Individuals",- Do you 1 or 2 years and get out.,Audit Associate,29,Oct,2021
217,The working environment is quit open.,It take time to prepare for additional job related case things.,Assistant Manager,31,Oct,2021
218,"Great exposure
Great Benefits 
Great culture",Pay was well below average,Business Solutions Analyst,31,Oct,2021
219,Great pay and good culture,Long hours little room for growth,Recruiting Lead,30,Oct,2021
220,"Fun people
Interesting work (at times)","Low comp
Poor staffing structure 
Review / promo structure",Business Analyst,14,Nov,2021
221,Lots of updated technology and innovative applications. Challenging work and intelligent people for the most part.,"Don't believe the altruism; you are in constant competition with co-workers as well as the profit margin. If your ROI does not exceed expectations and you do not fit into the latest fashion trend of employee (Millennial, Gen Z, historically underprivileged and/or undervalued) you are history. Performance hardly impacts decision making based on $$$",Senior Manager,9,Nov,2021
222,Enhanced my skills and learned business perspective,I don't see any disadvantage,Developer,28,Oct,2021
223,Growing up in the company will help you build a good work ethic that will set you up for other jobs if you transition at some point,"Work life balance can be a challenge especially depending on the project you work on and the team you work with.
The people you work with is what makes the difference, in my opinion and you are not always lucky to get that every time",Audit Senior,28,Oct,2021
224,"career progression, network and learning experience",Salary not competitive and legal structure challenges to face the globalization,Director,29,Oct,2021
225,"People, work culture, amazing place to start your career",Pay is not competitive to the market,Senior Consultant,29,Oct,2021
226,Great jump start to bridge your career.,Very long hours around busy season.,Staff Accountant,29,Oct,2021
227,Learning a lot of things in short period of time,"Too much work, doing similar work over the year",Tax Consultant II,11,Nov,2021
228,"Flexibility, benefits and opportunities to work in different areas",Lack of leadership vision. Focus on sales without figuring out how the sold work will be delivered. No mentoring and growing practitioners.,DC Manager,11,Nov,2021
229,"The people, projects, PTO (23 days for my level in USA)","Weekend work, promos are political, pay raise is slow. Received 0.0% raise after my first year with stellar performance reviews.............",Consultant,26,Oct,2021
230,"The people, projects, PTO (23 days for my level in USA)","Weekend work, promos are political, pay raise is slow. Received 0.0% raise after my first year with stellar performance reviews.............",Consultant,26,Oct,2021
231,Very easy to get hired,"Long hours, lots of drinking expected.",Systems Administrator,11,Nov,2021
232,A lot of opportunities if interested in consulting.,No work life balance if you want to be successful.,Senior Human Capital Consultant,12,Nov,2021
233,Resources and breadth of opportunities at your disposal are unrivaled.,Large enough that it loses it's personal touch. Firm does not treat top talent the way it would if it had time to understand who the top talent is.,Senior Consultant,27,Oct,2021
234,"High visible projects, large multinational clients, depth and breadth","Low compensation, have to continuously network and please a lot of people",Specialist Leader,27,Oct,2021
235,Cool environment and very welcoming to diversity,lots of work for sure,Consultant,27,Oct,2021
236,"Wide variety of projects, client and work.",Big place to work at. Can get overlooked.,Senior Consultant,28,Oct,2021
237,Great place to start your career!,Pay and benefits are not competitive.,Consultant,28,Oct,2021
238,Good Pay and benefits. Great culture.,Travel to client site. Sometimes work can be hectic,Developer,28,Oct,2021
239,"decent pay, decent perks, good charted growth, very nice mentors","too many micro-cultures because of differences in project leadership;
be careful of what project and vertical you land in.",Technology Consultant,28,Oct,2021
240,Awesome place to learn when fresh from college,None I could think of. Just do your job,Data Scientist,27,Oct,2021
241,The people are great. The upward mobility to grow within the company is amazing and very well structured.,"The pay. In terms of compensation, they value new hires more than the people that have been there for years.",Senior Consultant,26,Oct,2021
242,Good pay and good company culture,Long hours if a project isn’t going well,Business Technology Analyst,27,Oct,2021
243,"Attention to DEI, Flexible return to office policy, Helpful community, Vast client experience, Plethora of learning opportunities","Confusion between pay for performance and how that translates to my bonus, pay increases, etc.",Manager/Product Manager,27,Oct,2021
244,Well being subsidiary is $1000 and 100% reimbursed.,Long hours and I had 3 busy seasons in my first year in Deloitte,Audit Associate,10,Nov,2021
245,"Great pay
Good collaboration with others
Fun work environment",Sometime the job requires lots of stress,Manager,26,Oct,2021
246,They are good to work for,Sometimes the hours are long,Strategy Analyst,26,Oct,2021
247,Great company and growing culture too,No complaints to describe here,Senior Consultant,26,Oct,2021
248,Great pay and work-life balance!,"Competitive interview process, not staffed in desired location",Business Technology Analyst,26,Oct,2021
249,Breakfast Fridays weekly; productive workplace,"Although my time as a contractor for Deloitte was productive, there have been some toxic colleagues I've encountered. I have been gossiped behind my back, got called ignorant upfront, got judged for not sharing more in casual conversations, and was belittled by the Program Manager who worked during my time and was recommended that I should engage with other colleagues too.",Quality Assurance Analyst,9,Nov,2021
250,"Good training and resource. Good leadership, Process oriented",Not doing well and no more care about Employees but business and money. Especially with Delivery center model.,Senior Consultant,26,Oct,2021
251,"Lots of resources to help you jumpstart career.
Flexible work-life.",Low pay for software developer.,Solution Analyst,26,Oct,2021
252,"Great experience, plenty of professional options but not necessarily flexibility","Can be considered old fashioned, some intense teams and managers that eat into work life balance",Senior Consiltant,26,Oct,2021
253,"Professionalism, best services methodologies followed","Low base salary, no stocks",Senior Consultant,26,Oct,2021
254,Bonus to have it on your resume.,They only care about the numbers.,Solution Analyst,8,Nov,2021
255,You grow as a leader and progressp,Lacks in pay among competitors,Consultant,9,Nov,2021
256,"Great Benefits, lots of smart people",Employee experience is very project specific.,Manager,24,Oct,2021
257,"Good culture, great management and development",Need to focus on not burning teams out on small and unprofitable jobs,Audit Manager,24,Oct,2021
258,People friendly organization with long term career prospects,Large organization with several competing businesses,Senior Manager,24,Oct,2021
259,"Competitive salary, Employee friendly policies",You may have to wait longer for promotions,Senior Solution Specialist,25,Oct,2021
260,"Great place to work, awesome colleagues",Work life balance is poor,Human Resources Manager,25,Oct,2021
261,"The job is what you make of it, a lot a great people here",Could pay more based on market,Consultant,25,Oct,2021
262,Deloitte Brand name with culture,company completely believes on senior managers and some of them make employees life difficult,Consultant,21,Oct,2021
263,Can have the opportunity to work in various functions and industries.,"Although there are some great managers, many managers are a nightmare to work with",Summer Associate,25,Oct,2021
264,"friendly culture, informative sessions are conducted often","long hours, uncertain scope of work",Assistant Manager,25,Oct,2021
265,Variety and level of talent. Ability to locate where suits you (mostly),Pay Vs tech Firms unfortunately,Manager,8,Nov,2021
266,"Pay, experience, education, responsibility, exit opportunities","Hours, high expectations, little support, too many projects, slave to client",Financial Analyst,8,Nov,2021
267,Great company where the culture is only improving over time.,Very structured. Values professionalism over development sometimes.,Analyst,23,Oct,2021
268,"Amazing people, awesome benefits, great work, flexibility, not many complaints other than salary.",salary need to be more competitive,"Senior Manager, Learning and Development",23,Oct,2021
269,"Takes care of its employees
Good Benefits
5 Weeks Vacation!",They expect you to work hard!,Program Manager,23,Oct,2021
270,Great company to work for as they are reputtable,Hard to move on up,Software Engineer,23,Oct,2021
271,"Good benefits, family leave policy, etc.","Significantly underpay staff. Significant attrition across all levels and generally the more talented team members just not properly incentivized to stay. Firm posts record top-bottom line growth but bonuses were still mediocre (presumably partners took home the spoils). Egregious staffing issues as there are zero resources available to staff projects, have to use subcontractors",Advisory Senior Manager,3,Nov,2021
272,"-colocation work model 
-growth opportunities
-great training","-consulting vs. advisory differences are confusing 
-long hours",Technology Risk Intern,22,Oct,2021
273,"Benefits are great, and the culture is great.",The work is not very analytical.,Financial Analyst,3,Nov,2021
274,"Decent pay on the federal side, benefits are decent as well, seems getting closer to standard big 4 benefits. Also, sometimes you may struck up on a conversation with upper leadership who actually appears caring and is at the same time knowledgeable about the project.","Typical toxic culture, competition against team members, salary lower than other big 4 companies. Remote opportunities very limited, even during a time of rapid expansion to the remote life.",Consultant,3,Nov,2021
275,Great firm benefits and values.,"The culture of the Marketing Excellence organization is horrible. Lack of focus on well-being, inclusion and slow hiring processes. Colleagues are not friendly.",Marketing Manager,3,Nov,2021
276,About as good of a start as you can get. Consulting is a springboard for future jobs,"Hours, benefits, travel is tiring, it's kinda old school as well",Consultant,5,Nov,2021
277,"- Very flexible and good work life balance
- Unique opportunity to rotate into different work streams
- Surrounded by other recent grads to support eachother
- Full time and full benefits",- No rotation in Consulting as of yet,TEACH Program Analyst,20,Oct,2021
278,Flexibility and great culture in the workplace,Long hours and rewards a fine,Investment Analyst,20,Oct,2021
279,"Great exposure, great company, great benefits, and tons of learning experiences to help develop a broad skill set.",Program is too long and the pay as not as lucrative as the current job market demands.,Associate Analyst,20,Oct,2021
280,Good people. Competitive benefits. WFH/remote available.,Challenging work. Niche information. Long hours.,Analyst,21,Oct,2021
281,They care about their employees well-being and growth,There are times it can be lot of responsibility depending on the team and engagement you’re on.,Audit Associate,21,Oct,2021
282,Flexible work Schedule and week long off during Christmas,"Since most work remotely, face to face interaction is minimum",Senior Solution Consultant,20,Oct,2021
283,Competitive Pay and working conditions,Long work hours and questionable company culture,Data Analyst,20,Oct,2021
284,Great company for beginners here,Not great pay in this company,Data Science Consultant,21,Oct,2021
285,Good company culture and network opportunities,Long working hours and low work life balance,Auditor,19,Oct,2021
286,Good people for the most part,Long hours and travel can be hard,Graduate Student,19,Oct,2021
287,Some autonomy to find a cool role,Limited knowledge on promotion ability above Senior Manager,Senior Manager,20,Oct,2021
288,great base pay out of school,teams are inconsistent about what work/life balance looks like and means,Analyst,20,Oct,2021
289,Learning new things and good teammates,Senior managers here are rude.,Senior Consultant,3,Nov,2021
290,Learning new things and good teammates,Senior managers here are rude.,Senior Consultant,3,Nov,2021
291,It is great to work with,The job is really long hours,Staff Accountant,18,Oct,2021
292,"It's a grind, but very rewarding. Benefits and vacation is amazing. People who don't own their careers and complain a lot typically fail and blame the machine.

Change and challenge is normal.",Pay is low compared to others in the industry.,Manager,19,Oct,2021
293,"Great pay, great benefits, stable job.",Very busy during busy season....long work weeks,Audit and Assurance Associate,19,Oct,2021
294,Good/ good/ good/ good/ good,Not/ not/ not/ not/ not,Tax Consultant,19,Oct,2021
295,Great benefits and great culture,May work you quite a bit,Advisory Analyst,19,Oct,2021
296,hated it a lot very bad,stupid was upset bad not great,Researcher,22,Nov,2021
297,"Great company to start career. Ample opportunities to work on various engagements in different regions and industries, and travel.",Networking and being on the right account are key to getting promoted,ERS Senior Consultant,3,Nov,2021
298,Good place to start your career,"No agency over career-direction, long hours, medium salary",Business Analyst,1,Nov,2021
299,opportunities to learn and gain experiences in a variety of industries,"No work-life balance, low compensation",Tax Manager,2,Nov,2021
300,Great benefits and compensation. You will enjoy all works and more as an employee,Be sure to engage the right people as your advocates as work politics is tough there,Senior Consultant,2,Nov,2021
301,"Big4, Strong client network and People",Work life Balance is not great,Senior Manager,17,Oct,2021
302,"- Great culture with highly intelligent people in every corner of the company
- Competitive pay
- Fantastic benefits
- Overall wonderful working culture","- High expectations, you work for your salary in every sense
- Very large company, lots of competition 
- Many regulations to abide by when doing simple things",Executive Coordinator,18,Oct,2021
303,a lot of learning opportunity,long hours and low salary,Graduate Student,17,Oct,2021
304,Great benefits and ability to work remote,"Long hours, salary, busy season",Senior Consultant,18,Oct,2021
305,It' a good company to work for.,very very heavy work load,Engagement Financial Advisor (EFA) Analyst,18,Oct,2021
306,Up to 18 continuous months of paid differential.,May have some long hours.,Cyber Risk Consultant,18,Oct,2021
307,"Committed to diversity
Focus on client satisfaction","Performance process is subjective 
Substandard compensation incentives
No management structure leaves developers at the mercy of project leaders
Projects have more leaders than workers",Solution Manager,29,Oct,2021
308,"Strong culture - if you fit and have a clear trajectory, can be very encouraging","Strong culture - if not a traditional hire, can be more challenging",Senior Manager,30,Oct,2021
309,"Big4 experience, high profile media clients, generous expense policy compared to other big4","LA Tax practice might be the most toxic work environment, including working in private equity and other big4 firms, that I have every worked in. You are better off going to any other office on the west coast, outside of OC which is a close 2nd for toxic garbage.

 I should have known when they said ""like a family"" to run. Underpaid, skimp out on paying bonuses or delivering on promises. Leadership is never held accountable for shortcomings, does not lead by example, and has no backbone.",Senior Tax Consultant,1,Nov,2021
310,"Great access to research, expertise & mentoring","Long hours sometimes, very corporate culture",Design Consultant,1,Nov,2021
311,"Good benefits, great people, excellent development opportunities.",It is a large firm and it is easy to get lost or not be involved in what you'd like to be involved in.,Analyst,17,Oct,2021
312,Incredible benefits and they care about their employees,None to speak of. It's a great company to work for!,Senior Procurement Manager,16,Oct,2021
313,It has been good since I started a few Noo this ago,None yet everyone has been great,Consulting Analyst,16,Oct,2021
314,Good team members that I worked with. Collaborative environment,Nothing but long hours during busy season but that’s expected.,Senior Auditor,16,Oct,2021
315,"Lots of opportunities to work on cool projects, if you can get them.","Stuck in an area I don't enjoy, not technically challenging, and can't get out of this area until I work for a year at the firm.",Analyst,27,Oct,2021
316,great learning opportunities on many project,work life balance can get overwhelming,Consultant,29,Oct,2021
317,great career starter for professionals,work life balance isn't the best,Tax Consultant,29,Oct,2021
318,Good Money but no other perks,"All the directors i worked with lied on our faces multiple times and even after complaining of the harassment and abuse didn't take any action. They abuse H1b holders as I was not given a single days break in entire year and after I quit, I was told none of the H1B visa holders have gotten a days break in years while as US citizens get regular days off and break. Avoid this company if you want peace of mind.",IT Senior Consultant,15,Nov,2021
319,"Competitive salary, benefits and support.",Difficult to maintain work/life balance at times.,Manager,15,Oct,2021
320,"Ok salary
variety in work projects","too much unnecessary travel
too much politics
no work life balance",Program Manager,17,Nov,2021
321,a good place to work at.,a very fast paced environment,Solution Analyst,14,Oct,2021
322,"People are great 
Family leave policy is great",The year end and process seems to be based on how partners perceive you rather than impact but if you have the right relationships you should be able to navigate it,Senior Consultant,15,Oct,2021
323,Great place to develop your skills and grow at an accelerated rate,"long working hours
hard to get PTO with project demand",Consultant,15,Oct,2021
324,great company to grow especially at start of career,"should increase pay.
work life balance.",Analyst,15,Oct,2021
325,Mostly great people and lots of benefits,"Office politics, people getting promoted above others that are way more deserving, work life balance.",Advisory Analyst,28,Oct,2021
326,Great benefits and lots of different kinds of opportunities,No transparency in regards to number of hours worked and no respect from individuals higher up.,Senior Consultant,29,Oct,2021
327,Great benefits are given by Company,"Terrible compensation, very little work life balance, and little to no technical training",Tax Consultant II,29,Oct,2021
328,Good working environment and culture.,Little room for personal growth.,Consulting Manager,29,Oct,2021
329,Depends upon the project and leadership but after remote culture looks way better,Depends on project State projects are hectic with no new skill set and goes on an on.,Solution Manager,12,Oct,2021
330,noice job with flexible work hours,environment is not good in the city,Business Analyst,13,Oct,2021
331,Deloitte offers great PTO. Always finish the year with extra days!,You lose your accrued PTO at the end of the year.,Learning and Development Manager,14,Oct,2021
332,The people are awesome and all very professional. Great environment for innovation and professional growth,The hours can be long and there can be high stress when coming up on project deadlines. But those things don’t seem so bad if you like the work.,Senior Consultant,14,Oct,2021
333,Competitive pay. Amazing learning/growth opportunities. Great exits,"High learning curve. Huge employee turnover. Long hours, especially during busy season.",Tax Consultant II,14,Oct,2021
334,"great benefits, good work / life balance, lots of learning opportunities","experience is extremely project-based, consultants and senior consultants end up wearing TOO many hats and are expected to juggle too many projects",Senior Consultant,27,Oct,2021
335,"Great people
Professional
Access to wide range of technology
Access to big clients
Having big 4 experience means a lot
Job protection
Compensation","Needs a better performance feedback system
Performance is only measured by client service hours - not learning, mentoring, or providing training so its difficult to prioritize that.
Work life balance",Tax Manager,12,Oct,2021
336,Certifications and learning are abundant,"No Work life balance, only harmony",Risk & Financial Advisory,12,Oct,2021
337,Well being is the focus of many of the owners of the firm- the people are generous with their time and give back to the community. Truly a rockstar of a company!,"It can be hard to stay away from the computer when it is time to ""log off"" and the high expectations can be draining at times",Executive Coordinator,13,Oct,2021
338,"Awesome, cool, fun, money, yes","None, none, none, none, none",Senior Consultant,13,Oct,2021
339,Work life balance and leadership exposure.,Virtual model and no travel,Consultant,13,Oct,2021
340,Work life balance and leadership exposure.,Virtual model and no travel,Consultant,13,Oct,2021
341,Great benefits and tons of really smart people,Corporate power house. Advancing is very structural which demotes competitiveness and creativity.,Advisory Analyst,12,Oct,2021
342,Great Company with a solid foundation and leadership,The transition to (some) in-person work was tough but I was able to figure it out,Anonymous Employee,13,Oct,2021
343,Great balance and ] manageable workloads,No downsides; a stellar place to work,Analyst,13,Oct,2021
344,"1. Provides ability to create meaningful connections
2. Ample learning opportunities","Competitive environment, Too many activities",Software Test Manager,13,Oct,2021
345,I gained a lot of good experience,The work environment was extremely stressful,Staff Accountant,13,Oct,2021
346,Exposure to different clients and high level personnel at a early stage in career,"Poor work life balance, lots of bureacratic waste",Accounting,26,Oct,2021
347,Flexibility in target setting and driving team to it.,"Team often not reliably competitive. So, too much reliant on ecosystem partners.",Managing Director,26,Oct,2021
348,"Fast track, flexible hours, networking","Overtimes, bonuses, management style, clients",Human Resources Advisor,27,Oct,2021
349,Lots of perks and benefits,Long hours and busy season for 2-3 months a year,Audit and Assurance Assistant,27,Oct,2021
350,"Professional development, diverse set of client exposure","Lack of leadership accountability, extensive hours",Senior Manager,12,Oct,2021
351,Great place to work at,Nothing to see here at all,Solution Analyst,12,Oct,2021
352,You are truly in charge of your career. You can do just about anything as long as you make the effort.,It can be very competitive amongst colleagues,Consultant,12,Oct,2021
353,learn a lot from technical experience,absolutely terrible work life balance,Auditor,12,Oct,2021
354,"The company truly cares about you as a person and does everything to make sure employers are happy. Benefits are outstanding, some of the best out there. Truly a great place to work. Competitive pay but probably not the highest salary, but you need to look at the benefits you get and can't just compare $ to $ if considering other jobs.",It's a large company and with any large company there is bureaucracy and getting promoted is quite a process.,Product Owner,12,Oct,2021
355,Lots of opportunities and learning,"You get pulled into many different directions with different teams, clients, projects, etc., and can be challenging.",Manager,12,Oct,2021
356,Lot of people to meet,"-Lots of work hours
- Underpaid",Senior Staff Auditor,11,Oct,2021
357,"Good company perks such as wellness subsidy, Deloitte University, technology subsidy, and all expenses paid for when traveling to client site","Cannot choose your own project at junior level; Have to keep networking and ""interviewing"" for each position",Business Analyst,11,Oct,2021
358,Every project is different from other.,Several new tools to figure out,IT Auditor,26,Oct,2021
359,Great company - love the people I work with,Can be tough hours depending on the project,Advisory Manager,11,Oct,2021
360,Great company - love the people I work with,Can be tough hours depending on the project,Advisory Manager,11,Oct,2021
361,A lot of room for growth and meaningful experiences. Decent pay and a lot of PTO,"You can feel like just a number at times. Depending on your project, hours can be a lot. But in advisory, it really just depends",Senior Advisory Consultant,11,Oct,2021
362,Invests in their people and allows practitioners to pursue different learning opportunities,Whether you have a positive or negative experience at the company varies greatly depending on the project you are staffed on,Senior Consultant,11,Oct,2021
363,"Great introduction to the business world, high work ethic culture, and great people to learn from.",Dont get too wrapped up in the Deloitte culture that you can't see the forest for the trees. Only stay and work as hard as you are enjoying the people and culture. Leave if you're not happy with how they do business or are looking to level up.,Salesforce Functional Consultant,11,Oct,2021
364,The company has a Good work-life balance.,The Pay could be better.,Solution Specialist,11,Oct,2021
365,"Flexibility, benefits, and remote working","Salary, work life balance, leadership",Consultant,11,Oct,2021
366,Global presence and enterprise clients,"Long working hours, you are a cog on a big machine",Data Science Consultant,25,Oct,2021
367,Lots of exposure to different applications and business processes. Good for networking. Got connections to a lot of talented people. Company sponsored time off at the holidays.,Management. Constant need to work long hours. Small or non-existent bonuses and raises. Progressing to next job level extremely difficult.,Senior Business Analyst,25,Oct,2021
368,"Pay is pretty solid, lots of training options, work events, well-being subsidy, solid experience for those early in their career","Lack of meaning/impact, corporate culture, burnout, obsessive focus around ""utilization"" requirements, most of what you do is build PPTs",Analyst,22,Oct,2021
369,"Professional, Great Benefits, Growth, Talent focused",There are no cons at Deloitte,Finance Manager,9,Oct,2021
370,Team members are very supportive and friendly,The base salary is low,US Tax Consultant,7,Oct,2021
371,Great company. Invests in people.,Lots of hours but I think it's getting better,S Manager,8,Oct,2021
372,Unique projects. Ability to jump around to completely different projects.,"You work a lot, and you have to be ok with that.",Senior Consultant,7,Oct,2021
373,Continual Learning and Growth. Company provides many resources and technologies for productivity.,Work/life balance is tough here. The days can be really long.,Senior Tax Consultant,8,Oct,2021
374,"work culture 
access to leadership
career options
freedom to talk 
communication","work life balance 
compensation to employees
benefits to employees",Technical Manager,8,Oct,2021
375,"Paid time off, small pension, ""extras"" such as health and fitness subsidy","Low pay in marketplace, small bonus, overall comp package is not great","Senior Manager, Talent Development",22,Oct,2021
376,I loved working here. It was the best experience I had especially because my mentors were willing to take time to share insights and ideas for future improvement while supporting growth and development initiatives.,A lot of hours and needed a slower pace.,Senior Associate,6,Oct,2021
377,"Flexible PTO, inclusiveness culture, great benefits.",Transitioning from a project to another looks like trying to find a new job.,Senior Advisory Consultant,7,Oct,2021
378,"extra benefits - 1,000 well being subsidy, 500 productivity expense, etc",ask too much of staff on top of our client work,Training Manager,7,Oct,2021
379,"Lot of vacation time, good people","Not a competitive salary, performance reviews make no sense",Engagement Manager,7,Oct,2021
380,Learning a lot of skills on different clients,All careers end up the same (in management and business development) as you progress,Data Scientist,7,Oct,2021
381,Quality learnings & worked with some great people,Some teams are better than others,Consultant,7,Oct,2021
382,"Great job, excellent compensation, management can be a pain","Management can be a pain, no balance",Anonymous Employee,5,Oct,2021
383,Plenty of room for growth,Should pay me more money,Consultant,6,Oct,2021
384,Great perks and coffee was good,No work life balance i felt like,Data Analyst,6,Oct,2021
385,"Good Pay, Flexible schedule, Good atmosphere","Overworked, Not much concern for employees health",Data Analyst,6,Oct,2021
386,"Great benefits, PTO, bonus opportunity","Overworked and underpaid. Turnover is high and the company does not replace resources quickly, which leads to the high turnover cycle.",Tax Senior,6,Oct,2021
387,"Mentors, opportunities to excel, top tier clients",Too big of a firm to navigate red tape,Managing Director,6,Oct,2021
388,"smart people, great work enviroment",work a lot (50+ hrs),PROJECT DELIVERY SENIOR ANALYST,6,Oct,2021
389,"The company name carries some prestige.
PTO is good. 21 days plus 12 holidays",Salary is completely out of date. They need to start compensating people correctly. Turnover wouldn't be so bad if they paid propery salaries. They think a $1000 wellness subsidy makes up for paying below maket rate.,GPS Enabling Areas Analyst,19,Oct,2021
390,"The company name carries some prestige.
PTO is good. 21 days plus 12 holidays",Salary is completely out of date. They need to start compensating people correctly. Turnover wouldn't be so bad if they paid propery salaries. They think a $1000 wellness subsidy makes up for paying below maket rate.,GPS Enabling Areas Analyst,19,Oct,2021
391,"Independence, Flexibility, Ownership of own work","Long Hours, utilization to meet at the end of the year",Engagement Controller (EFA,19,Oct,2021
392,"Great people, really good experience for new grads.",They work you like a tech worker w out paying like a tech company,Consultant,20,Oct,2021
393,"Unlimited opportunities for growth and career expansion. Countless experts and people who truly care about employees wellbeing. The company is definitely struggling with current times, but they are absolutely trying their best. Leadership wants to make the best workplace environment and managers act in accordance. Overall - A place that always strives for the best all around experience, and almost always delivers. What more can you ask?","Company is huge. Sometimes it can be overwhelming to find your place. There are bad eggs, just like anything with this many people.",Strategy & Analytics Analyst,4,Oct,2021
394,"Good company, ability to move up",outside work and can be cumbersome,Senior Logsitics Analyst,4,Oct,2021
395,"so many benefits 7.5 hours and up of PTO per pay period, get wellness money, excellent job opportunities within the firm, family like culture, excellent on your resume.",Having to maintain 85-90% utilization hinders your ability to freely utilize the great PTO your accumulating because it lowers your utilization. Sometimes hard to move up if you don't network or give free labor hours in Deloitte initiatives.,Consultant,4,Oct,2021
396,Met some nice people who are honest about their jobs,Loads of compliance work for new hires,Tax Consultant I,5,Oct,2021
397,People and the company care about each other here.,Lots of work - not some place to take it slow,Specialist Leader,5,Oct,2021
398,Great training programs. Tons of firm initiatives. Lots of great reasons if you get on a project and with a team that supports you.,Not allowed to train or do firm initiatives during working hours. Therefore expect to average 12-14 days. So hierarchical even if you have strong industry experience except for them to teach you how to crawl again even if you are a sprinter. I wish I could go lower than 1 star but I know it is just the team and many other teams would have given me a great experience.,Senior Consultant,4,Nov,2021
399,"- Opportunity to work in any field you want
- Accessibility of leadership
- People are generally cool","- Salary no longer competitive given alternatives
- Can get stuck on projects longer than desired",Consultant,4,Oct,2021
400,"1. Work with big companies
2. Have a job training",1. Work overtime all the time,Auditor,4,Oct,2021
401,The people is what I liked about this place,Pay is kinda bad relative to effort,Anonymous Employee,4,Oct,2021
402,Great people to learn from and culture,"Long hours, not enough pay",Senior Consultant,5,Oct,2021
403,good co workers and decent pay,client service wasn't for me,Consultant,5,Oct,2021
404,Free certification training for cloud engineering position,Long hours for some projects,Solution Analyst,5,Oct,2021
405,Get to learn from some smart and driven people.,Expected to work long hours just because.,Consultant,18,Oct,2021
406,Prepares you for the real world,Work and life balance is terrible,Consultant,19,Oct,2021
407,Clear path of career progression. Working with smart people. It is a place you will learn and grow.,Poor work and life balance. Below market pay.,Senior Tax Manager,4,Oct,2021
408,"Many projects to work on. When a task is complete, then you'll have a project roll off date. Not on the Bench too long. Access to Udemy and LinkedIn learning to perfect and broaden skills. Great time to reconnect, family friendly, holidays, and acknowledgment of extra time off for disconnect days. Great benefit package but no orthopedic coverage for braces.",Must meet 85 to 95% utilization on billable clients. Loop surveys could affect employee outcome.,Solution Consultant,4,Oct,2021
409,"Great work environment, great benefits.",none I enjoy working here,Senior One Team Ambassador,4,Oct,2021
410,"Great work environment, great benefits.",none I enjoy working here,Senior One Team Ambassador,4,Oct,2021
411,Endless tools to enhance your professional career in the corporate world.,Lack of balance between personal life and work.,Technology Risk Advisory Manager,4,Oct,2021
412,Most people here get decent exit ops,WLB is trash (60+ hours weekly),Strategy Analyst,4,Oct,2021
413,"So much opportunity, great salary, and fantastic people","Long work hours, expect a lot of competition",Supply Chain Consultant,4,Oct,2021
414,Great Company with good balance and good hours.,"Pay on the lower end
Can be repetitive 
Experience varies by location",TP Consultant,3,Oct,2021
415,Good place to start in consulting,I can't think of any except long work hours,Graduate Student,3,Oct,2021
416,Decent benefits. Coworkers are professional.,If you’re hired to a contract it’s easy to get stuck in your position.,Senior Advisor,4,Oct,2021
417,"Good people, good environment, positive","competitive, unclear, hard to manage",Government/Public Service Analyst,4,Oct,2021
418,You learn skills in public accounting that you won't learn elsewhere,The work life balance is pretty much impossible.,Senior Auditor,4,Oct,2021
