,pros,negs,profession,day,month,year
225,"on-campus, learn as you work, flexible schedule, friendly staff, great opportunities","low pay, not many work hours",Graduate Research Assistant,15,Mar,2021
226,"downtown, awesome coworkers, energetic and fun.","constant change trying to streamline resources. I get it, but always on your toes.",Help Desk Lead,15,Mar,2021
227,Breadth of work experience across industries and functions,Demanding work/life balance; Opaque and one-sided review process,Manager,29,Mar,2021
228,Good perks and learned a lot,Poor performance management and long hours,Consultant,29,Mar,2021
229,a great way to get experience,is all about rubbing elbows,Senior Accountant,29,Mar,2021
230,"top people talent, advanced knowledgebase, extensive learning opportunity, sophisticated technology",organizational cumbersomeness due to large size,Director,29,Mar,2021
231,When traveling the perks are great and you work with smart people.,They work you like a dog and stick you in long term projects that stunt learning.,Data Analytics Consultant,29,Mar,2021
232,"They absolutely want to see you thrive and become the best version of yourself. By doing so, they will also reap the benefits of having the best you on their team.",Very large company - Very easy to get confused on what part you play in the grand scheme of things.,Consultant,13,Mar,2021
233,"Invested in your career development, health, and wellbeing. Very competitive pay, great benefits (including 401K and pension), amazing parental leave policy","Depending on your role, you may work longer hours / weekends and travel a lot. However, there are many internal roles available which require less travel and less hours",Technology Consultant,14,Mar,2021
234,great place for work-life balance. You will have so much paid days off,The salary not great though,Audit Senior Assistant (Second Year),14,Mar,2021
235,"Culture, growth, leadership, work, clients","Work hours, competitive, promotion, firm activities",Senior Manager,14,Mar,2021
236,"Truly great people to work with. Every company has a few bad apples but 99% of everyone I've worked with has been genuinely kind and super smart. The broadest professional services firm, which means you can reinvent yourself and try new things. Has taken care of people during pandemic. Inclusive culiture.","Workload is intense, hours long, but what else did you expect",Marketing Manager,14,Mar,2021
237,Lots of opportunities to grow in demand skills,High work load and high expectations,Business Technology Analyst,14,Mar,2021
238,"Great perks, cool project opportunities",Work life balance is hard to maintain when projects are understaffed,Manager,27,Mar,2021
239,"Brilliant people, most tech enabled of the big four","Work hard, very very hard",Manager,13,Mar,2021
240,Work from home is allowed,Lower interaction may be a con,Officer,13,Mar,2021
241,Good every thing is good,None i dont have anything,Accountant,13,Mar,2021
242,"Benefits are great, career development and training opportunities are good as well",You can get lost and work may not have a larger impact,Consultant,13,Mar,2021
243,Lots of opportunity for growth both in the commercial and public sectors,You got to be good at office politics - hard work and talent not good enough,Information Systems Security Officer (ISSO),13,Mar,2021
244,Great benefits with lots of pto,Lots of hours and many clients,Tax Consultant II,13,Mar,2021
245,Extremely talented people. Varied and interesting work. Many opportunities to learn and drive your career.,Optics and people politics. Salary is low because of the prestige.,Senior User Experience Consultant,13,Mar,2021
246,Benefits are pretty good. Corporate perks are decent. Some very intelligent co-workers.,PPMDs will suck the life out of you and tell you you are at the max of the pay band. Be sure to know your worth and depart when an opportunity presents itself. I personally received a 30% increase when jumping ship and actually now have a WLB.,Project Delivery Lead,23,Mar,2021
247,"supportive, inclusive culture and smart people","internal process not enabled by technology, inefficient; not staffed appropriately, little funding/budget",Learning and Development,24,Mar,2021
248,Very impressed with how they contributed to society during COVID,The nature of consulting is intense/urgent since is client serving,Manager,12,Mar,2021
249,"Great salary, mostly awesome colleagues, supportive and growth oriented culture.",Self-determined schedule has its pros and cons but it is an understanding work environment that helps you reach your full potential.,Trainer,12,Mar,2021
250,"Work life balance and culture, great colleagues","Comp
Ranges sometimes start too low",Senior Analyst,12,Mar,2021
251,Benefits are good for the position,Pay is lagging for the position,Consultant,26,Mar,2021
252,good learning opportunities for new professionals,management doesnt care about employees,Analyst,15,Apr,2021
253,Employees gain a ton of experience,"It is consulting, which is not for everyone",Technology Consulting Manager,12,Mar,2021
254,Communications skills have increased a lot,Don't feel a real world impact on certain projects/engagements,Technology Consultant,12,Mar,2021
255,"Great network, resources, and branding. PTO is encouraged and respected.",Difficult horizontal and vertical movement.,Anonymous Employee,12,Mar,2021
256,exposure to different entities of firm,"hands off management, working from home 3 days a wek",Executive Coordinator,26,Mar,2021
257,"Traditional Big 5 consulting company
Great brand reputation
Good opportunities","Conservative
Work-life balance
Value work vs. Busy work",Senior Manager,26,Mar,2021
258,"Great leaders, excellent networking opportunity, lot of learning potential and no limit on growth (can climb quickly to leadership)","401k sucks, no stock options, need to be a strong voice to huddle especially for leadership roles, often confusing roles. Work like balance sucks",Senior Manager IT,10,Mar,2021
259,Nice Boss Nice Boss Nice Boss,Workload Workload Workload Workload Workload,Senior Tax Associate,11,Mar,2021
260,Good Values and competitive environment,still new to know the cons,Senior Solution Delivery Lead,11,Mar,2021
261,"Good work, life balance. Good benefits, both with insurance and retirement. Supportive immediate management.",Archaic and inflexible upper management that trickles down. Poor compensation relative to the rest of the company. Poor yearly raises. Very poor growth opportunities.,Technology Support Analyst,7,Mar,2021
262,learning curve will provide alot of opportunity,too much workload stringet deadline,Business Intelligence Developer,10,Mar,2021
263,Get to work on multiple business problems that broaden your horizon,Work pressure intense with billing and firm initiatives; WLB poor,Manager,11,Mar,2021
264,Tons of flexibility to work on both strategy and data analytics projects. Good if you want to exit to tech down the line,"Little guidance on how to make the most out of this experience. You really need to come into the firm with a plan already devised, and be adamant about only pursuing the experiences that will get you where you want to be 3-5 years down the line, whether that’s at, or outside of, Deloitte",Strategy & Analytics Business Analyst,11,Mar,2021
265,"Good brand image, decent work, managers are caring","Low Pay, Long Working Hours, Excess compliance work",Senior Consultant,25,Mar,2021
266,Work with a lot of different people on engaging projects,Terrible work life balance and working hours.,Engagement Manager,25,Mar,2021
267,None that I can see as of now,Many that I can see as of now,Chief Executive Officer (CEO),13,Apr,2021
268,good company to work for,long hours during busy season,Audit Senior Assistant,9,Mar,2021
269,Excellent company to work for,Limited bench period for PDM model,Senior Solutions Engineer,9,Mar,2021
270,"Wonderful benefits, satisfying work, good pay","Long hours at times, and expected 80% travel prior to COVID",Business Analyst,10,Mar,2021
271,Great place to work. Leadership offers balance,Its very hard to be promoted to the next level,Engagement Manager,10,Mar,2021
272,"I was surrounded by the smartest people who are willing to work hard, share their knowledge and team up to deliver the best services to the clients in the industry. The firm offers me plenty of opportunities and projects and resources.","Very demanding work load, hard to maintain a work life balance.",Senior Manager,10,Mar,2021
273,Great place to start. Learn a lot.,"If you love audit, you'll love it here. if not, then best to get your cpa and leave",Audit Senior Associate,9,Mar,2021
274,Hands on work and great learning experience,Long Hours and can be demanding,Residential Builder Apprentice,10,Mar,2021
275,great benefits to work there,large organization can be hard to navigate,Campus Recruiter,10,Mar,2021
276,Great place to work because of security. Pay and benefits were on par. Great coworkers and a good place to gather experience.,Anything to do with corporate is difficult and disconnected. Structured hierarchy makes advancement slow and arduous.,Document Review Attorney,22,Mar,2021
277,The people and opportunities are amazing. I've been able to have 3 careers during my tenure here.,"80-90 hour work weeks in my department, with little to no compensation",Senior Consultant,24,Mar,2021
278,The people that I've interacted with are great and there are opportunities to grow from the analyst-consultant level.,Salary is not competitive with other consulting firms and there is not a great level of work-life balance.,Consultant,24,Mar,2021
279,"Good benefits ( not including 401k), exceptional team members, variety of work opportunities, lots of internal professional development. Have really stepped up to support staff during COVID",Always focused on $ but it is a for profit business; need to do a better job with ensuring project coverage vs leaving it solely to the employee to find coverage (networks tend to just pick their known colleagues),Manager,24,Mar,2021
280,"Good benefits ( not including 401k), exceptional team members, variety of work opportunities, lots of internal professional development. Have really stepped up to support staff during COVID",Always focused on $ but it is a for profit business; need to do a better job with ensuring project coverage vs leaving it solely to the employee to find coverage (networks tend to just pick their known colleagues),Manager,24,Mar,2021
281,Nothing to note or to specify.,It could be more inclusive to their lower staff.,Young Professional,24,Mar,2021
282,a lot of areas of tax to explore and learn from,Warm body during busy season,Tax Consultant I,24,Mar,2021
283,Great to work on cutting edge stuff,Networking is the most important aspect,Senior Software Engineer,9,Mar,2021
284,"great clients, great client exposure, super content employees","long hours, high pressure, demanding",Tax Consultant II,9,Mar,2021
285,Great benefits and PTO of 5+ weeks,Extra work outside of client service,Strategy Consultant,9,Mar,2021
286,"Good salary, bonuses, and results driven",Work culture is comeptitive yeah.,Senior Consultant,24,Mar,2021
287,people are nice and smart,pay is not good and workload is heavy,Advisory Consultant,8,Mar,2021
288,There are tons of resources to help jumpstart careers of new graduates.,"Work life balance can be poor, especially in USDC.",Solution Analyst,8,Mar,2021
289,"Great place to manage your own career, explore where you want to go, great benefits","Most benefits are from consulting in general, not specific to Deloitte; easy to get lost, just a cog in the machine",Consultant,9,Mar,2021
290,Work from home - lots of support,not much advancement - kind of mundane,Executive Coordinator,9,Mar,2021
291,Pay. Challenging. Learn a lot,They advertise a lot of growth opportunities but they don’t actually let you take the trainings offered.,Consultant,21,Mar,2021
292,"good PTO, good for career growth",work life balance does not exist,Audit Senior Assistant (Second Year),23,Mar,2021
293,Good benefits relating to wellness,Compensation growth has declined lately,Analyst,23,Mar,2021
294,"Incredible Health Benefits, Slight pay increase - during Covid-19 pandemic","Hours are long, but that is the norm for Big 4.",Senior Consultant,8,Mar,2021
295,Great professional education they really care about there employees,Long hours and not very competitive pay for hours worked,IT Audit Analyst,8,Mar,2021
296,"$500 fitness subsidy, travel 4 days a week, get free Wall Street journal",It’s a big firm so just keep that in mind,Senior Consultant,3,Mar,2021
297,"Everyday is a challenge. Great place to grow industry knowledge, technical skills and leadership skills.",Work life balance is very difficult to achieve,Senior Manager,8,Mar,2021
298,"- great team
- work life balance if you’re proactive",- paid a bit less than industry,Tax Consultant I,8,Mar,2021
299,Great once you find your way,Hard to break in if you didn't start as an intern,Manager,8,Mar,2021
300,Great once you find your way,Hard to break in if you didn't start as an intern,Manager,8,Mar,2021
301,"Strong performance coaching, great culture, great benefits","Will take every hour that you have to give, and compensation has slowed behind industry standards. A lot of the standard industry perks are completely gone in the age of remote work.",Consultant,8,Mar,2021
302,Great work life balance within the firm,Busy season consists of very long hours.,Accountants and Auditors,8,Mar,2021
303,Great people to work with,work life balance is bad for 6 months ayear,Senior Tax Consultant,8,Mar,2021
304,Ability to learn about new industries and technology.,Work-life balance at times can be unfavorable.,Business Analyst,8,Mar,2021
305,"Work with smart people, great benefits, exposure to important areas of business, organized organization, progressive company","Work 50+ hours a week, constant high pressure, unrealistic client service hours, low pay",Audit Senior,8,Mar,2021
306,The firm has treated employees better than other Big 4 Accounting Firms. It is nice to come out of college in an environment and team where you are able to make a difference in immediately.,Long work hours. Underpaid. Underpaid (again),Senior Audit Assistant,8,Mar,2021
307,"Good network, resources, and growth opportunities.",Long hours and hard to find work life balance.,Tax Consultant,8,Mar,2021
308,Good for learning and gathering experience,Work Pressure and aggressive deadline,Senior Software Engineer,8,Mar,2021
309,"Good benefits and pto
Training opportunities","No work life balance
Teaches you more about using their technology than actually learning tax",Tax Consultant II,21,Mar,2021
310,Very Good place to work,No work life balance a,Senior Consultant,7,Mar,2021
311,"good brand recognition, smart people, interesting projects, good pay",hours are not sustainable; also expectation to do internal initiatives (PRDs),Senior Consultant,7,Mar,2021
312,great experience for entry level,long hours depending on project guardrails,Senior Consultant,7,Mar,2021
313,Amazing benefits. Competitive salaries. Flexible work arrangements. 6 month paid maternity leave. Paternity leave. Lots of opportunities to move departments or change cities. Great place to learn and grow. Prestigious name and culture. Lots of PTO days.,"Your happiness relies upon who you work for. There are many great leaders at Deloitte. There are also shockingly awful leaders who, despite the complaint process and internal Talent investigations, remain in their leadership positions for decades. It's a result of a partnership - the Partners and Principals are basically bullet proof (even if some are bad seeds). There is also a culture of being rewarded for being a slave to your job - overachieving for years on end.",Senior Manager,27,Feb,2021
314,I love Deloitte. You’re able to find engagements that best suit your skill sets and a ton of trainings are available.,Raises aren’t great. Only positions above senior are bonus eligible. Terrible 401k match.,Solution Analyst,2,Mar,2021
315,A lot of growth potentials,Too many hours will be spent on the firm initiatives,Consultant,6,Mar,2021
316,work with people who are amazingly smart and driven,encounter a lots of cliques,Consultant,7,Mar,2021
317,better than Audit. Higher salary and fewer working hours during the busy season,not really a data analytics position,Audit Analytics Specialist,7,Mar,2021
318,Training at deloitte university is amazing,Struggle to find a project,Consultant,21,Mar,2021
319,"Working with fantastic people, competitive pay, stable company even during times like COVID","Poor work-life balance, every email is always ""urgent,"" difficult staying for too long in a place where you must pander to partners with big egos",Engagement Financial Advisor,3,Mar,2021
320,"High visibility, high-impact work, and great, caring people",Can’t think of any right now!,Business Analyst,6,Mar,2021
321,Work Life Balance is a plus,There is a big corporate feel and bureaucracy,Proposal Coordinator,6,Mar,2021
322,Stability of job and the firm's commitment in employee's general happiness.,Feel like the firm (or Big 4 in general) can offer better compensation,Analyst,6,Mar,2021
323,Very fun to work there,Work is hard and lots of it,Consultant,6,Mar,2021
324,Great benefits package which the main reason I stick around,Salary is competitive but not impressive,Technology Support Analyst,2,Mar,2021
325,"It is nice 
Good 
Nice",More Working but it is good,Project Manager,20,Mar,2021
326,Systematic Work Schedule and No firing,Sometimes Unrealistic but can be manageable,User Experience Researcher,4,Mar,2021
327,"Great learning opportunities, interesting client work","Work life balance, always on call",Advisory Manager,5,Mar,2021
328,"100% travel based. Strong independence, lots of free time.",Exceptionally low pay compared to other consultants. Lack of upward growth.,Quality Assurance Consultant,17,Mar,2021
329,"great resources, incentives to learn more, great benefits, good well-being incentives","hard upward or internal lateral mobility, overlapping of roles, mundane tasks",Analyst,19,Mar,2021
330,good reputation and great exit opportunities.,lots of hours and tough environment to work in.,Auditor,19,Mar,2021
331,"Really great people, challenging work, laid-back spirit","None so far, I would say",Business Analyst,3,Mar,2021
332,I love the people at Deloitte. I always feel supported by my team.,There is a lot of work to do and I get stuck doing similar tasks because I know how to do it quickly. I would love to branch out and learn more industries.,Tax Consultant I,3,Mar,2021
333,"Depending on project, Work/Life balance can be flexible",days can seem to blend together,Senior Consultant,4,Mar,2021
334,Love working here so much,Sometimes the work is difficult,Advisory Associate,4,Mar,2021
335,Great benefits and time off,None that come to mind,Consultant,4,Mar,2021
336,"Great Benefits, great work culture",Nothing i can think of.,Senior Consultant,4,Mar,2021
337,"Great culture, great people, ability to choose projects that align with your interests",Easy to feel like a small fish in a big pond,Analyst,4,Mar,2021
338,Good experience of woeking and culture,Can be more organised towards structure,Internship,4,Mar,2021
339,The company has good advancement opportunity,You should be ready to work long hours,Senior Consultant,4,Mar,2021
340,"Top notch management consulting, good strategy teams, very nice people, excellent learning opportunities.",Lack of AI/ML-focused client work on the government side.,Analytics Consultant,4,Mar,2021
341,Love this company! Lots of room to grow and learn.,Large company. Hard to connect with leadership,Manager,4,Mar,2021
342,Pay is competitive great organization and experience,You have to work long hours,Consultant,4,Mar,2021
343,"Learn a lot, gain valuable experience. Meet some very bright and dedicated people while working here.","Deloitte expects you to live your life around them. Deloitte, according to them, should take priority over everything else in life.",Audit Senior Associate,4,Mar,2021
344,"Good benefits, vacation, diversity priority",Review process is very whacked,"Senior Manager, Marketing",4,Mar,2021
345,"good benefits, package , 401k , well being subsidy for health,flexible","no work life balance, aggresive past paced culture ,",Senior Solution Specialist,4,Mar,2021
346,"Terrific benefits, paternity leave, PTO, etc.",Tough to find work/life balance in consulting,Management Consulting Manager,4,Mar,2021
347,"Good development, smart people, and great experiances",Limited work life balance and quality of experience dependent on team,Audit Manager,4,Mar,2021
348,High growth learned a ton,No work life balance stressful,Business Analyst,18,Mar,2021
349,I feel like I am valuable to the team,Working and splitting time is difficult,Analyst,3,Mar,2021
350,I feel like I am valuable to the team,Working and splitting time is difficult,Analyst,3,Mar,2021
351,opportunity is unlimited and sustainable,fast paced and rapid evolution,Director,3,Mar,2021
352,"Consideration for female employees, on pregnancy and motherhood issues.","Doesn't feel like a family, everyone is in their own worlds",Retail Sales Associate,3,Mar,2021
353,"Flexibility, emphasis on well being, ability to remove roadblocks to work",Still trying to find a way to bring employees together (virtually) in a meaningful way,Manager,3,Mar,2021
354,It was a good experience,The hours weren’t always great,Consultant,3,Mar,2021
355,"Opportunities, flexible work schedule (depending on business line), great benefits",long hours (to be expected),Lead Specialist,3,Mar,2021
356,People always willing to help one another,Hyper aggressive work styles of you’re not into that,Senior Consultant,3,Mar,2021
357,"Really great people, impactful work, early leadership/management opportunities","Hours can be long at times, ""PTO"" may still be working",Consultant,3,Mar,2021
358,Great PTO and decent health benefits,Terrible salary range and retirement benefits,Manager,17,Mar,2021
359,The salary is good. A lot to learn.,You have to work and travel a lot. You always have to find a project. The time spent on the read is not worth it!,Specialist Master/Manager,18,Mar,2021
360,"Smart people
Significant PTO
Valuable work with great learning opportunities","Lots of travel
Depending on the project can be long hours",Manager,3,Mar,2021
361,"Working with smart people, flexible schedule","Busy season hours, nature of the work can be tedious",Audit Senior,3,Mar,2021
362,You learn a lot over the course of your career,A lot of work with minimal down time.,Audit Senior,3,Mar,2021
363,"Flexibility, benefits, culture, work, brand",Work while you are on PTO,Lead Recruiting Specialist,3,Mar,2021
364,Gain a lot of experience and learn a lot from your seniors,Busy season hours are rough,Audit Associate,3,Mar,2021
365,High salary High Salary High,Work un till you drop,Director,17,Mar,2021
366,Nice people on teams and lots of learning opportunities,The work is not rewarding and is often repetitive,Tax Consultant II,17,Mar,2021
367,"Learn a lot, work with a lot of people",Management (if understaffed) will not listen to your requests,Audit Assurance,17,Mar,2021
368,Everything you read about. Deloitte is the cream of the crop.,Hours can be brutal. Really brutal,Experienced Audit Associate,1,Mar,2021
369,Good benefits and opportunities early in your career,Work life balance is very challenging,Audit Manager,2,Mar,2021
370,Good work culture is the best part of deloitte.,Less deloitte swag as an intern.,Intern,2,Mar,2021
371,"Network, Professionalism, PTOs, 401K, bonus","Work Life Balance, hours, network",Advisory Manager,2,Mar,2021
372,Plenty of interesting work and talented people.,Tons of hours. Expectation is that you are available 24/7.,Senior Tax Consultant,17,Mar,2021
373,"Salary, PTO, Subsidy for well-being",Tough to balance work/life. It is very difficult to take advantage of the PTO given due to performance goals necessary to securing promotions. Ability to get staffed is heavily influenced by who you know within the firm.,Business Analyst,17,Mar,2021
374,"Travel, Networking, Travel expense, food","No work life balance, limited flexibility, unutilized time off",Senior Consultant,17,Mar,2021
375,"Tons of opportunities for growth, very clear career path","Firm initiatives are required , can be time consuming on top of day to day client work",Senior Consultant,2,Mar,2021
376,it was quite alright for a Big 4 firm,"depends on the member firm, but generally - lack of free time",Senior Consultant,2,Mar,2021
377,Excellent opportunity to network virtually,Didn't understand much about the actual jon,Advisory Intern,2,Mar,2021
378,Office is very high tech,Busy season very tedious and draining,Audit Staff I,2,Mar,2021
379,Steady progression and job stability.,The hours can be very long.,Experienced Audit Associate,2,Mar,2021
380,Company has Great benefits and flexibility depending on your team.,People are rude and the work-life balance is trash.,Advisory Consultant,16,Mar,2021
381,Benefits are good. 500$ well being subsidy,Low pay in comparison to peers,Solution Analyst,16,Mar,2021
382,terrivle and not a good place to work at,they had fun break rooms,Senior Business Technology Analyst,5,Apr,2021
383,"Good projects, work and colleagues",Bad work life balance sometimes.,Manager,1,Mar,2021
384,Great exposure and working environment,Long working hours including no weekends,Associate,1,Mar,2021
385,great company for smart people,none that I can think of,Vice President of Sales,1,Mar,2021
386,Good culture for most folks,Salary not as high as promised,HC Manager,1,Mar,2021
387,Good work good people good pay,High burn stress socializing extrovert,Senior Consultant,1,Mar,2021
388,Working with top-tier home name clients,Green staff. No work-life balance,Manager,16,Mar,2021
389,Good benefits and big name on resume,"extremely low pay, slow mobility even for high performers",Consultant,16,Mar,2021
390,Company is focused on making the world a better place at the very top. Client portfolio is impressive. Many opportunities exist. Investment in training is an industry standard. Inclusive culture that also cares about the soft side of employees.,Sometimes focus is not always on the long term.,Tax Managing Director,28,Feb,2021
391,"Learning is exponential. Intellectual, smart and good people to work with.",Pay is less. Poor work-life balance.,Consultant,28,Feb,2021
392,"Top clients, smart colleagues, long hours.",Scheduling can overburden your work load,Tax Consultant I,28,Feb,2021
393,"You have the opportunity to work on a variety of different projects in different industries
Working with people either your age or skill level is nice and in my opinion it wasn't cutthroat at all at least from the SC-BTA range","Focus on firm initiatives is a bit too much in my opinion, but if you manage to find one you like it's not so bad
The hours can be long depending on the project you land, but that's to be expected",Senior Consultant,1,Mar,2021
394,Leaders are invested in your career growth. There’s flexibility to pave your own career path,Overwhelming amount of administrative tasks that distract from project work,Consulting,1,Mar,2021
395,"500 dollar wellness subsidy a year, 5 months of PAID family leave, 6 weeks PTO a year no matter what, lots of room for professional growth and education.","Expectations are very high. On top of client work (which is supposed to be an average of 45 hours a week), you are expected to network and take own other firm initiatives, and complete CEDs.",Consultant,1,Mar,2021
396,Large company with excellent support resources. Number one company in their space. Competitive executive salaries. Working for advancement is encouraged and enabled.,"Audit firm so Independence is always a factor. Very conservative approach to opportunities. At times, too conservative.",Managing Director,1,Mar,2021
397,Learn a lot about different businesses and acct.,Long hours during busy seasos,Audit Staff,1,Mar,2021
398,"Working at Deloitte is great, it's an honor to be there.",The management isn't clear on expectations.,Executive Coordinator,1,Mar,2021
399,Good enough for starting position,Too many weekends and overtime,Solutions Analyst,15,Mar,2021
400,"Travel, exposure to varied clients, on job learning","Work / Life balance, Long hours",Advisory Consultant,27,Feb,2021
401,"great client interaction, data visualization skills, collaborative team effort on projects","Bureaucratic , really depends on project/team or good experience",Business Analyst,23,Feb,2021
402,"smart practitioners, dedicated to client, lots of growth in technology","work long hours, business development, complicated promotion process",Specialist Master,27,Feb,2021
403,Great for beginning your career and getting your foot in the door. Great mentorship opportunities. Wish it was in-person,Busy season hours; benefits are okay,Audit Staff,28,Feb,2021
404,Large Organization which provide opportunity to move into other departments,Department kept reorganizing every 18 months,Supervisor,14,Mar,2021
405,"Amazing people, great response to social justice movement, interesting projects to keep you on your toes, wonderful best-in-class training facility, commitment to well-being and work-life balance",Lack of upward career mobility in HR,Campus Recruiter,25,Feb,2021
406,Get opportunities to be staffed on different projects,less paid compared to the tech company,User Experience Designer,27,Feb,2021
407,"good tenure of couple of years, did some great projects across industries, roles etc. Ideal for someone interested in different industries and want to grow their skills in wide areas","Poor Immigration support - their new immigration vendor BAL are so rude in emails, you may feel like they don't care about your immigration concerns and make you feel like quitting. Not that Deloitte immigration/Human Resources are helpful in anyway either.",Consultant,14,Mar,2021
408,"nice company, good location, solid teammate",Laptop is too old to use,Accountant,27,Feb,2021
409,"Great people, great client based","Poor work-life balance, rigid performance management structure",Manager,27,Feb,2021
410,GOod growth potential in this company,Too hectic at times althought that depends on the team,Associate,27,Feb,2021
411,"Well-being, good to work in",Compensation is low for experienced hires,Manager,25,Feb,2021
412,"Flexibility, development opportunities, good benefits, cares about people",High expectations in client service roles; tough advancement in internal roles,Associate Director,26,Feb,2021
413,"-Better work-life balance than typical Big 4. 40 -45 hour work weeks are norm
-PTO, benefits, well-being subsidy, CPA study materials provided, other bonuses throughout year
-Very friendly & collaborative culture
-Minimal travel involved to clients, all work based out of USDC office in Gilbert","-Busy season work
-Starting pay is lower than most Big 4
-Lack of consistency with clients & lots of juggling multiple clients at same time
-Not a lot of consistency with the team you work with, managers/seniors are different with each client, always adapting to team preferences/norms",Audit Assistant,26,Feb,2021
414,Love the people and the staff,More focus on work/life management would be nice,Executive Coordinator,26,Feb,2021
415,Opportunities to grow abound. There is a true value placed on DE&I! Delivering real and promised value to the clients is consistent and a high priority.,Work life balance can be a challenge,Director,26,Feb,2021
416,Everything at this job is good,Nothing is bad about this job,Cyber Analyst,2,Apr,2021
417,The firm offers a lot of flexibility as long as you perform well and get your work done,Long busy season hours. This is just the nature of public accounting though,Senior Tax Consultant,22,Feb,2021
418,Pay could of been better,difficult to move up in the company,Implementation Consultant,26,Feb,2021
419,Top Consulting Company to work for. Good brand value,Too much work. Can get burned out very fast,Senior Consultant,26,Feb,2021
420,Great Company. Exceptional benefits. Great culture to learn and grown in.,Hours are horrible based on the nature of the job.,Audit Manager,26,Feb,2021
421,Flexibility at all levels in the firm,Long hours during busy season,Audit Senior Manager,11,Mar,2021
422,"Great business, balance, time, and energy","Long hours, demanding, weekend hours",Business Analyst,12,Mar,2021
423,Clean Facility and beautiful environment.,"Looks are deceiving, staff are very angry with management. There's a lot of agency employees and a lot of nepotism.",Certified Nursing Assistant CNA,12,Mar,2021
424,"Diversity 
Opportunity
Growth 
learning curve 
network","Work life balance
Salary 
Reporting structure",Advisory Senior Consultant,12,Mar,2021
425,"Support
Career opportunities and ability to control career",Compensation for long term employees,Senior Manager,12,Mar,2021
426,Flexible with your work hours,Not a lot of diversity and area for growth,Marketing,23,Feb,2021
427,"Culture, Nice co-workers, Intelligent, client exposure",Participation expectations in non client related work activities,Manager,24,Feb,2021
428,"Great work, diverse projects, complex issues",No much to complain really,Senior Consultant,24,Feb,2021
429,Good place to work for consulting,Usually have to spend long hours,Manager,24,Feb,2021
430,The people are great to work with,"Busy season hours, but this is expected and standard across the industry.",Auditor,25,Feb,2021
431,"Great opportunities, people, culture, clients.",Consulting is often hard work,Principal,25,Feb,2021
432,Established firm with lots of resources. DU.,Lots of politics. Experience is a hit or miss.,Corporate Tax Manager,12,Mar,2021
433,Will receive up to 6 week/year vacation.,Always thinking cost cutting including downsizing human capital,Administrative Assistant,12,Mar,2021
434,Different career paths provides flexibility,Work life balance can be challenging,Senior Manager IT,30,Mar,2021
435,"amazing learning and growth opportunities, people are great","Its a high performance rat race culture, where no one is putting you down but you have to constantly keep climbing to ensure you are not left behind. If you're not up you're out.",Manager,21,Feb,2021
436,great learning and experience gained while here,hours and travel are a lot,Senior Audit Manager,25,Feb,2021
437,I really enjoyed working here,No cons at this time,Mobile Associate,25,Feb,2021
438,"Tools and LMS to advance your career, Networking",LMS for new products when certifying,Solution Analyst,25,Feb,2021
439,"If you navigate it well, you can find some great opportunities","If you aren't active in managing your career and self promotion, you'll get left behind",Senior Consiltant,25,Feb,2021
440,Work life balance above average,Comp below avg for hours,Consultant,11,Mar,2021
441,pretty good for a big 4,bad culture for the industtry,Auditor,11,Mar,2021
442,"Meaningful project work, looks good on resume","Terrible at Diversity/Equity/Inclusion, It's a good ole' boy network, only the white people see their percentages climb from entry level to partner, pay is terrible",Senior Consultant,11,Mar,2021
443,"work-life balance, employee benefits, innovation, support programs","post-covid salary cut, salary discrepancy with industry standards, salary discrepancy between junior staff (analysts getting paid more than consultants)",Consultant,11,Mar,2021
444,Not Many reasons to stay in USDC,Less Pay is a big concern in USDC,Sol Specialist,11,Mar,2021
445,Depends on the work model,no work life balance in here.,Project Delivery Analyst,11,Mar,2021
446,Lots of room to try/grow into whatever skillset or industry you're interested in,Lack of work and life balance,Senior Consultant,24,Feb,2021
447,"Great culture, upward mobility, mission oriented","Long hours, no PTO, unpredictable work schedule",Political Fundraiser,24,Feb,2021
448,"Benefits, Bonuses, Perks, Connective Disconnect","No work life balance, firm initiatives",Senior Advisory Consultant,24,Feb,2021
449,I loved my coworkers and the atmosphere was always fun without damage to productivity.,"All the pros are greatly overshadowed by management's inability to provide a secure environment. Oppressive supervision, condescending tones, inadequate training, and overly strict policies work against employees. The hourly pay is only adequate if you stay as a teller, but they provide little incentive to move up in the company. Head tellers only make a dollar with a laughable cap on commission; not worth three times the responsibility. Favoritism runs rampant and it's clear they hire a certain type of person. They also will NOT work with your schedule and will manipulate you against taking time off.",Teller,11,Mar,2021
450,I loved my coworkers and the atmosphere was always fun without damage to productivity.,"All the pros are greatly overshadowed by management's inability to provide a secure environment. Oppressive supervision, condescending tones, inadequate training, and overly strict policies work against employees. The hourly pay is only adequate if you stay as a teller, but they provide little incentive to move up in the company. Head tellers only make a dollar with a laughable cap on commission; not worth three times the responsibility. Favoritism runs rampant and it's clear they hire a certain type of person. They also will NOT work with your schedule and will manipulate you against taking time off.",Teller,11,Mar,2021
451,"I am employed so that is good, i guess",the promotion system is purposely confusing and separated from the the individual. I came from government and I miss working on just my government job. Now I work for my client and also have all this additional Deloitte stuff,Consultant,29,Mar,2021
452,Great smart team mates that try to achieve the best for client,Long hours does not correlate with pay,Consultant,24,Feb,2021
