,pros,negs,profession,day,month,year
176,"Pay, benefits, work from home","Long hours, requirement changes per company need so it’s hard to plan ahead",Tax Senior,25,Jun,2021
177,"Overall, this is a good place to get experience. They seem to (mostly) care about their employees.",The pay isn't really comparable to the broader market circle. Management can be really overbearing at times.,Senior Tax Consultant,25,Jun,2021
178,Flexibility / Like people I worked with,Pay is low compared to people who jumping - loyalty dont pay,Tax Manager,25,Jun,2021
179,Culture is fun and people are overall very nice and able to help you with projects. Benefits are also great and might be some of the best I'll get at jobs today.,"Expectations framework is constantly evolving lately. It's hard to definitely know what you need to succeed and it may take asking a bunch of questions from peers to find out. Also depending on the project, you might be expected to work overtime without pay.",Studio Staff,25,Jun,2021
180,Opportunities are good for entry level and also career professionals,Work life balance is sketchy,Senior Solutions Consultant,8,Jul,2021
181,the people you work with,low starting salary not high enough,Associate,9,Jul,2021
182,Current work at home consulting agency - Travel to start again Q3/Q4 2021 -,Lots of subjectivity in year end ratings its a complete black box. Not one person can give the same response from PPMD level.,Manager,9,Jul,2021
183,"Good benefits, lots of room for growth",Turning into more of a chop shop than it used to be. Doesn't match market rates for pay anymore.,Senior Manager,9,Jul,2021
184,"Best company, nice, high salary, best work life balance, opportunity",No cons are there at all,Anonymous Employee,23,Jun,2021
185,"Better work life balance than most consulting firms.

They handled the pandemic and the transition to remote work well.","Slow upward mobility track, and a PPMDs wield too much power over career tracks.",Manager,23,Jun,2021
186,"Learn from the best
Competitive pay, excellent benefits","Long hours
Travel is a mixed bag",Consulting Manager,24,Jun,2021
187,"+PTO - Great paid time off benifits.
+Wellness Benifits
+Flexible Hours","After a year of work and got promoted to TC 2. No salary increase. (65k year, female with CPA, NYC)

I now have 5 engagements and still got put into the advisory. 

I work 11 hours a day 5 to 6 days a week. 

I completed all my works on time while working long hours and still get bad performence reviews. 

Performence review heavily depends on your  seniors. If some don't like you even if you completed all the work on time you won't get promoted.

Applying for other companies currently.",Tax Consultant II,22,Jul,2021
188,Good benefits and they invest in employee training,Culture was manipulative and toxic,Business Technology Analyst,9,Jul,2021
189,"Prestige, Resources, Technology, Perks/Benefits, Opportunities for growth/career progression","Work Life Balance, Staffing Issues, tough to standout and such a large firm",ERS Senior Consultant,24,Jun,2021
190,"Exposure to lots of different businesses, great training ground","Less competitive pay than other consultancies, always overworked.",Manager,24,Jun,2021
191,Great work experience. You'll learn a lot more here in a short time than any competitors.,Very very very long hours.,Senior Tax Consultant,24,Jun,2021
192,"Good culture, good place to learn new skills",Not really worth it unless you stick it out til partner,Manager,24,Jun,2021
193,"I get the opportunity to do a ton of things here. Lots of avenues to learn and exercise new skills, work with smart people, and network.","Comp isn't competitive with industry, tech, or other consulting firms. I think about leaving every day.",Consultant,24,Jun,2021
194,"Plenty of training, free food, and networking opportunities. Good place to try different things before you settle down on your favorite track. People are smart.","Tribe culture in some groups. Sometimes you can be staffed on a totally different team where you are new to everyone. Depending on style of the team lead, it can be frustrating.",Manager,24,Jun,2021
195,The PTO is generous here,Overtime happens often in consulting,Consultant,24,Jun,2021
196,Fast paced and fun projects with smart people,Lots of hours and low pay,Consultant,8,Jul,2021
197,average benefit health care and 401k,long hours and below market pay,Senior Manager,8,Jul,2021
198,"Excellent firm and street cred when working with clients. Generally, I have had a great experience at the firm and have felt supported by my various avenues of leadership. Bonuses for FY20 were great.","Leadership boasts a lot about being the #1 Talent Experience - but when it comes down to it, if you're on a crazy project that is burning you out... it often feels like that's the outlier and get the good 'ol ""oh well!' treatment.",Senior Consultant,21,Jun,2021
199,"Flexibility, experience, benefits, good co workers",Hours can start to get long,Tax Consultant II,22,Jun,2021
200,Great learning and growth opportunity,No work life balance provided,Audit Senior,22,Jun,2021
201,"Great culture, people and projects",Virtual working has been difficult at times and there’s a lack of team bonding opportunities,Business Analyst,23,Jun,2021
202,"There's a flexibity (pre covid) , the pay is good, you get to learn a lot and a lot of nice people .",the Hours during busy season can be very long,Consultant,23,Jun,2021
203,There is Upward mobility within the firm.,Some people can feel stuck on certain projects.,Manager,23,Jun,2021
204,Great clients and great exposure,Work culture and top management,Financial Analyst,8,Jul,2021
205,Has great insurance and benefits. The people I work with are great.,They don’t pay enough for the amount of hours worked.,Tax Senior,22,Jun,2021
206,"Excellent Benefits and Pay, the people are great to work with!","In some cases, when on a project many Project Manager's have little to no management skills. Some are more concerned about getting promoted and will step over others to get to the next level.",Senior Solution Specialist,23,Jun,2021
207,Chance to transfer and also experience multiple clients,Long working hours no work life balance,Graduate Student,23,Jun,2021
208,"Wonderful place to work, great people, incredible benefits","The project delivery method is not a long term position, nor should it be. With only 6 weeks maternity leave, opposed to the months long one for consultants, they do not care much for your growth.",PROJECT DELIVERY SENIOR ANALYST,21,Jun,2021
209,Constantly different projects and places to learn,The workload at times is too much,Financial Analyst,22,Jun,2021
210,"Talented colleagues, some of the most challenging and rewarding real estate projects",Can't really think of any.,Real Estate Winter Associate,22,Jun,2021
211,Awesome experience to work here,"None at all, it's great",Consultant,22,Jun,2021
212,"Company seems to actually care about the mental and financial well-being of the employees. There are a lot of great benefits and compensation packages, and flexibility to learn new skills and enhance career.","You don't get to just work on a project. You are expected to also do proposal work, or firm initiatives to help the company succeed as a whole. This is good because they pay you back financially, but can be overwhelming at times, and can easily cause a work week that is more than 40 hours.",Manager,17,Jun,2021
213,The reality of working with different kinds of people,"Mismanaged, unrealistic & manager isn’t sensitive to all employees",Crew Member,7,Jul,2021
214,"Training, Exit opportunities with Leading Fortune 100 orgs",Will lead you on with the 'carrot' of partnership until the last minute while they know they don't have enough partnership slots for everyone working for them.,Senior Manager,7,Jul,2021
215,"fast-paced, innovative environment as we stand up a mis/disinformation offering",the work is only as cool as the contracts we win,Consultant,22,Jun,2021
216,"Surrounded by many talented individuals 
Great technology","Too much administrative work outside of actual work
Lack of balance",Advisory Manager,22,Jun,2021
217,Good company to work for employees,None of them are there,Anonymous Employee,5,Jul,2021
218,interesting corporate events; generally good people,work life balance not so valued for some leaders,Consultant,6,Jul,2021
219,"Training, exposure to fortune 500 clients","False promises, continue to change the year end review process that best fits their narrative",Managing Director,6,Jul,2021
220,Large company with variety of opportunities,Low compensation for campus hires that grow in-house,Management Consulting Manager,6,Jul,2021
221,"Good benefits, PTO, and work-life balance
No micromanagement at all,",Getting promoted depends if you are lucky to work on good projects.,Consultant,21,Jun,2021
222,The USDC Orlando has a great atmosphere and team members.,Navigating the work life balance in covid,Technical Solutions Analyst,21,Jun,2021
223,"Awesome, Fun, Engaging, Nice, Amazing","None, Nothing, Zero, Not a lot, Nope",USDC Employee,17,Jun,2021
224,"Committed, vacation, work from home, benefits","difficult to navigate organization, immigration",Senior Manager,20,Jun,2021
225,"Great People, benefits, competitive salary","Long hours, stressful environment, etc",Audit Senior,20,Jun,2021
226,Tons of learning opportunities and big brand name,"Non-negotiable salary, lower than market starting salaries",Audit Senior,20,Jun,2021
227,"Brilliant people all around, very interesting project opportunities, amazing benefits, best talent experience out there, room to grow in the firm, ability to get involved in anything you find interesting (if you can imagine it, Deloitte probably does it)",None that I can think of,Business Analyst,19,Jun,2021
228,Very good pay and benefits package,Workday can be pretty busy,Senior Consultant,19,Jun,2021
229,There is a lot to learn,The hours are brutal at times,Manager,18,Jun,2021
230,International environment with colleagues from over the world,Long working hours with personal errands for management,Administrative Assistant,18,Jun,2021
231,I really got to work on my professionalism,Very challenging on certain projects,Senior Consultant,18,Jun,2021
232,"- Smart, curious, kind people
- Interesting, innovative work with big impact to clients
- Given lots of responsibility and access to senior leaders in client organizations
- Team-oriented and efforts made to build community (work in progress)
- Travel around the country / world
- Internal programs like StartUp Deloitte and Impact Days are inspiring and energizing","- Expectation to work around the clock (early morning / late night calls, weekend work) to meet very difficult timelines
- Inconsistent talent development (both formally in Career Coaches and informally on projects, which leads to different competency within level)
- Lack of leadership in supporting talent / acting on feedback / implementing change internally (which is disheartening and hurts morale)",Manager,19,Jun,2021
233,Great firm to work with.,Tight deadlines and what not.,Auditor,19,Jun,2021
234,Money is good but could be better,You know what your getting into,Tax Senior,3,Jul,2021
235,"Flexibility, good resources, good network for different specialists","No work life balance, low compensation",Tax Senior,3,Jul,2021
236,Plenty of PTO and great culture,Working from home has been difficult,Executive Coordinator,18,Jun,2021
237,Have a structured training in place. People are nice to work with.,Not much to say here. Occasionally overtime but not too bad.,Auditor,18,Jun,2021
238,"I had about 3.5 years of industry experience when I joined Deloitte. I think it is better to start your career here so they mold you better into consulting. Joining from industry requires an adjustment period.
Pros: 1. Your career is what you make of it here. 2. No direct manager so less bureaucracy 3. Focus on skills and merit 4. Good exit opportunities 5. Excellent firm Reputation","1. Lots of ambiguity about your role/path 2. Easy to get lost in a sea of crowds, so have to constantly struggle to be relevant, especially manager and below 3. Project allocation gets done randomly without looking at practitioner interest and fit 4. Salary increase is very low.",Solution Specialist,18,Jun,2021
239,"Flexible working accommodations
Working with young people",Hours can be very long,Senior Audit Assistant,16,Jun,2021
240,"Flexible working accommodations
Working with young people",Hours can be very long,Senior Audit Assistant,16,Jun,2021
241,"Salary, benefits, and good culture",I have no cons other than competitive,Auditor,17,Jun,2021
242,Nice work environment for employees,Longer hours for my division,Investment Analyst,17,Jun,2021
243,"Great way to gain experience, lots of opportunities and great people","I left because the pay system was too rigid. I understand it's a huge company with lots of rules but treat me like a human, not a number. 401 k match is nothing in comparison to competitors",IT Business Operations Analyst,17,Jun,2021
244,Name recognition and large infrastructure are positives,Low pay long hours and moving towards less strategic work,Senior Consultant,17,Jun,2021
245,"- Deloitte branding
- Ability to experience all sorts of projects (unless you get staffed on a long term project against your will)
- Travel (RIP if you're junior staff)","- Lack of direct support since your manager changes for each project
- Lack of incentive to be a star. I started giving it 100% but the year-end feedback/promotion review does not accurately reflect the work done, it can be political
- Pay not adjusted for HCOL living
- No/minimal travel for junior staff",Strategy Consultant,30,Jun,2021
246,Cool place to work at,Could be a better place,Operations Analyst,30,Jun,2021
247,"Good, Nice incentives, Good Team spirit",Nothing much as of now,Data Analyst,16,Jun,2021
248,Training is excellent. DU is even better.,With such a large company it is possible you will work for people are not ideal.,Auditor,16,Jun,2021
249,This is hands down the best company I have/will ever work for.,I have nothing critical to say.,Solution Analyst,16,Jun,2021
250,"Studio leads trying to build a collaborative and good design culture. All designers in the studio (across projects) come together for a biweekly design huddle where one project's team shares what they've been working on in a case study format. There's also a design newsletter, meetups, group chats, etc. 

People in the studio are very friendly and everybody is always ready to help

*I believe* we are moving to a remote-friendly work environment where everyone has the option to go into work or WFH, whichever is preferred.

Projects can have a large impact (reaching tens of millions of ppl depending on the project)","Teams can be unorganized but can't blame them because new teams are spun up for every project so building team cohesion takes time

Sometimes working with clients can be frustrating but that's the nature of the job

Projects are sometimes not very challenging and fairly basic

Very hierarchical org so getting access to a certain tool can take a fair amount of time because it needs to go through multiple levels of leadership approvals (can be frustrating)",User Experience Designer,7,Jun,2021
251,"Steady Employment 
Good Pay
Great Benefits 
Upwards and lateral mobility","Pressure to Perform
Requires significant contributions to non-client work
Slow Burn Out
Minimal Diversity",Advisory Manager,15,Jun,2021
252,"Flexibility, People, Technical Resources, Growth","Long hours, Lack of leverage",Senior Tax Manager,15,Jun,2021
253,"Good PTO, possible travel perks","Cant always use your PTO, travel can drain you",Senior Consultant,15,Jun,2021
254,"Fair salary for someone starting right out of college, benefits","Initiative work, corporate politics, toxic work environment",Consultant,30,Jun,2021
255,"- Work with incredibly talented individuals
- Learn skills you can use your whole career",- Project staffing can be a challenge,Business Analyst,15,Jun,2021
256,"Deloitte provides the ability to work remotely from home. 
Deloitte strives for diversity and inclusion
Deloitte pays very well
Deloitte provides career advancement and training opportunities",I can't think of any cons!,"Contracts Manager, Government & Public Services",15,Jun,2021
257,"travel, WLB, team, projects, people","no cons here, overall great job",Analyst,15,Jun,2021
258,Lots of opportunities for all levels,"Lots of politics, cog in machine",Consultant,15,Jun,2021
259,Lots of benefits; young people were energetic and fun to work with,Only way to move up / earn more early is to know your leaders; People leave often for other firms; Very liberal. Not much room for opposing opinions even though they promote diversity and encourage people to speak up.,Consultant,15,Jun,2021
260,Great place to work very busy,Salary a little lower than other companies,Manager,15,Jun,2021
261,amazing place to grow especially for a first job out of college. limitless possibilities,pay is subpar compared to rest of industry; losing lots of top talent to tech,Technology Consultant,15,Jun,2021
262,A lot of PTO and holidays off.,Have to search people to get one answer.,Senior Software Engineer,15,Jun,2021
263,Great people and interesting opportunities,Difficult to transfer projects during the first year,Analyst,15,Jun,2021
264,"Good learning experience, work with smart people",Pay seems low for industry average,Consultant,29,Jun,2021
265,The people are ok. The firm is very quantitatively driven; everything is based on hours.,The hours and the lack of real sponsorship.,Tax Manager,29,Jun,2021
266,"PTO, nice people, well-being subsidy",Work / Life Balance. Pay.,Consultant,29,Jun,2021
267,Great company culture. Very transparent about roles and responsibilites.,I felt underpaid the majority of the time and certainly overworked.,Senior Audit Associate,13,Jun,2021
268,"Welcoming, warm, efficient.
Everyone that I have spoken to has been welcoming.","The company's massive size.
The flow of information has not been super comprehensive thus far as an incoming hire.",Business Technology Analyst,14,Jun,2021
269,Great salary and benefits are good,No work life balance. Always at client site,Senior Consultant,14,Jun,2021
270,Great culture smart people and great resources,Stressful live by deadlines and comp is below market,Senior Manager,14,Jun,2021
271,Greta learning opportunities all around,Long hours and difficult to move around the firm,Senior Consultant,13,Jun,2021
272,"motivated colleagues, easy to learn about any topic or industry, work can be very interesting if the right project is found",Can be on a project where work is not meaningful to you or work life balance is not good. You experience is heavily dependent on your ability to network and navigate the giant company.,Strategy and Analytics Consultant,14,Jun,2021
273,"Brand name, PTO policy, and Salary","Travel is extensive, work on RFP can be overwhelming",Specialist Master,14,Jun,2021
274,Similar to other Big Four,Not much work to do outside of busy season,Tax Senior Associate,14,Jun,2021
275,If you are a workaholic then it is the best company,No consideration for personal life.,Senior Consultant,26,Jun,2021
276,"Great company with great benefits, great name to have on a resume","The work itself is fairly boring and rigid. The hours and expectations are very long, most people below manager are making very low actual hourly rates",Consultant,28,Jun,2021
277,"Co-workers. Benefits. Perks (i.e. meals, happy hours, special events).",Hours. Managers. Busy seasons. High expectations.,Tax Senior,28,Jun,2021
278,"great company to build consulting career, lots of opportunities and great people & culture",work schedule could be demanding at times,Cloud Architect,13,Jun,2021
279,Everything is awesome at this company. They care for their employees,"The hours can be long, but that is the case with any accounting firm.",Audit Associate,13,Jun,2021
280,Great employer with good benefits.,"Work can be very stressful and boring depending on your Senior Consultants and Managers. Specially, if you work in External Audit. Further, some projects are very boring and commute times are long if you don't find yourself traveling very frequently which is also a bit tiring.",Advisory Consultant,13,Jun,2021
281,Competitive comp. Great company. Strong brand.,Hard work. Career development challenging.,Data Scientist,13,Jun,2021
282,Great pay and great culture.,Bad hours and tough deadlines.,Business Consultant,13,Jun,2021
283,"The positive culture that encompasses this company is unreal. Everyone is very understanding, accommodating, and truly makes you want to be your best self at work. I was a little worried before starting that Deloitte was going to be a mind-numbing corporate job (like my internship at another company), but I am so happy to say that that worry went away very quickly after starting 6 months ago.","There are definitely some days that are very long and filled with work and things to do, but the culture is very supportive of taking time off, taking small wellness breaks throughout the day (I try to go on a walk or go to the gym around lunch), and that is very much welcomed with working from home because everyone feels themselves burning out at some point. However, there are times where you have to put the client deliverables first and sacrifice extra hours worked. For me, that was an expectation of mine before joining the firm, maybe from working at a country club in college, but I have some peers that were not expecting that when they first started and had to acclimate a bit.",GPS Analyst,25,May,2021
284,"Great managers, directors, and leaders!",Overtime is killer! Hopefully the company fixes this!,Financial Analyst,11,Jun,2021
285,Have some flexibility in work.,Do not want to share,Specialist,25,Jun,2021
286,Good pay. Great springboard career-wise. You'll learn so much in a short amount of time.,You will work your butt off but learn hoards of new knowledge. It's also an unspoken thing to work way more than the 40 hours you're expected to charge.,Full Stack Engineer,9,Jun,2021
287,Company will train you for so many future experiences. The work is tough and the hours are long. But you will be a much better person for it.,You will work a lot. And there is lots of pressure and competition,Sales Manager,10,Jun,2021
288,Learned a lot - slide work messaging etc. Work life balance was terrible; but really depends on the partner/SM you work for.,"Everything - barely had time to sleep, constant travel, firm initiatives, the worst part is you can't trust anyone",Manager,15,Jul,2021
289,"Intelligent environment, great perks like fancy offices, wellness stipends, etc",Those coming in to the firm as experienced hires rather than campus hires tend to have larger base salary at the same level,Consultant,11,Jun,2021
290,"Big Four, Technology Resources, Investment in Development","Work / Life Balance, Hours, narrow pipeline for Director or Partner",Senior Manager,11,Jun,2021
291,"-amazingly smart team
-firm holidays
-flexible schedule
-overall culture
-high quality work","-high expectations at all times
-must participate in proposals/firm initiatives or will be considered low performer
-pay is less than industry",Senior Cyber Security Consultant,11,Jun,2021
292,"Deloitte is a great place to start your career and head off into ""industry""
The pay is OK, but the benefits are amazing
Tons of variety and freedom to pursue your interests","Once you get to the senior levels, be prepared for old-fashioned corporate American politics. Getting promoted is such a game. You could be performing amazingly well with clients, but you're screwed if your self-promotion game isn't on point with the strangers in your year-end review.

The government sector tends to underpay by a lot. If you're a campus hire, don't expect to make as much as an experienced hire coming in with the same experience later on down the line. They'll pay competitive for them, but have you locked into a pretty lame pay scale progression. I boomeranged (left and came back), bumping my pay above my campus hired peers. 

You have quite a bit of latitude in selecting projects, if the timing works out, but getting on the wrong project and getting ""pigeon-holed"" will destroy your career and promotion ambitions.

Also, you'll need to sacrifice quite a lot to out compete your peers to get that promotion. Got kids and want to see them? Too bad. Most of your peers don't have kids and are able to out compete you on firm contributions (e.g. internal initiatives, proposals, white papers, etc.)",Anonymous Employee,23,Jun,2021
293,Really friendly and supportive teammates,Changing priorities leads to things getting lost in the shuffle,Associate Analyst,24,Jun,2021
294,lots of opportunity. great to network,"politics, people arent the best",Senior Accountant,25,Jun,2021
295,Amazing culture focused on clients & talent development,For this industry - not many. Be ready for hard work.,Tax,10,Jun,2021
296,Best place to work by far.,Cero cons to add. Deloitte is an amazing firm,Senior Consultant,10,Jun,2021
297,A few good teams exist but they are hard to find,Lack of support from upper management,Senior Consultant,24,Jun,2021
298,"Only work 40 hours, good PTO, good teammates","Services treated less than the rest of the firm, changing expectations, low wages",Executive Coordinator,24,Jun,2021
299,"lots of clients
fancy happy hours
resources","no worklife balance
cut throat
stressful 24/7
awful pay",Audit Associate,24,Jun,2021
300,"lots of clients
fancy happy hours
resources","no worklife balance
cut throat
stressful 24/7
awful pay",Audit Associate,24,Jun,2021
301,Meh Looks decent on resume,Bleh cheapest and worst of big 4 in my opinion,Senior Consultant,24,Jun,2021
302,Company laptop and cell phone,"Quite a few:

Poor Leadership
Constantly changing vision
No new business opportunities or work
No training opportunities
Below market pay",Project Associate IV,25,Jun,2021
303,"- Lots of diverse experience and exposure (internally and externally)
- Benefits the ""driver"" who knows exactly what area he/she wants to work in (Deloitte does everything, and if you know what area you want to work in and why, you can do it)
- Plenty of training resources available
- Many smart people working on developing products/solutions to take to market—this is interesting and challenging work if you are on a team that builds this stuff
- Excellent exit opportunities to industry (companies like AWS, Google, Microsoft, etc.)
- Fast pace is tough but means you learn a lot very quickly","- Corporate bureaucracy and politics apply
- Innovation/creativity is limited in most areas, especially implementation
- Officious project management teams either slow everyone down or add unnecessary work
- Cyber practice is oversold and understaffed—employees are all spread very thin
- Culture of constant competition and ""up or out"" can be exhausting 
- Expectation to contribute to firm initiatives on top of client work, compliance, learning/training, etc.",Senior Consultant,2,Jun,2021
304,"Overall well rounded development 
ample opportunities to learn and grow but contingent to your networking abilities",You may be stuck to a particular business/ function,Senior Consultant,10,Jun,2021
305,"good environment
friendly staff
friendly management
good learning place","workload
worklife balance
stress life
peak period
only manufacturing sector",Audit Assistant,10,Jun,2021
306,Lots of different types of opportunities,Very hierarchical and can move slowly,Consultant,10,Jun,2021
307,great flexibility. you can WFH a lot.,a lot of hours in busy seasons.,Tax Senior,10,Jun,2021
308,Great opportunities for growth in your career,work life balance can be tough,Senior Consultant,8,Jun,2021
309,Very work life balance oriented,"Dry work, not very challenging",Anonymous Employee,9,Jun,2021
310,I enjoy working at Deloitte Consulting! The teams are great and the work is extremely engaging,Lower base salary than what I have heard at other companies,Technology Consultant II,9,Jun,2021
311,Excellent organization to work and grow,Organization with unlimited learning opportunities,Specialist Leader,9,Jun,2021
312,Brand Powerpoint Excel Word High Profile Network,Grunt Work No recognition Horrible Pay Politics Disrespectful,Consultant,13,Jul,2021
313,Good name brand recognition globally,Too many work hours per week,Consultant,11,Jul,2021
314,"Collaborating with some of the worlds top SME in multiple industries

Highly supportive professional development tolls and people

Working with real-world  highly relevant  solutions for global organizations","Extremely competitive up or out environment

Significant travel",Director,9,Jun,2021
315,"great flexibility, great benefits especially for parental leave.",Bonus and raises are not great.,Senior Campus Recruiting Specialist,9,Jun,2021
316,"Great overall benefits, passionate people, lots of opportunities, interesting work","Evaluation process could be improved, huge wage gap exists, expectations for work hours is high and work/life balance doesn't exist especially the higher you climb, those at the top all look the same",Manager,9,Jun,2021
317,"good culture, good people, strong brand on resume",poor salary increments and bonus compared to similar roles at MBB,Consultant,9,Jun,2021
318,People are nice and friendly,Work life balance is not ideal,Audit Senior,22,Jun,2021
319,Great brand name to start a career,Pay is low and hour is long,Senior Consultant,13,Jul,2021
320,"- No travel but consulting experience with a big 4 firm
- Work life balance (if you have citizenship)","- Benefits significantly different than core consulting. 2 weeks parental leave vs 16 for example
- Pay and annual bonus slightly less than core consulting",Senior Solution Specialist,6,Jun,2021
321,Great work life balance in Texas. Have heard some crazy hours in NY and CA but I guess offices in Centra are more chilling.,"Clients' industries are limited, mostly oil & gas in Houston area.",Audit Senior,7,Jun,2021
322,"People, clients , opportunities, comp & flexibility",We work hard but are fairly compensated,Certified Public Accountant (CPA),8,Jun,2021
323,Great Place to work at,Counselors are not as active.,Solutions Specialist,8,Jun,2021
324,"Supportive, Collaborative, Innovative with good culture","Bureaucratic, Overworked, sometimes easy to get into the “consulting bubble”","Consultant, Strategy & Analytics",8,Jun,2021
325,Some of the best benefits I have ever encountered as far as health insurance etc.,"NO work life balance, the hours you end up working make your pay not even worth it.",Tax Senior Consultant,12,Jul,2021
326,Exemplary leadership at the very senior levels,Low Pay and Rough Hours,Senior Manager,8,Jun,2021
327,"Excellent people within Consulting, particularly Human Capital practice. Good teammates and leadership who emphasize professional development and personal wellbeing.",Compensation lags behind other top consulting firms. Work-life balance is heavily dependent on partners and projects.,Manager,8,Jun,2021
328,Good projects in different industries,No work life balance - crazy hours.,Manager,22,Jun,2021
329,Good people to help you learn and move forward,No work/life balance there in busy season,Tax Consultant,22,Jun,2021
330,"Focus on wellbeing, cool projects, have great social events outside of work","High expectations, can end up working a lot",Risk and Financial Advisory Senior Consultant,7,Jun,2021
331,Great company to work for,No cons to share now,Senior Consultant,7,Jun,2021
332,"Good culture; amazing people
care about your well-being","hours can be hard, depending on client and industry",Consulting Manager,7,Jun,2021
333,They company promotes work opportunities and gives guidance on how to achieve them.,long hours st times 60 plus per week easily,Chief Operating Officer,7,Jun,2021
334,"Good benefits, smart colleagues, generous PTO","High hours, low pay compared to market",Audit %26 Assurance Senior,7,Jun,2021
335,World class professional services organization.,Communication and feedback regarding performance.,Manager,21,Jun,2021
336,Great company to grow career.,no cons to think of.,Consultant,6,Jun,2021
337,"Tons of different experiences, generous PTO","Long hours, pay not always super competitive",Consultant,6,Jun,2021
338,"There are a lot of great things about Deloitte and when you are well aligned and things are humming, you never want to leave. It’s fantastic.","But, when you are not well aligned due the way the business is organized or metrics or otherwise it is painful. 
Also, I am surprised Deloitte doesn’t offer coaching as part of it’s benefits package to employees.",Leader Development,20,Jun,2021
339,"Decent Work life balance, good people",Compensation below market and alternatives,Engagement Manager,20,Jun,2021
340,Benefits and bonuses tend to be nice. Access to Udemy and LinkedIn Learning (if you have time/energy to take courses on the site). Can enroll in PMP classes through the company.,Leadership only cares about the next client deliverable. They dont emphasize personal growth and education. This could have been my group but many people felt this way. Business model is based on leveraging staff in India which means you will constantly be checking bad work and having early morning calls to discuss issues. Lack of emphasis on technology. No cross training on technology.,Senior Tax Manager,16,Jun,2021
341,"If you have not had a professional job before, this is an excellent starting point for you will learn a lot about the real world of working and you will learn it fast. From business etiquette to basic industry knowledges, you will be exposed to it all in some degree and fashion. 

You somewhat have the ability to chose the path you take while at Deloitte. Meaning if you are strategic with your connections and can swoon via telecommunications, you can migrate from projects until you find your niche.","There is this umbrella of unsaid but very much applied pressure at Deloitte. As I am sure it is at other large firms. The con of this is that no one acknowledges the pressure, and in actuality, they speak and act the contradiction of it. At the firm, everyone wears this face of ""we are the happiest we have ever been, there is no greater place that Deloitte, I love my work/life balance"" but in actuality that is not what is going on. If you are not online at all times, it is frowned upon. If you are not contributing over 100%, you are slacking.",Business Analyst,26,Apr,2021
342,"Good pay, interesting work, good benefits",Not good for work life balance,Cyber Risk Manager,5,Jun,2021
343,Name Brand with Potential Exit Opportunities,"The hours are long, be ready for it",Tax Consultant I,5,Jun,2021
344,"Great clients, amazing training ground and investment in training",Work life balance can be a challenge especially for people with young families,Partner,5,Jun,2021
345,Great opportunities to lead and communicate with clients,Low pay for the number of hours worked,Consultant,3,Jun,2021
346,Lot of opportunities to learn and grow your network.,Hard to gauge value after being at firm 3+ years.,Manager I,4,Jun,2021
347,i like my team i work with,too many hours. too much work,Tax Manager,4,Jun,2021
348,Good exposure in terms of client interface,Very toxic environment to work and low worklife balance,Senior Consultant,18,Jun,2021
349,Good exposure to a lot of different areas,Busy season requires long hours,Senior Auditor,18,Jun,2021
350,"Strong technical people, lots of training available, interesting work",low pay - much lower than industry standard,Senior Software Developer,18,Jun,2021
351,"Love the people, diverse client experience and the flexibility to switch projects","Not so great compensation, poor 401K, and the pressure to out-perform",Senior Product Manager,18,Jun,2021
352,"people, flexibility (project dependent), benefits","can travel a lot, projects can be tricky to navigate",Senior Consultant,3,Jun,2021
353,Changing to more of a product company. Ample opportunity for growth. Work on new exciting stuff,Still immature in some aspects on products. Services side tends to outvote product side,Senior Product Architect,3,Jun,2021
354,"Pretty good work life balance, people support you and want to help you grow",Culture is mostly great but can be intense depending on what project you're on. Firm initiatives also can be tough,Consultant,3,Jun,2021
355,great company in my eyes,not much to speak of,Senior Manager,3,Jun,2021
356,people are great to work with,the hours are very long,Manager,3,Jun,2021
357,Work life balance is good,Talent management and processes leaves much to be desired,Senior Solution Manager,3,Jun,2021
358,Great challenges with new technologies,Not always clear on long term goals,Senior Cyber Security Architect,3,Jun,2021
359,"Challenges you to grow
Recognizes high performance",Can get lost in the shuffle if not careful,Manager,3,Jun,2021
360,"- Lots of opportunities
- Smart peers and colleagues","- Firm pigeon holes you
- Lack of adequate raises/bonuses",Business Analyst,3,Jun,2021
361,"Working with a great team.
Getting to work on things I enjoy, Java Development, while learning new skills like Infrastructure of projects.","Work for USDC, so after being hired on, have to find a project to work on. Many friends joined projects that were in deadlines and started working 50+ hours a week after starting. And experience seemingly was different for each of my coworkers that were hired on with me. 
So not always a good fit for every project.",Solutions Analyst,3,Jun,2021
362,They are very accommodating for their employees.,Hard to get up the chain.,PROJECT DELIVERY SENIOR ANALYST,3,Jun,2021
363,Culture is great and inclusive leaders.,Hours can be bad if in audit.,Senior Advisory Manager,3,Jun,2021
364,"- Decent compensation and appreciation awards
- Great workplace well being initiatives
- Strong current and past network to leverage and find your career path
- Great legal support for employees on work visas","- Consulting comes with inherent challenges which if you're not prepared for can prove very challenging
- Compensation can get affected by situations which are out of your control especially when you're on a work visa
- The work hours and normalized rate of effort can be a shell shock at first and definitely can cause easy burnout",Advisory Senior Consultant,3,Jun,2021
365,"- Learn the gold standard
- Smart high performing people 
- Can switch to different projects 
- Could stay here forever","- Promotions are based on how long you’ve been there not your performance 
- Massive paper pushing 
- Experience is super project dependent (a lot of bad projects and bad managers but also a lot of good projects and good managers)",Consultant,3,Jun,2021
