,pros,negs,profession,day,month,year
184,"Good pay, cutting edge technology, can learn a lot.","Sales and Managed Revenue expectations at SM are tough if you come in as a SM and not organically promoted within. Very matrixed which can be good because you can pursue work that is meaningful to you, but also means that noone is really looking out for you.",Senior Manager,14,Feb,2022
185,Great bonus and base working there,Mot good work life balance,Senior Consltuant,30,Jan,2022
186,It is a good learning experience,There is no overtime given,Audit Intern,30,Jan,2022
187,Lots to learn and great people to work with,Long work hours and few resources due to short staffing,Auditor,30,Jan,2022
188,"Pay for Performance

Coworkers are genuinely very bright, and you will learn a lot","You will struggle to do anything besides eat, work, sleep, and workout during the week",Consultant,30,Jan,2022
189,Professional respect and great benefits,Work life balance not great at the moment,SAP Managing Consultant,30,Jan,2022
190,Professional respect and great benefits,Work life balance not great at the moment,SAP Managing Consultant,30,Jan,2022
191,"Benefits, large company structure, project preferences","Salary, no WLB, stock restrictions",Analyst,27,Jan,2022
192,Great benefits. Average work life balance.,Large company that can be easy to get lost if you don't advocate for yourself.,Manager,29,Jan,2022
193,Good salary and rigorous training provided,"Very intense lifestyle, need to enjoy hotel living",Business and Operations Consultant,11,Feb,2022
194,I learned alot through my managers and my mentors.,There is often issues in communicating,IT Manager,28,Jan,2022
195,"good corporate benefits, flexibility in locations",absolutely no value for an individual person or their well being. they work you 24/7. you aren't allowed to have a life outside of work or you are penalized for it.,Senior Consultant,1,Mar,2022
196,"good compensation, benefits are good but could be better","Unfortunately, there are so many ""Managers"" that know nothing more than having calls and doesn't really know how to do the stuff also a lot of consultants that are in a rush to become managers and doesnt really know how to do the stuff, they just want to get there to do nothing more than to delegate",Specialist Senior Consultant,24,Jan,2022
197,"The people, The opportunities, the lateral promotions",pay can be a bit low sometimes,Consultant,28,Jan,2022
198,Exposure and professionalism. Yes yes yes,Benefits no no no non,Specialist Senior,28,Jan,2022
199,"Training, interesting work, fast-paced, strong clients",Lots of politics and project-dependent. Lots of hours.,Senior Consultant,28,Jan,2022
200,There are many great people in the teams.,The busy season hours are really crazy.,Audit Assistant,26,Jan,2022
201,"Interesting projects and smart people
Breath of work
Benefits","High workload culture
Comp grows slowly",Senior Manager,27,Jan,2022
202,"Lots of available resources , good pay",Too many hours and no work life balance,Advisory Consultant,9,Feb,2022
203,"Activities, PTO and free food at office.",Billable hours. Micromanaging. Toxic culture.,Tax Associate,27,Feb,2022
204,you'll never pay for a dinner since you will be working till 9pm everynight,everything- literally feel like you are owned by them. Not a healthy enviorment,Senior Consultant,28,Feb,2022
205,Amazing exposure to complex tax concerns with large clients,Low work life balance and high expectations,Tax Senior,27,Jan,2022
206,"-you can determine your own success
-freedom to do your own initiatives
-plenty of contracts and work to go around","-Nobody else is looking out for you
-performance ratings are very arbitrary
-Everyone looks out for themselves",Senior Consultant,9,Feb,2022
207,You can explore different teams in the company,people in the company mistake you as an intern often,SHINE Marketing,10,Feb,2022
208,Flexibility and benefits and initiatives,"Low salary, high pressure, high turnover",Tax Senior Manager,26,Jan,2022
209,Start class community is great,No investment in career growth,Business Analyst,9,Feb,2022
210,Making sure to Always keep you busy.,Work life balance. Flexibility. Weekend work,Senior Consultant,1,Mar,2022
211,"remote work, good env, good",no cons: did not find anything,React Developer,22,Jan,2022
212,learning a lot during the job,too much work with not enough pay,Audit Associate,25,Jan,2022
213,"Good benefit, decent salary, flexible working hours","high sales requirement, sometimes very busy",Senior Manager,25,Jan,2022
214,"Great experience, clear career path and easy to transition.",Long hours. You are always learning something new; which is a good thing but can get tedious.,Audit,26,Jan,2022
215,"Work Life Balance
Compensation and Benefits","Limited Choice with First Project Placement
Large Company",Business Analyst,26,Jan,2022
216,"Pay, benefits, work-life balance are decent.","There are a lot of requirements and too much pressure to do ""extra-curriculars"" within the firm. Leads to burnout on top of client work.",Senior Consultant,9,Feb,2022
217,"Benefits
Countless opportunities to learn
Great network of people","Can seem slow
Can become pigeon holed",Consultant,25,Jan,2022
218,overall is goo to company to work for,"salary is average, but nothing to complain",Data Engineer,25,Jan,2022
219,"Flexibility, culture, projects, quality, opportunity","Travel
Work life balance
Pay compared to its competitors",Senior Consultant,25,Jan,2022
220,Good reputation as well as good exit opportunities,the pay is below market value,Business Valuation Analyst,25,Jan,2022
221,Top 4 consulting firm-part of big 4,No specific Cons as such,Project Manager,7,Feb,2022
222,"Great Company Name, work with interesting clients, depending on the team, the people at the company are great",The company is too big for an employee to feel like they matter. Pay is too low for the amount of work we do.,Financial Analyst,8,Feb,2022
223,"Great people, amazing benefits, lots of employee development","Minimum 45hr work weeks; pandemic has really skewed the work-life aspect of the job, and it's difficult to pull back when performance reviews are tied to being a team player who pulls their share",Financial Risk Analyst,8,Feb,2022
224,"Awesome team, fantastic culture, decent work life balance. Benefits and PTO are very competitive. No shame in using all vacation time, large teams allow for sufficient coverage.",The volume of work has skyrocketed while we try to hire. Certain managers do not protect the teams from unrealistic workloads. The pay does not justify the required overtime.,EFA Senior Consultant,22,Jan,2022
225,great pay and great atmosphere,work from home depending on project,Cyber Risk Analyst,23,Jan,2022
226,Flexibility in working and opportunities,Sometimes misalignment of skills and job profile,Graduate Student,24,Jan,2022
227,Great experience to learn from smart individuals,None. Experience as expected for start to career,Senior Audit Associate,24,Jan,2022
228,"It's a great company that will forever make a lasting impression on you, with amazing starting benefits, competitive consulting pay, and lots of opportunities to figure out your path & to grow.","The pay is competitive but not high compared to what you could make full time at an enterprise or another company. Most big tech / big company benefits are slightly better - especially in 401k matching. Very structured in terms of advancement, you have to go through your ~2 yrs to promote to consultant, ~3yrs to promote to SC, etc.",Solutions Engineering Analyst,24,Jan,2022
229,Some people really made me want to work hard during my time at Deloitte.,"There were so many cons with Deloitte that made me want to leave the job within the first month of working there. Long hours, demeaning people, no one teaches anything really, and a lot of unimpactful work overall.",Business Analyst,25,Feb,2022
230,"Competitive salaries, consistent raises, multiple award options, and flexible work schedules. The company offers a large amount of professional education options either through virtual learning or in person opportunities at Deloitte University. Travel is easy to schedule and manage.","Cultures and diversity vary across accounts, balancing different types of work (education, admin, client, firm, etc.) can be challenging at first. The coaching set up can be very hit or miss depending on how involved or overwhelmed a coach can be.",Management Consulting Senior Consultant,20,Jan,2022
231,"Smart people, great culture, good pay","Long hours sometimes, huge company",Senior Consultant,20,Jan,2022
232,Great work life balance and flexibility,Performance ratings are still vague and there’s a lot of paperwork,Consultant,24,Jan,2022
233,"Lots of cool projects, lots of fun people to work with. It's a great place for career development and learning. The opportunities for networking are endless and you get a lot of support from colleagues!",A large company means lots of red tape that could be an obstacle to creativity,Marketing Specialist,20,Jan,2022
234,Good company to work for,I don't have any cons to report as of now,Consultant,23,Jan,2022
235,"Flexibility, professional, career growth opportunity",Compensation is low with small incremental increases,"Manager, Creative Services",23,Jan,2022
236,"Professional work culture, pro bono opportunities","Few opportunities for advancement, no opportunities for promotion",Consultant,24,Feb,2022
237,"Lots to do, everyone is pretty bright","Salary is meh, projects can vary a lot",Senior Consultant,21,Jan,2022
238,It is a great learning experience and the chance to work with very talented people.,"The culture in the company can be hypocritical at times. Look out for the micro-managers and the opportunists. They are not a majority, but there are enough of them to create a bad work environment! Deloitte didn't manage Covid well in comparison with EY or Mckinsey!",Senior Specialist,1,Feb,2022
239,Good Salary and Comp Package,Very Competitive internally with a lot of Partners,Partner,21,Jan,2022
240,"Lots of different types of clients, smart coworkers to learn from, lots of learning resources",Tax has very busy periods and the work can be demanding at those times,Tax Consultant- II,21,Jan,2022
241,"smart people, constant workflow, top clients",There are no cons at DT,Tax Senior,21,Jan,2022
242,Benefits are nice and the people are very supportive,"Work life balance, charge hour goals",Tax Senior,21,Jan,2022
243,Great consulting firm to start,Easy to get lost in how big the firm is,Analyst,21,Jan,2022
244,Everything is so great there.,Nothing is that bad compared to other companies,Tax Consultant II,21,Jan,2022
245,"Work-life balance on the federal side has generally been great, with a few exceptions around proposal season (which is to be expected). With the pandemic, leadership has made a sustained, and what appears to be sincere, effort to focus on mental health in the form of extended firm holidays and PTO now counting towards utilization rates. 

Work has moved to a remote-hybrid combo, where you are free to work wherever you want, outside of client restrictions. In my personal experience, this has been excellent: less time traveling, more time spent with my family, and I feel like I'm delivering better work at the end of the day because I'm happier and have more energy.","As a developer, I feel like my time at Deloitte is limited. There isn't a dedicated path forward for technical people who want to remain on the traditional consulting track; all senior positions seem to come with some form of sales requirements or general management.",Senior Consultant,17,Jan,2022
246,has some of the best benefits out there,some toxic workers make it worse for everyone else,Manager,21,Jan,2022
247,Great pay and people are top tier.,High expectations outside of day to day work,Senior Consultant,21,Jan,2022
248,great consulting projects and customer interactions,it is good for person who like traveling.,Solution Architect,4,Feb,2022
249,I really like it here,I have nothing bad to say,Recruiting Specialist,19,Jan,2022
250,You get good exposure here,Working Hours are very long,Security Analyst,19,Jan,2022
251,"Best resources, best clients, best talent",Work life balance. Long hours.,Senior Tax Consultant,19,Jan,2022
252,always provides good training opportunities,work life balance and pay is low,Senior Tax Accountant,20,Jan,2022
253,Very good place to work,Cant think of any cons.,Tax Senior,20,Jan,2022
254,its been great to work here,work life balance can be difficult,Analyst,20,Jan,2022
255,"Worked with bright people, great technology, resources and client base. Great to have on resume.",It can be a competitive workplace.,Marketing Assistant,19,Jan,2022
256,"-people 
-well being subsidy 
-exciting projects","Inadequate compensation 
Network driven - it’s all about who you know",Anonymous Employee,20,Jan,2022
257,Great place to work and good management,Oppressive compliance requirements to maintain employment,Automation Specialist,18,Jan,2022
258,"High Reputation, Big Four, Good experience on your resume","Long time, High Pressure, Lower Salary",Senior Associate,19,Jan,2022
259,"- Lots of opportunities
- Very flexible
- Middle managers understand family lives exist, and upper management verbally supports this","- A bit pretentious, but that goes with the territory",Data Scientist,19,Jan,2022
260,Great Benefits! Great work life fit balance!,Salary could be higher. Not understanding of weekends.,PMO Manager,19,Jan,2022
261,"Opportunities to grow skillset and learn new ways of providing services, learn about your marketplace, and build professional and leadership skills.","Lower salary, corporate red tape.",Solution Analyst,18,Jan,2022
262,"Name recognition
benefits
career projection
relatively rapid promotions",salary is a lot higher for the same skillset at other companies,Consulting Analyst,18,Jan,2022
263,"Great culture, a lot of benefits that aren't salary and generous PTO.",Can be overwhelming at times.,Analyst,19,Jan,2022
264,"Good springboard to an actual career, lots of young attractive smart people","Too many hours, too little pay",Audit Senior Associate,19,Jan,2022
265,Good people to work with. Good culture.,Busy season is long and hard.,Tax Manager,19,Jan,2022
266,Doing better with Work/Life Balance; increased focus on mental health,Large firm; bottlenecks when it comes to getting things done because there's so much red tape.,"People Analytics Lead, Human Resources Reporting",19,Jan,2022
267,"Great benefits
Most people are nice but upper management needs a revamp","Lower level consultants are exploited 
Bad upper management
Unreasonable hours",Senior Consultant,1,Feb,2022
268,"Cash heavy compensation. Project flexibility, Paternal leave",401k is useless. Networking is everything,Project Delivery Manager I,2,Feb,2022
269,"Diverse experience, lots of good people to work with",does not follow work-life balance rule,Internal Audit Manager,2,Feb,2022
270,"Fair hours, nice benefits, great teammates","Repetitive work, little interest in the work being done, controller role more than analyst role",Engagement Financial Advisor (EFA) Analyst,2,Feb,2022
271,You gain a significant amount of experience through a project based environment where you are given responsibility from day 1. You can drive where you want to work in the firm through networking.,Not all of the projects are great,Consultant,17,Jan,2022
272,Great benefits and work at home inventive,A lot of autonomy which can be difficult to navigate,Consultant,18,Jan,2022
273,Everything this company is awesome!,There are no real down sides.,Business Analyst,18,Jan,2022
274,"Deloitte is such a wonderful company to work for. Like any companies, there are ebs and flows, but Deloitte knows when its employees are going the extra mile and will always compensate for it.","Depending on the project you're on, the work hours can be long and grooling. However, working your way up the totem pole has its advantages because it strengthens your power to say no to working long hours, weekend, etc.",Consultant,18,Jan,2022
275,Great teams and interesting projects.,Work/life Balance and Benefits could be better,Consultant,18,Jan,2022
276,"- Brand Value
- Work culture
- Broad range of projects you get to work on","- Working hours, work pressure, depends on projects and teams though",Senior Analyst,18,Jan,2022
277,pay and benefits as a company,negotiation and hours can be complicated,Business Analyst,17,Jan,2022
278,Love the flexibility and ability to do different projects with different clients.,Having to find projects can be stressful,Senior Consultant,18,Jan,2022
279,Compensations is adequate when you perform at the industry level,Low perform and you are out,Senior Manager,18,Jan,2022
280,"Flexible work, ability to set standards with team",Sometimes people are not honest about feedback.,GPS Consultant,18,Jan,2022
281,Deloitte offers great employee benefits,None that I can think of,Senior Consultant,18,Jan,2022
282,Good opportunities to grow and learn,"Underpaid, below what other firms give",Analyst,1,Feb,2022
283,work culture and people are good,sometimes dead lines are really tough.,Senior Dotnet Developer,1,Feb,2022
284,"Excellent, Good, Awesome, Good, Excellent.",Could have been more better,Human Resources Generalist,17,Jan,2022
285,Good experience and firm - loved the culture and people,Specialized field so exit opportunities are limited,Tax Consultant,17,Jan,2022
286,"Tons of benefits 
Really care about your happiness","Sometimes long working hours 
Make you do internal contributions",Consultant,17,Jan,2022
287,Great exit opportunities for consultants,No work life balance is respected,Solutions Engineer,17,Jan,2022
288,"Very structured, helpful at times.",Work-life balance and company culture are not where they should be.,Real Estate Consultant,1,Feb,2022
289,Awesome place to work these days,Lateral moves areas can be hatd,Consultant,13,Jan,2022
290,Awesome place to work these days,Lateral moves areas can be hatd,Consultant,13,Jan,2022
291,"Throughout the course of the internship program, you'll receive formal and informal mentorship and training
More job highlights",When working I was satisfied it’s a perfect place to work they change lives too,Solution Engineer,17,Jan,2022
292,"So far have been lucky to be on good teams where I have the skillset to succeed. Some crazy hours, some not. Have seen them screw over others, luckily it hasn't been me.","Hours aren't the best, and when you first start out, assignments are kind of random, so it's kind of a gamble. Luckily there are 3 other firms that do the exact same thing that you can try it out at.",Senior Accountant,17,Jan,2022
293,"Great team, well managed, ok compensation.",bad 401k. worst attrition. long hours,Specialist Manager,17,Jan,2022
294,Good people to work with,Long hours during busy season,Audit Associate,15,Jan,2022
295,"healthy work environment, nice worl culture","nothing , no pressure , I don't feel anything wrong",Project Delivery Specialist,16,Jan,2022
296,Great company culture and opportunities,Can feel large and difficult to stand out/ make a name with such a large company,Product Manager,11,Jan,2022
297,You join for the experience - the name follows you forever,Very limited by the staffing managers,Business Technology Analyst,16,Jan,2022
298,Great Folks to learn from,Lack of support to grow next level,Senior Manager IT,30,Jan,2022
299,People are great indeed here,Time time time time time,Analyst,14,Jan,2022
300,Deloitte offers so many opportunities for growth and learning.,You will work long hours but that comes with any job in public accounting,Audit Associate,14,Jan,2022
301,"-Career mobility
-Unlimited opportunity
-Incredible and meaningful work
-Excellent, inclusive culture 
-Leadership actually cares",-I can't think of any,Consultant,14,Jan,2022
302,The headline says it all. I have been with the firm for 4 years and I have consistently been grateful to work for such an amazing company!,None I can think of which need to be pointed out,Manager,14,Jan,2022
303,Pay is solid & well-being subsidy is a nice touch,"Client, Client, Client no time for small talk or doing something with co-workers you need to get back to the office tonight & finish that client deliverable",Advisory Analyst,28,Jan,2022
304,"Mentorship, benefits, quality of work","Base Pay, lots of politics",Data Scientist,14,Jan,2022
305,Great work culture and opportunity to work with finest professionals,No skills mapping and proper resource allocation to the projects,Senior Executive,14,Jan,2022
306,"Flexibility, PTO, modern work culture","Busy seasons, Compensation, you feel a bit like a cog that can be replaced",Tax Senior,14,Jan,2022
307,Good company to start with,Not many cons I can think of.,Solutions Specialist,28,Jan,2022
308,There a wide range of projects to choose from and learn in the early stage of your career.,Not for people who want to be in tech. The culture is bad with the upper management only concerned about ticking tasks and signing contracts.,Consultant,28,Jan,2022
309,"Deloitte offers well-being subsidies, hybrid commuting reimbursement, and hybrid productivity allowance as well as a pension after three years, 401K, and twenty-four days of PTO.","While Deloitte's reputation as an accounting firm precedes itself, it is not conducive to computer engineering. My first project manager was utterly incompetent, and the architect totally unprofessional. Actual work suffers greatly because there is no constructive collaboration and engineers only worry about their personal utilization (for bonuses.)",Specialist Senior,14,Feb,2022
310,Brand recognition helps find the next job,Most of the partners got to be partners by managing up well,Senior Manager,27,Jan,2022
311,"Good people , good opportunities to connect","Bad work culture, managers make a harrowing experience for freshers",Graduate Student,28,Jan,2022
312,Agressive winning culture that is great at fostering learning and providing stretch opportuities,Compensation seems to be lacking to the market.,Analyst,12,Jan,2022
313,Coworkers are awesome and friendly; decent benefits; wonderful networking and social opportunities covid permitting,Might take a little while to get aligned with a project that interests you,Cyber Security Analyst,12,Jan,2022
314,Management cares about your career path and want to help you grow,Project work is hit or miss,Technology Consultant,13,Jan,2022
315,"Generous vacation allowance 
Flat organizational hierarchy - approachable leadership team
Interesting work
Great people","Weak 401K match
Highly variable work hours",Consulting Senior Manager,13,Jan,2022
316,Room for advancement if willing to work,Office politics and irregular hours,Accountant,13,Jan,2022
317,"Dynamic projects, great reputation, global footprint, solid comp.","Travel, intensity, harder to navigate if you did not grow up there.",Senior Manager,13,Jan,2022
318,Exposure to variety of clients and projects,Long hours. Sometimes discarded. Mundane work. Have to brown nose to get ahead,Solution Consultant,27,Jan,2022
319,"Benefits are amazing - time off, parental leave, etc. are top-notch, sabbatical program is fantastic.","Internal services employees are treated poorly both in terms of career development and culture, plus you will be paid under market. I increased my salary by $40K leaving for a role that didn't demand I'd be ""on"" all the time.",Human Resources Business Partner,27,Jan,2022
320,"Looks great on resume
Challenging work
Builds technical Skills","Competitive environment
Work you to the breaking point
No room for error",Audit and Assurance Assistant,27,Jan,2022
321,Good company great benefits! Good experiences with management as well,Just long hours sometimes. Busy seasons can be exhausting,IT Auditor,27,Jan,2022
322,Loved my time at Deloitte. The people there were super chill and I was staffed on a great project (finance).,Don't have any cons to point out,Senior Consultant,11,Jan,2022
323,good leadership - reasonable promotion,recent employee turnover was too much.........,Senior Consultant,11,Jan,2022
324,"Interesting work, flexibility, good learning/growth opps","long hours, can't avoid it. busy season can last year round if you let it",Auditor,25,Jan,2022
325,"You will hear this a lot through your interview process but the people and the company culture. The company culture is built on putting the employees and their well-being first, so your co-workers are generally super understanding no matter your circumstances and yeah getting the work done is important but you and your well-being always takes precedence. the company also has great benefits, which is an added plus.","When you are first starting out the work can be pretty tedious but stick it out and you can learn a lot working here, even if its just for a short time.",Risk and Financial Advisory Analyst,11,Jan,2022
326,"Maternity leave, atmosphere, pay, and the network",Work life balance is very off.,Consulting,11,Jan,2022
327,"- Looks good on a resume
- Good experience","- Horrible pay for the amount of schooling and hours worked.
- You are nothing more than a warm body.",Graduate Student,26,Jan,2022
328,"Benefits are pretty good
Lots of work life balance in GPS practice",Expected to do more work outside of client work,Supply Chain Analyst,11,Jan,2022
329,Lots of opportunities to improve your skills outside of the project,There are a lot of people with their heads up their butts. Also need to help make money for company by doing firm initiatives to climb the corporate ladder,Consultant,25,Jan,2022
330,Great people to work with. Great experience. Impressive support services for your career and I appreciate the work they do in the community.,"Long hours, but that is expected. No worse than other audit firms and you definitely benefit from the effort you put in.",Senior Auditor,9,Jan,2022
331,Quality Experience no questions asked,Real Quality Time at the D,Analyst,10,Jan,2022
332,"Great employee wellbeing and benefits
Great facilities and career development programs
People are very friendly and helpful","Long hours during busy season
High turnovers",Audit Senior,9,Jan,2022
333,"flexibility with work from home, great teammates and ability to explore a variety of areas of interest",work life balance challenges with long working hours,Senior Technology Consultant,9,Jan,2022
334,"Massive opportunities for growth, carve your own path","even at the same level and experience, people get different pay.",Consulting Analyst,9,Jan,2022
335,Good team. High IQ. Great environment,Pay is not appropriate for the amount of hours worked,Financial Analyst,21,Jan,2022
336,Good environment with colleagues and a clear career path,Work life balance and lack of a proper HR department,Senior Consultant,23,Jan,2022
337,"A very collaborative environment. 
Plenty of opportunities to be involved in different industries.
The benefits offered are premier and highly customizable. 
Many extracurricular programs are offered to build your career and for personal enjoyment.","The company is quite large and as a result, navigating the many different departments can be a sprawl.",Digital Producer,8,Jan,2022
338,"Fine, fine, fine, fine, fine","No complaints, it’s fine there",Senior Software Engineer,8,Jan,2022
339,"A lot of opportunities to learn, grow and develop your career.","Easy to spread yourself thin, be careful and purposeful about what you get involved in.",Consultant,4,Jan,2022
340,"December(pro-busy season) is very chill
Have some good benefits, well being subsidy, technology reimbursement, etc",Long hours as expected. TCI has no bonus and only received 200 gift cards for the whole busy season.,Tax Consultant I,7,Jan,2022
341,"Exposure to different industries, problems","Low pay and overworked
understaffed projects",Consultant,8,Jan,2022
342,Excellent exposure to industry challenges and great smart people,"At higher levels, one needs to be careful about aligning with the right power centers; Long hours",Advisory Senior Manager,22,Jan,2022
343,Good benefits and people connections.,Long hours off course during busy season,Tax Consultant,6,Jan,2022
344,Good health care and employee well being facilities.,Difficult to find project of our interest.,Cloud Data Engineer,6,Jan,2022
345,"Good hard skill experience
Good presentation experience
Great people to work with","Shorter project lifecycle
Longer growth trajectory",Business Analyst,7,Jan,2022
346,"PTO, People, Free Breakfast, Training, Advancement",Work loads can be quite heavy.,Senior Tax Analyst,7,Jan,2022
347,Best Company to work with,Best Company to work with few exceptions,Project Delivery Specialist,7,Jan,2022
348,"100% remote, learn core consulting skills, great co-workers","work-life balance not the best, expectations to go above and beyond unrealistic",Consultant,7,Jan,2022
349,"great culture, respect, balance (in my area), challenging work",we are NOT in the right salary band for what we do - which is client facing but we are paid like back-office workers. This must be fixed or we will continue to hemorrhage talent.,Anonymous Employee,7,Jan,2022
350,"great culture, respect, balance (in my area), challenging work",we are NOT in the right salary band for what we do - which is client facing but we are paid like back-office workers. This must be fixed or we will continue to hemorrhage talent.,Anonymous Employee,7,Jan,2022
351,"5 weeks of PTO + over 2 weeks of firm holidays
Flexible work schedule
Great people","Long hours and extremely high pressure 5 months out of the year
Horrible 401k match (25% of first 6% contributions)
Low pay relative to stress of the job",Audit,7,Jan,2022
352,Great benefits and work-life balance.,Deloitte corporate b.s. and terrible pay compared to the market.,Designer,7,Jan,2022
353,"Travel, Hotel, Perks and Salary. They reimburse all IT certifications.",They really suck at placing base on your experience and skillset. If you are an Enterprise Architect they will ask you to do PM and if you a PM they will ask you to be a Tech Lead. Its all about utilization and billing.,Specialist Master,18,Jan,2022
354,"Deloitte University (when it is open)
The amount of eminence produced",Difficult for someone didn't grow up through the company to fit in,Human Capital Manager,19,Jan,2022
355,"- Good Benefits
- Remote
- Some nice people
- Looks good on resume","- Might end up on a crap project
- Your experience will vary depending on business offering you are hired on to
- Low pay especially if you sign on as a campus hire
- Lots of hoops to jump through in order to get promoted
- Work life balance can be brutal depending on the project you are on and the team you get",Solution Analyst,21,Jan,2022
356,Successful company with many opportunities for professional advancement. Strong firm culture that regularly invests in professional development. Highly ethical and forward thinking. Challenging and interesting work.,"Takes time to integrate and learn how to successfully navigate the firm, but patient persistence is rewarded.",Senior Manager,5,Jan,2022
357,Managers have great communication virtually,Expect to have extremely flexible hours,Strategy Analyst,5,Jan,2022
358,Lots of opportunity for all employees,Very political and up or out,Senior Manager,5,Jan,2022
359,"Good first job, competitive pay","very team dependant, often long hours",Business Analyst,6,Jan,2022
360,"I interned with Deloitte and started my career with Deloitte after undergrad. I worked in a technology role as part of Risk & Financial Advisory. So I can't say much to Audit, Tax, or Consulting
- World class training: Deloitte offers many in-person (pre COVID) and online courses on technical knowledge and soft skills. Deloitte University is an amazing place to visit and learn. You also get free access to Udemy, LinkedIn Learning, WSJ subscription, Fortune Magazine subscription
- Very talented teammates: I'm frequently blown away by how smart, nice, and hard-working my colleagues and supervisors are. Of course you will meet some rude and incompetent people, but they are the exceptions. I made some real meaningful friendships throughout my time at Deloitte
- Variety of work: Advisory has a bunch of different services. You can move around and find new projects that challenge and stimulate you. But you have to actively do that. Otherwise, you'll be placed on projects purely based on business needs","- Not the best work-life balance for commercial practice. Federal/GPS professionals get much better work-life balance
- Pay is decent but not great. Most Deloitte professionals can jump to a different job and get higher pay. In fact, many people have left for big tech (e.g., Google, Amazon, etc.), other consulting firms (e.g., McKinsey, Accenture, etc.), or industry
- Deloitte is huge (95,000+ professionals as of this writing) and you can feel like a cog in the machine. You have to speak up and fight for yourself to get staffed on projects that you like",Advisory Senior Consultant,6,Jan,2022
361,"Got several bonuses, lots of vacation days.",Busy season hours are alot,Audit Assistant,19,Jan,2022
362,"Smart teammates, interesting projects, and great atmosphere to build skills",There are a lot of social politics that can prevent success or create distaste for the company.,Analyst,20,Jan,2022
363,- Salary/Benefits are top of the line for new hires.,- Many engagements are short-staffed,Senior Consultant,5,Jan,2022
364,"Good pay.
Heavy work is rewarded with time off.
Learn from the best.
Good benefits.",No real complaints to be made.,Solutions Engineer,5,Jan,2022
365,Always get to experience new opportunities,Inflexibility during the busy season,Senior Auditor,4,Jan,2022
366,Get to work at a big name company,management is awful and demanding,Audit Associate,8,Feb,2022
367,"Flexible work
Supportive team environment
Opportunities to try new things","Opportunities to grow
Clear growth structure
Competitive pay",Deployment Specialist,4,Jan,2022
368,part of big 4 so client and industry exposure is superb,no work life balance and need to work long hours,Audit Manager,5,Jan,2022
369,Great learning experience and tools,Hours are very long sometimes,Compensation Analyst,5,Jan,2022
370,"Easy work hours
Work from home available","High turnover
Not very fulfilling
High expectations",Risk Analyst,18,Jan,2022
371,"- Good experience
- Good connections
- Travel","- Ambiguous tasks
- New industries or clients at a moments notice",Consultant,18,Jan,2022
372,"Fun/exciting/interesting projects
Motivating leaders
Growth and development opportunities",Pay is well below street and could be even lower depending on practice group,Senior Consultant,19,Jan,2022
373,The people you work with are extremely accepting and understanding. Onboarding with this company is a breeze as all employees are helpful and patient.,There are none that come to mind.,Associate Compliance Analyst,3,Jan,2022
374,Culture of collaboration and clients respect the level of expertise that has become the gold standard in consulting.,Leaders are expected to carry an enormous load and can become spread extremely thin.,Senior Manager,3,Jan,2022
375,"Fantastic culture/ people around you are dedicated to seeing you succeed
Great Benefits
Choose your preference for travel",Fast-paced and extremely high expectations for quality service to clients; can be long hours based on project,Human Capital Consultant,4,Jan,2022
376,"Benefits, pay, PTO, collaborative work environment, travel benefits","can be a lot of hours, not all of the projects are super exciting",Anonymous Employee,4,Jan,2022
377,"flexible hours, good work life, good management, good HR practices, good reputation",some projects are very hectic and have constraints,Business Analyst,4,Jan,2022
378,"collegial, professional, global, well-regarded, experts","one, two, three, four, five",Director,4,Jan,2022
379,learning opportunities all the time,short staffed for the majority of the time,Tax Senior Manager,4,Jan,2022
380,"A ton of great benefits
- A subsidy for technology products
- Wellbeing subsidy $1000 that is 100% reimbursed
- 3 weeks of PTO
- Free certifications in any area of interest regardless of your assigned area","- Hard to take PTO
- Hard to drive career especially when randomly assigned projects. 
- Staffing can be hard depending on area",Consultant,21,Dec,2021
381,"People, experience, development, and flexibility","Unpredictable, demanding, client service has no off switch.",Manager,3,Jan,2022
382,Wide breadth of experience gained,Exit ops could be better,Consultant,4,Jan,2022
383,The salary is good and the constant free stuff you get is awesome.,"You have to check your work laptop after work every single day because something is due! The compliance team is very active and will not leave you alone! We have compliance items due often! and these are after work activities. They also want many certs and many degrees. So, your life is over when you start.",Consultant,15,Jan,2022
384,"Good Brand Name 
Large Network","Below Average Pay 
Boring Work 
Cannot Switch Service Lines to what you are interested in",Senior Consultant,17,Jan,2022
385,"chanllenging, fast-growth, learning, technology, improve fast","busy, busy, busy, busy, busy",Data Scientist,18,Jan,2022
386,"Good pay, lots of opportunities","Long hours, very stressful job",Tax Manager,3,Jan,2022
387,"Room for growth, love the benefits and people","None, i have had no complaints",Administrative Assistant,3,Jan,2022
388,Great to their people and good benefits,expect to work long hours,"Senior Manager, Finance",3,Jan,2022
389,"Company disconnects, large holiday parties",It's a big four so,Enabling Analyst,3,Jan,2022
390,"Fun, easy and mostly enjoyable.","Traffic, Downtown San Jose, and busy.",Internship,3,Jan,2022
391,There are many opportunities for growth,Projects can be hit or miss,Senior Consultant,3,Jan,2022
392,deloitte is the best company ever,deloitte is a good company ever,Consultant,16,Jan,2022
393,benefits related to wellness are good,long hours during busy seasons,Tax Consultant I,17,Jan,2022
394,You get to tell your friends you work for a big client,You work so much you will never see your friends again,Analyst,3,Feb,2022
