,pros,negs,profession,day,month,year
203,"Great benefits, DU is really cool, and the people are friendly. Pay is amazing. You can tell they care about your mental health/wellbeing and know that the client work can take a toll, so you are compensated and cared for well. Lots of vacation, wellness stipends, etc","Client work is tough and not for everyone. Teams or practices that care about your well-being will help offset this, but there is always a lot to do.",Senior Consultant,12,Jul,2022
204,Work hard play hard and hard,Up or out up or out,Manager Technology,16,Jul,2022
205,Alot of talented and smartest team you'll ever meet.,Work life balance is a really big issue that people have to navigate,Manager,11,Jul,2022
206,Love the work and the people,"been here 8 years, actively interviewing. I love what I do here, and I've also very rarely had good work-life balance. Currently working 12+ hours a day for 4 months. I just need to leave.",Manager,22,Jul,2022
207,Great health insurance plans offered to FT employees,Salaries are not maintaining with the market,Consultant,26,Jul,2022
208,"Good benefits, hours, and brand","Too large and structured, career progression can be stalled for little reason",Management Consultant,12,Jul,2022
209,"Good brand name to have on resume
Work-from-home option (hot-desking at the office available)","Not as organized as you'd expect from a big 4
Long hours are the expectation
Performance expectations are super specific and high",Senior Consultant,15,Jul,2022
210,"Good brand name to have on resume
Work-from-home option (hot-desking at the office available)","Not as organized as you'd expect from a big 4
Long hours are the expectation
Performance expectations are super specific and high",Senior Consultant,15,Jul,2022
211,"Entry level, you learn a lot, make great connections and can move up",Low pay and long hours,Senior One Team Ambassador,15,Jul,2022
212,"Flexible, good pto, you stay busy, you learn a lot","Working with clients can be frustrating at times, there can be a lack of organization",Risk Analyst,13,Jul,2022
213,- Nice people to work with,"- Long hours
- Unclear staffing",Consultant,14,Jul,2022
214,Thank you for doing your part to keep Glassdoor the most trusted place to find a job and company you love,Thank you for contributing to the community. Your opinion will help others make decisions about jobs and,Senior Consultant,27,Jul,2022
215,Lots of learning opportunities and training is great.,Bad work life balances and easily get burn out,Audit Senior Associate,28,Jul,2022
216,The down-to-earth people were fantastic!,The ladder climbers were not!,Manager,28,Jul,2022
217,Amazing opportunities and great people,Some busier times and late hours,Audit Senior,13,Jul,2022
218,"Good worklife balance, Amazing benefits for working mothers",One of the best place to work and I do not see any cons,Anonymous Employee,13,Jul,2022
219,Pros are exposure and resources.,"It’s no secret, work life balance.",Senior Tax Consultant,12,Jul,2022
220,Great exposure to clients. Depending on team can get a lot of experience with tools and different skills.,Long hours. Little support from leadership.,Consultant,26,Jul,2022
221,"You get a reasonable amount of time off, depending on sector and role you get somewhere between 3 - 5 weeks you can take off each year
I've liked or felt neutral about most employees I have met.","Utilization, makes it weirdly complex to account for time off, often PTO isn't 'utilized', Utilization is a significant factor in promotions and raises
Some Red flags like 'if you are a team player you will work extra to make sure the job gets done'
Initiatives are a weird expectation that sort of force people to work overtime on projects that are usually internal, basically Deloitte is paying for them instead of a customer. this is also a factor in promotions and raises",Consultant,22,Jun,2022
222,"Good people, mental health is top priority",Lots of work around to promote outside of standard schedule,Solution Specialist,12,Jul,2022
223,"Overall WLB is ok, they pay us fine, maternity leave is excellent 24 weeks paid",The medical benefits not the best,Manager,12,Jul,2022
224,opportunities are endless and people try to be nice,you get more work for doing well (which is the case in most places),Analyst,12,Jul,2022
225,Many opportunities to learn and be an expert in various industries,Difficult to try out different roles within the firm,Senior Consultant,11,Jul,2022
226,"Great environment, super nice colleagues, overall great experience",Super busy recruiting seasons in the fall,Campus Recruiting Specialist,11,Jul,2022
227,Very collaborative environment. Employees really support and help each other. The company is incredibly supportive of the employees. I’ve been with the company for over a decade and the support they have shown over the last 2 years has truly been impressive.,There are occasions when you will work significant hours depending on the client needs / deadlines,Senior Manager,11,Jul,2022
228,"*You will meet many intelligent people here with years of industry specific experience across different fields. Through these colleagues, you can definitely develop and cultivate your knowledge in these fields in a short period of time.
*High profile clients and impactful strategy work","*Work culture can be toxic as times where long hours are required, but this is project dependent. An project / engagement's leadership will dictate company culture here.
*Weekly travel to client sites (pre-COVID) can wear on you",Consultant,5,Jul,2022
229,Good consulting and client exposure,Firm initiatives are over burden apart from project work,Manager,11,Jul,2022
230,Benefits are out of this world!,None as of yet. Maybe work life balance,Assurance Senior Associate,8,Jul,2022
231,Good pay and good people,- Finding projects is sometimes difficult,Technical Consultant,9,Jul,2022
232,Treat their employees really well!,Balancing project staffing & work/life balance.,Senior Consultant,10,Jul,2022
233,"Competitive PTO policy, Annual Well-being subsidy, Option to work from home. Medical benefits include Infertility treatment coverage. Mentor program and tons of free training and certification opportunities. Strong DEI initiatives.","It's consulting, so you'll need to find a project every so often. There is little guidance on how to navigate this process. Utilization rate goals assume you are working 45 hours a week at least. Onboarding to projects can be slow and frustrating.",Solutions Specialist,5,Jul,2022
234,"* benefits
* training
* respectful colleagues","* hours worked
* lots of meetings",Solutions Delivery Analyst,9,Jul,2022
235,You get to say you work at Deloitte .,While this position is good for recent college grads … it’s not good for Anyone else. Managers seem to hire fresh meat so they can toy them around like their minions . You are required to come in twice a week on specific days but if your manager changes or quits you have to switch your days to when they come in . I couldn’t keep changing my childcare days and when I told my manager my concerns she said “ try to make it work “ … okay . It feels like one big sorority and if you aren’t 21 you might as well find a different position . They make it seem like it’s so great but in reality it’s just an admin job ! They pay you way less than an actual admin assistant but you have double the work of one . I’m not sure how People aren’t opening their eyes to this . STAY AWAY .,Executive Coordinator,16,Jul,2022
236,Deloitte does a lot of different types of work.,You are judged and your career security is determined by who you know and who likes you rather than the merits of your work.,Senior Consultant,23,Jul,2022
237,"Great team, culture and benefits",Takes time to network and build connections. Growth takes time,Cloud Security Architect,7,Jul,2022
238,Good place to start career,False expectations for projects and inexperienced hires,Analyst,20,Jul,2022
239,Amazing company to work for that you can learn and go with. Amazing management that will take action,work life balance can be hard to manage.,Business Analyst,6,Jul,2022
240,Awesome place to work for.,None. Everything is perfect place.,Anonymous Employee,22,Jul,2022
241,You can definitely learn the skills,Sometimes the hours are long,Engagement Financial Advisor (EFA) Analyst,6,Jul,2022
242,"Good money, your experience depends on your project",no cons at the moment,Finance Consultant,6,Jul,2022
243,"Opportunities, Network, Learning, Trainings, Client Exposure.","If your team is sh!t, goodluck!",Product Manager,18,Jul,2022
244,"The People *guzzles kool-aid*
Educational Resources
Growth Opportunities
Project Mobility
Networking Opportunities
Partner FaceTime Opportunities
Well-Being Subsidy
Free Food Ad Nauseum
GAA Charge Code","Aggressively mediocre compensation
Managers who might not be looking out for your best interests
Good Ole Boys Frat Vibe
Subjective nature of ratings system
Gossip can ruin someone’s reputation",Consultant,2,Jul,2022
245,Good Place to work for longterm,Consulting work can sometimes be tedious.,Senior Consultant,4,Jul,2022
246,Intresting Projects and smart coworkers,WLB can be really bad depending on projects,Senior Consultant,5,Jul,2022
247,"Might be good benefits in long term, no pros in short term.","Hard work or knowledge or skill doesn't help: If you're not a smart/smooth talker, you have to be a brown-noser to survive at Deloitte. If you're a brown-noser, you can get away with anything.
Consulting Job expectation is like an old-school Sales Job: If you can sell crap packaged in a beautiful deck (that's the adjective a manager specifically uses to describe powerpoint slides: beautiful) and say a barely coherent story while presenting the decks with extreme confidence, you would be hailed as the best employee by your manager. If you can't beautify powerpoint slides and sell crap, forget about it, you'll be demoted/released from project and every manager who wants to take you on the next project will be forewarned by your current manager. Amazing example of negativity networking.
Mentoring: New hires are neither respected nor recognized. There's no real mentoring or direction or guidance provided for new hires on the next steps in the project etc., instead you get more of the same sales talk during your mentoring sessions, which is completely useless. Though, this sales talk does include veiled verbal threats reminding you of the consequence of challenging the performance rating provided.
Gender Bias: If you end up working with a male chauvinistic manager, you can forget about growth, gender bias is quite prevalent.
DE&I: Diversity, Equality and Inclusion exists only in policies, not practiced in reality.
Defensive approach: Documentation created or maintained during the project lifecycle is only used for defending Deloitte, not actually helpful to the customers. More defensive documentation than customer-centric/useful.
Leading Practices: In the name of industry leading practices, Deloitte recommends impractical solutions to the customers. These solutions are formulated in such a way that Deloitte internal teams can get away with doing minimal work and they save resource costs. These result in complicated solutions that make the customer's life harder than it was while they used their legacy applications/solutions.",Consultant,3,Aug,2022
248,Good and positive work environment,"Long hours, can be quite draining",Audit Associate,4,Jul,2022
249,Very Flexible and Love my Coworkers,Nothing much that I can think of,Tax Consultant I,4,Jul,2022
250,"Pros: Lots of training provided for skill upgrades. Exposer to many customer. Compensation is competitive. Benefits is similar to other organization, nothing exceptional. 401K company matching will be given after a year only. GC will be filed after a year only.","Cons: Joined Deloitte because of its global presence. Incase of any inadvertent situation its next to impossible to moved from one entity to another. No support from the org if you stuck with any visa issue(like visa stamping) in another country. You will be put in loss of pay category until your visa issue is resolved and you return to work. Because of compliance issue, you cannot work remotely in any other country apart from where you are hired. Zero assistance/support from the org either to resolve the visa issue or moving to another entity or any other financial assistance. All the expenses will be on your own costs only. Be careful before joining the company specifically if you are a visa holder.",Senior Solution Specialist,7,Aug,2022
251,If you find a good team you can have a good time. All about building those connections and trying to get staffed on projects with people that will be fun to hang around for 50+ hours per week,"Lots of hours
Hard to get time off
Don't control what you're working on 
Lots of hierarchy",Consultant,18,Jul,2022
252,Everyone is super friendly and team environment is amazing,I was remote so did not get to go to office,Audit Associate,3,Jul,2022
253,Different projects; fast pacing environment,Compensation is not as competitive as other consulting firms,Risk Advisory Senior Consultant,3,Jul,2022
254,"There’s the possibility of learning a lot, making some great connections and working with some experienced professionals","Very little work life balance, can be cut throat",Manager,15,Jul,2022
255,A big 4 consulting firm,It’s a lot of work,Consultant,16,Jul,2022
256,"Great benefits, PTO and company card.","No advancement opportunities In the help desk. Once you’re hired as a Tech Analyst, you’re pretty much stuck there. Raises are also very minimal for internal staff. I get that the consultants bring in most of the money, but operations keep the company going. They don’t care about the little people.",Technical Support Analyst,16,Jul,2022
257,great perks and good number of holidays,difficult to maintain work life balance,Analyst,30,Jun,2022
258,Lots of perks and great people,Long working hours slow projects,Specialist Senior,1,Jul,2022
259,"great career start, learn alot","hard work, people aren't normal, motivation is low",Senior Consultant,27,Jun,2022
260,"good work-life balance
great benefits and support
great team environment","a large company, so experiences differ based on the team
hard to find the latest tech stacks within the company
you won't exactly work with the greatest technical talent around
not a very ethical place to work, ICE contracts, etc.",Consultant,30,Jun,2022
261,Fine people good teams there,Hours are horrible no life balance,Financial Analyst,12,Jul,2022
262,You can hop between different projects,Long hours for a meh salary,Solutions Engineer Analyst,15,Jul,2022
263,a variety of projects and many opportunities to network your way to the projects you want to do,"some projects attracts no one. if you're stuck with one of them, it's difficult to get out because the partner will try to pin you down",Senior Consultant,30,Jun,2022
264,"prestigious clients, meaningful work, great company incentives, and subsidies","Poor work-life balance, a lot of flaws with how performance is assessed, must do firm work on top of client work to get promoted",Analyst,13,Jul,2022
265,"Variety of projects
Smart colleagues","Note: This is specific to the Consulting practice
Limited work life balance
Politics and Network determine your career growth and bonus
Not enough experienced and capable resources as over 40% of the firm is new [as stated by leadership]
Constant high pressure which doesn't commensurate with the compensation",Manager,14,Jul,2022
266,Good Company to work for.,Average pay and good benefits,Solution Specialist,29,Jun,2022
267,There's really no better company in the world to build your professional network and expose yourself to so many industries and opportunities,The hours can be horrible some times,Advisory Consultant,28,Jun,2022
268,"People are great, advanced technology","Work life balance, boring work",Audit Senior,29,Jun,2022
269,Great pay and benefits. Lots of experience with blue chip companies,You will have to work long hours in busy times,Senior Consultant,29,Jun,2022
270,"Having Deloitte in your resume will make lots of companies want to recruit you
Many career opportunities 
Great coaching system","Client-facing = long hours
When you have no work, you'll have to eat your own hours which will affect your utilization
Low pay",Consultant,29,Jun,2022
271,Great learning opportunities and exposure to clients,"Long hours, pushy leadership, difficult environment",Human Capital Consultant,29,Jun,2022
272,Smart people + good work if you get on the right engagements,Lots of mediocrity / BS work floating around that you could get put on,Consultant,29,Jun,2022
273,Good exposure and lots of internal opportunities,Long hours during busy season,Audit and Assurance Senior Assistant,29,Jun,2022
274,Even though there are a lot of hours in public accounting they try their best to honor and give time off,High Pressure and working long hours,Senior Auditor,29,Jun,2022
275,Great place for growth for starting career,NA NA NA NA NA,Manager,28,Jun,2022
276,Good ver snarty people to work with,Hours are insane and no communication between teams,Tax Consultant II,28,Jun,2022
277,"Great company, culture, people, work",Pay isn’t great. But I think all big 4 underpay.,Advisory Analyst,27,Jun,2022
278,"Flexible work from home schedule, strong compensation","Very structured promotion timetable, difficult to advance early",Consultant,28,Jun,2022
279,"Benefits, generous holidays, generous PTO.","Role mobility, deceptive employee empowerment",Technical Solution Consultant,7,Jul,2022
280,opportunities to choose projects and firm initiatives that interest you,extremely structured review process. Not much color on what is said in the room during your performance review,Business Analyst,11,Jul,2022
281,"1. flexible work
2. good work","less salary 
no work life balance",Manager,12,Jul,2022
282,"Good benefits
Fully remote
Commuting reimbursement","Promotions are hard to get
Hours depend on team",Cyber Risk Analyst,12,Jul,2022
283,"- supportive culture
- plentiful opportunities for growth
- interesting work",- bench could be stronger,Senior Manager,1,Aug,2022
284,"Transparent, Ethical, Employee Focused, Strong Vision, Strong Benefits","High Pressure, Demanding, Work Life Balance",Senior Manager,26,Jun,2022
285,"Staff, flexibility, comfort, benefits, prestige","Amount of work, level of work",Tax Intern,27,Jun,2022
286,"Deloitte offers great benefits to their people. Generally, colleagues are friendly and nice to work with.",Busy. This can be a pro or a con depending on the person you ask.,Analyst,27,Jun,2022
287,work culture is really great,salary can be a bit better,Devops Engineer,11,Jul,2022
288,The culture is the best.,Occasional long hours and weekends,Tax Senior,26,Jun,2022
289,"Great work life balance in Human Capital consulting, awesome benefits, broad range of work opportunities, agency to craft my own career, work from home is normalized","Staffing can be political and about who you know, networking and diplomacy are a bit over-emphasized. While few and far between, Deloitte Consulting also struggles to weed out/reprimand bad managers-senior managers-partners for repeated bad behavior",Consulting Analyst,21,Jun,2022
290,"Benefits, the people... not much","No work life balance, overworked, compensation is not worth it",Experience Senior External Auditor,8,Jul,2022
291,"Variety of the work, best client companies in the world",Long hours at times and travel ramping back up,Consultant,21,Jun,2022
292,"Good culture, build your network and you’ll be fine",Lack of transparency with promotions,Senior Consultant,24,Jun,2022
293,"Overall, good company to work for and great people.",A bit boring at times with uninteresting work.,Analyst,24,Jun,2022
294,"Good projects, Good visibility, Free Mobile","Not so great management, No work life balance",Senior Consultant,8,Jul,2022
295,People are their best product!,"Hard to get promoted, rigid timelines.",Senior Consultant,24,Jun,2022
296,"Working with, learning from and networking with some of the best experts in the field. Very supportive, family like feel depending on the teams you work with. Easy to do well and impress but also easy to do the opposite.","Long hours in the busy season, the family feel might work against you where you are kept out of the loop and decisions made with out you being taken into consideration.",Audit Manager,24,Jun,2022
297,"Highly inclusive, encouraged to finding the role that you will enjoy most, highly supportive of continued education, respectful and encouraging of work life ballance.","Requires solid time management skills to keep from working over 40, Can have a lot of complex processes that requires a determiniation to ask questions and connect with new people. Ever shifting and growing which means that the process you went through last month may different today.",Solution Architect,24,Jun,2022
298,"Good base
Some good mentors","Poor bonus structure 
Slow progression",ERS Senior Consultant,8,Jul,2022
299,If you were able to work on interesting projects it was great.,You typically were not working on interesting projects,Senior Manager,8,Jul,2022
300,This is a great firm to work at!,They could pay their employees more so that more people would stay.,"Audit and Assurance Execution, Transformation and Insights Assistant",23,Jun,2022
301,"Steep learning curve, teamwork, can experience different projects",. . . . .,Manager,22,Jun,2022
302,Large global network with opportunities to growth,Corporate machine with lots of red tape,Investment Banking Analyst,22,Jun,2022
303,- great company with many benefits,"- overwhelmingly huge company, sometimes feel lost",Senior Consultant,23,Jun,2022
304,"- Wide breadth of projects to choose from
- Active internal career development events like courses, certifications, community events
- New flexible work model allows for choice of fully remote or hybrid based on project and needs","- Promotion schedules are somewhat rigid (only 1 promotion window in year, and if recently promoted expect at least a 2 year wait, if not more)
- Work schedule depends on project. Some can be a normal 40 hrs a week, some can be up to 60 or even 70 hours a week, depending on the project and the schedule. 
- Can be on a great team, but upper management can really dictate the overall success (and state) of a project with early decisions.",Solutions Specialist,20,Jun,2022
305,"Benefits
Culture
Flexibility
Career Support
Employee Experience","The work is hard and the bar is high. The pressure to perform is as heavy as I've experienced at any other company. With that, they do strive to support employees in every way imaginable.",Research Manager,22,Jun,2022
306,"flexibility, firm culture, client work",the hours can sometimes be long,Senior Consultant,22,Jun,2022
307,Good company to grow and learn,Too much projects and work,Cloud Consultant,22,Jun,2022
308,Good working there if you’re in the advisory practice. Great opportunities with networking. Great benefits and the maternity leave is great. Very good company culture.,"Long hours especially If you are getting promoted. Lower pay though and no bonuses at the non-manager level. Depending on your client, you may not have enough work life balance.",Senior Consultant,19,Jun,2022
309,Great working environment for working professionals,Too spread out and having people not experienced in important roles,Project Delivery Specialist II,21,Jun,2022
310,"Competitive compensation
DEI presence
Flexible work","Repetitive work
Very competitive workforce",Business Analyst,21,Jun,2022
311,Great benefits lots of freedom good salary,401k match is bad .25 per $1,Senior Consultant,21,Jun,2022
312,Exposure to many different clients,"Projects that are typical are model validations and audits, which are not the kind of work that motivates me. When a model development project comes up, either the regulations restrict what models can be deployed (I see lots of linear regression even though the data concludes no linear relationships) or the client doesn't possess the ability to understand or implement a complex model.",Senior Consultant,6,Jul,2022
313,"Good people, challenge you to be best every dat","too many hours worked, no work life balance",Senior Tax Consultant,16,Jun,2022
314,Your experience at Deloitte is what you make it.,Some employees can be really mean to other employees.,Senior Consultant,20,Jun,2022
315,"Excellent work-life balance

Streamlined onboarding",Potential disconnect with project team,Risk Advisory Intern,21,Jun,2022
316,Very demanding but if you have the right attitude it is wonderful. Diamonds are made under pressure and Deloitte approaches its employees as high level investments.,Very demanding and intense. Ability to handle different personality types can make or break you.,Manager (Public Sector),21,Jun,2022
317,Great place to gain experience and to learn when starting out your career. They do a good job developing their people.,"Hours during busy season as well as not really being valued properly (not exclusive to Deloitte, it’s a big 4 thing in general).",Senior Auditor,21,Jun,2022
318,"Great benefits including PTO, healthcare, well-being subsidy",They work you long hours and PTO isn’t real PTO,Manager,4,Jul,2022
319,"-Competitive Pay
-Great Benefits
-Endless PTO on top of extended Holidays 
-Great Opportunities for professional growth","-Working longer hours is normal
-If you get stuck on a bad team, it's hard to transition to a new team",Advisory Consultant,9,Jun,2022
320,"-Competitive Pay
-Great Benefits
-Endless PTO on top of extended Holidays 
-Great Opportunities for professional growth","-Working longer hours is normal
-If you get stuck on a bad team, it's hard to transition to a new team",Advisory Consultant,9,Jun,2022
321,The company pays great with salary increases and bonus plus the PTO is great along with supportive leadership.,"Senseless charge card where you make payments and then they don't record payments so you get terminated while trying to pay off high balance amount. If there's no travel, there's no need for a charge card",Consultant,14,Jun,2022
322,"-Abundance of resources
-Renewed focus on DEI and Equity
-Great work environment if you know how to setup your boundaries
-Great place if you have multiple interest areas
-Good starting good for someone who is starting their career or choosing a new career path
-Compensation is catching up with competitors","-Hectic projects if you are not careful about setting your boundaries
-Performance Management is improving but still a work in progress
-Can be overwhelming if you become involved in multiple initiatives outside of your project work",Human Capital Consultant,16,Jun,2022
323,"Network people, culture, brand, work resources",The only con I can say as of now would be the pay disparity within the company,Consultant,20,Jun,2022
324,"The people at Deloitte are all very intelligent, career-driven and easy to interact with. Everyone has each other's backs on client projects and the work is usually meaningful. You learn at a fast rate since you are given a lot of work, usually with minimal direction and high expectations.","The hours, expectations and salary do not align with each other at the analyst level. I was working 10-12 hours daily and made barely 80k with my bonus. As a software engineer, I was able to find better work life balance and compensation elsewhere doing something I enjoy more.",SAP Analyst,20,Jun,2022
325,Interesting projects and great development opportunities.,Work a lot of hours.,Consultant,20,Jun,2022
326,Unmatched learning opportunities and development path.,"Long hours, low pay and nasty politics",Senior Associate,20,Jun,2022
327,"-People are helpful 
-Coworkers are nice and willing to help",-Super busy at times and sometimes so much so you don't always get the help you need or are looking for.,Tax Consultant I,18,Jun,2022
328,Nice benefits and well being subsidy,Compliance and independence policies applies to you and your entire family and need to disclose all the financial information.,Software Engineering Sr. Analyst,14,Jun,2022
329,25 days PTO and 24 weeks maternity leave,WLB is not good，too busy,Advisory Manager,19,Jun,2022
330,"Great benefits, including paternity leave","Pay is low, constant investment oversight",Manager,19,Jun,2022
331,Good place work good like it,Sometimes travel keep away home,Consultant,18,Jun,2022
332,Big brand good projects. Great benefits,Not enough opportunity for innovation as everything is established.,Senior Consultant,17,Jun,2022
333,"Good salaries, very competitive. Highly value employees holding TS/SCI clearances and reward those employees with quarterly bonuses.","Very young workforce; company has a strict work ethic but rewards with generous annual bonus if you meet your ""Ute"" - utilization rate.",Business Analyst IV,14,Jun,2022
334,A lot of opportunities to do what you want.,401k match is pretty bad.,Senior Consultant,16,Jun,2022
335,"People are amazing, work is consistently challenging",We work all of the time. Not for someone who wants a consistent 9-5,Tax Consultant II,16,Jun,2022
336,"Great benefits, competitive salary, working with really smart and ambitious people that will up your game. Great for workplace entrepreneurs.","Draconian utilization rules, because of scale things take forever.",Manager,17,Jun,2022
337,"Getting the brand on your resume, great benefits and PTO.","It’s a Big 4, people are burnt out, overworked, and sometimes it’s just too much. Also, some of the managers need better leadership training.",Senior Tax Consultant,29,Jun,2022
338,Better benefits compared to the other B4 firms.,Long hours and a lot of stress.,Audit and Assurance Senior Assistant,30,Jun,2022
339,"Resume builder, salary, bonus/AIP, and above average raises",Work life balance is non existant and the culture can be toxic and draining on ones mental health,Senior Consultant,14,Jun,2022
340,"Promotes WLB, Employee benefits, Internal mobility & great mentor programs for personal growth",Paid less because I’m not a US citizen (visa),"Manager, Internal Audit",15,Jun,2022
341,Excellent benefits geared towards wellness and well-being,Project demands from projects & the clients might be too much for some people,Senior Consultant,15,Jun,2022
342,Loved it very great place to work,None - it was awesome,"Director, Marketing",15,Jun,2022
343,Great experience and high optempo,Working with clients can sometimes be stressful,Senior Consultant,16,Jun,2022
344,Great company to work for,Long busy seasons and workload,Audit Senior,16,Jun,2022
345,Benefits and flexibility in work location,working hours and competitive culture,Senior Consultant,1,Jul,2022
346,"Benefits/Perks are good
A lot of learning resources to take advantage of",Firm/Marketplace Contributions are required for this role so you're expected to put in more than 40 hours a week,Senior Consultant,15,Jun,2022
347,"Great benefits in terms of perks like health/wellness programs, and great bonus programs compared to other consulting firms. The bonus program is fantastic","Not really a con, but they do expect you to continue to move up and get promotions even if you don't necessarily want them.",Senior Consultant,15,Jun,2022
348,"Incredible benefits, including lots of PTO (5 weeks). Very kind & intelligent co-workers who strive to perform excellent client-service work.","Long hours, especially during busy season. Many jobs were understaffed, as it appeared partners prioritized additional profits instead of properly staffed teams.",Audit In Charge,16,Jun,2022
349,"Benefits, professional development, hybrid, social events, firm resources","Busy season, turnover, pay, politics, unpredictable schedule",Audit Senior Assistant,15,Jun,2022
350,Great Work Life balance and learning opportunity,Great place to work cannot fault.,Project Manager,13,Jun,2022
351,"Comfortable work environment, good salary",Busy work hours for most of the ehar,Auditor,13,Jun,2022
352,Fantastic opportunities to learn and grow professionally -- well known company with a brand name you can take anywhere,It can be a grind,Project Manager,14,Jun,2022
353,Good flexibility and work life,Pay can be better not best per market standards,Senior Consultant,14,Jun,2022
354,Great culture and support system,"Long working hours, lack of work/life balance",Consultant,14,Jun,2022
355,A lot of space to grow professionally,No enough space to work on interesting technologies. Work Life balance,Anonymous Employee,14,Jun,2022
356,Nothing NOthing Nothin Nothing NOthing,Workload Abusive Distractions No Coffee Gand Marao,Actuarial Analyst,13,Jun,2022
357,"I enjoy the different projects, benefits, remote availability, and my team.",The only downside is trying to network and find projects for yourself as a 100% remote worker. It can be difficult to build those relationships in an online environment.,Advisory Associate,13,Jun,2022
358,"Great company to learn, try new things, and be at the forefront of change","Large company brings some politics; there is a lot of diversity at the junior staff levels, but tends to be more white males at the top. It's something that is getting better now.",Manager,13,Jun,2022
359,Competitive compensation and great client base,Workload can be overwhelming at times but variety of clients is worth it,M&A Manager,13,Jun,2022
360,Many opportunities and abundant resources.,Loyalty with the firm is not rewarded through compensation until one makes PPMD.,Tax Manager,27,Jun,2022
361,"Good compensation
Nice culture and Colleagues","Long time spending on bench
Applying for projects in consultant",Lead Data Scientist,12,Jun,2022
362,Great potential for young aspirants to build different skillsets.,Salary could be increased for people.,Senior Solution Consultant,12,Jun,2022
363,You gain a tremendous amount of experience and learning curve for future roles.,Long hours and a lot of weekend work.,Tax Senior Consultant,12,Jun,2022
364,Great benefits and coworkers and opportunity for growth,The year end review process is not very beneficial,Senior Consultant,8,Jun,2022
365,Vast areas of work opportunities within the firm,Seasonality of busy seasons leading to long hours,Tax Senior,11,Jun,2022
366,"Opportunities - breadth and depth across industries, sectors, technology and offerings.","Difficult to transition into different offerings and roles, $ targets and constant sales focus",IT Consulting Senior Manager,12,Jun,2022
367,Great company to work for if you are in the GPS account. WLB is nice.,Can get boring though on government accounts.,Consultant,9,Jun,2022
368,"1. work/life balance continues to improve as execs taking it seriously
2. constant learning on the job and through vast training
3. camaraderie and sense of purpose on most teams","1. challenge to hire proven talent in ML/AI
2. execs not sure how best to combat #1",Technology,10,Jun,2022
369,"The company strives to improve on diversity, equality, and integrity. The benefits are excellent and there are many options for healthcare providers.",The company is very large and the requirement for the newly hired employees are immense. There needs to be a better support for the new employees.,Project Delivery Specialist II,11,Jun,2022
370,"Good company culture, looks out for employee, lots of incentives","Fast paced, could get overwhelmed dealing with large projects",NOC Analyst,10,Jun,2022
371,Good work life balance. Fact they are promoting Hybrid work culture is worth looking forward.,401K match could have been a bit better.,Senior Advisory Consultant,8,Jun,2022
372,"Deloitte has a strong culture, incredibly strong talent, and continues to grow.",Hours can be long at times,Consultant,10,Jun,2022
373,Great company and amazing perks,compliance requirements can be annoying,IAM Consultant,10,Jun,2022
374,Great people to work with and learning opportunities,"Sometimes the work lacks variety, so it gets a little boring",Manager,10,Jun,2022
375,"Great perks - well-being subsidy, other subsidies, generous leave and vacation, expensing meals, gifts, etc.
Generally great people
Good hours unless get screwed on one of the few brutal projects","Title and promotion inflation going around currently
Leadership can be bullshitters 
Bombarded with DEI emails non-stop
Too many things one has to do throughout a year - firm initiatives, people stuff, utilization, etc.",Senior Consultant,6,Jun,2022
376,"Great learning experience, knowledgeable colleagues, open minded",Always have to be in your toes,Senior Manager,10,Jun,2022
377,There was good work life balance,Not much sometimes management was slow to respond,Data Analyst,10,Jun,2022
378,Ability to drive your own career,The size of the firm makes it overwhelming to navigate,Senior Manager,10,Jun,2022
379,"Great PTO, project flexibility, salary is competitive, work-life balance, well-being subsidy ($1k/year)","The partners can be great or down-right awful. Either way, they control your bonuses, career trajectory, etc. If you work for a bad one, the money isn't worth it. 
401K is 1.5% and pretty awful.",Manager,10,Jun,2022
380,"Benefits, talented peopl, generous time off & vacation.","Extremely high staff turnover, leaders unwilling to coach bad behavior. Zero work/life balance.",Specialist Leader,21,Jun,2022
381,Good network of smart people,Bad work life balance & general disregard of compensation at fair levels,Consultant,23,Jun,2022
382,"Decent comp, interesting projects, good exit opps.",Work life balance could improve.,Manager,23,Jun,2022
383,Lots of mentorship and opportunities to try new opportunities.,Clients and higher leadership can be terrible to work with at times. Higher leadership tends to rope people into firm initiatives that no one wants to do.,Strategy & Analytics Consultant,7,Jun,2022
384,"Compensation was near best in market. Additional performance, social and product release incentives very attractive and meaningful always tied to current or recent work and measurable goals.","Extremely faced paced. High evolution rate on technology platform and toolsets. Some disconnect between Sales, Executives due to slide in goals and targets very short leash on problems or performance challenges. Otherwise, all needs to attempt to reach and exceed goals highly supported.",Senior Engineer 2,9,Jun,2022
385,Great career opportunities and place to start off.,Work/life balance can be challenging at times.,Senior Consultant,9,Jun,2022
386,"Nice company culture
Well being benefits","Long working hours
Less compensation 
Dominating team leaders",Senior Solution Specialist,9,Jun,2022
387,Good brand on resume makes getting interviews elsewhere easy,So much office politics and the work in general is meaningless. Feels bad for the clients that have to pay for it. Worst benefits I've ever seen.,Senior Consultant,23,Jun,2022
